Sum of EPEST_HIGH_KG,Column Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row Labels,"2,4-D",ACEPHATE,ACETAMIPRID,ACETOCHLOR,ATRAZINE,AZOXYSTROBIN,BENTAZONE,BENZOVINDIFLUPYR,BOSCALID,BROMACIL,BROMOXYNIL,CARBARYL,CHLORANTRANILIPROLE,CHLORIMURON,CHLORPYRIFOS,CLOTHIANIDIN,CYANTRANILIPROLE,CYPRODINIL,DIAZINON,DICAMBA,DICROTOPHOS,DIFLUBENZURON,DIMETHENAMID,DIMETHENAMID & DIMETHENAMID-P,DIMETHENAMID-P,DIMETHOATE,DIMETHOMORPH,DINOTEFURAN,DIURON,ETHOPROPHOS,ETOXAZOLE,FIPRONIL,FLUOMETURON,FLUOPICOLIDE,GLYPHOSATE,HALOSULFURON,HEXAZINONE,IMAZETHAPYR,IMIDACLOPRID,LINURON,MALATHION,METALAXYL,METCONAZOLE,METHOMYL,METHOXYFENOZIDE,METOLACHLOR,METOLACHLOR & METOLACHLOR-S,METOLACHLOR-S,METRIBUZIN,MYCLOBUTANIL,ORYZALIN,PERMETHRIN,PIPERONYL BUTOXIDE,PROPAZINE,PROPICONAZOLE,PYRACLOSTROBIN,PYRIMETHANIL,SIMAZINE,SULFENTRAZONE,SULFOXAFLOR,TEBUCONAZOLE,TEBUPIRIMPHOS,TEBUTHIURON,TERBUFOS,TETRACONAZOLE,THIAMETHOXAM,THIOBENCARB,TRICLOPYR,TRIFLOXYSTROBIN,Grand Total
269,6924.2,273.6,,3740.5,1278.6,569.2,557,176.9,,,46.1,451.3,69.9,16.2,1771.2,,,1.9,,1842.2,326.4,34.7,,299.5,299.5,0.7,,,253.2,,,,3.9,,5985.5,0.3,348.2,7.8,85.2,,9.3,,3.7,,32,154,1775.7,1621.6,30.3,,,54.2,,,104.4,80.5,,123.4,36,7.8,517.8,,,196.7,27.9,40.4,,298.3,41.2,30518.9
271,1758.6,215.5,,2734.1,588.8,359.5,130.7,32.8,3.3,,,97,21.8,0.5,774.8,,,3.5,,2227.1,618,13.1,,13.5,13.5,0.6,,2.1,825.7,,,,389.8,2.8,7281.4,0.3,,5.4,240.7,,106.4,,0.2,1.8,78.5,76.1,1403.2,1327.1,4.7,0.6,,5.3,,,62.1,50.2,5.9,60.6,3,87.6,403.9,,,102.8,62,31.7,,298.2,13.6,22540.4
273,20847.7,2095.4,19.6,15119.6,24870.2,1293.2,273.3,268.7,,,340.8,80.7,587.1,4.1,3168.6,77.9,,0.7,,5267.7,6573.6,43.3,,6064.3,6064.3,372.8,,,7209,,,,2055.4,0.6,111020.7,,3.9,21.2,1704.9,,247.9,,95.9,13.9,51.4,1953.6,41739.3,39785.6,18.8,0.6,,35.1,,,312.4,482,,1262.3,22.8,705.6,1710.7,,,4865.2,128,908.1,,2354.2,167.2,312309.9
275,13686.7,1700.6,,10049.3,5192.3,1363.3,400.2,389.1,,,552.6,28.3,197.8,3.6,2549.3,,,2.6,,10758.2,7047.2,46.6,,5681.4,5681.4,15.3,,,5239.2,,,,1206.8,1.8,107998.3,0.3,238.2,28.9,1459.1,,50.4,,18,7.2,38.8,607,8855.7,8248.9,36.3,0.6,,31.2,,36.1,4201,571.7,,237.3,29.5,342.4,2084.9,,,938.4,122.5,369.4,,509.7,60,208915.4
277,14668.4,8025,28.3,14746.3,3822.5,1561.8,665.2,202.2,225.1,,47,1043.4,135.9,7.8,2100.6,,64.5,190.4,,9771.7,2320.6,92.7,,1090.1,1090.1,318.9,,2.1,3228.8,,,,1680.1,6.9,56349.8,17.2,134.4,57.1,977.3,,145.5,,24.3,1399.4,175.6,2001.9,12786.3,10784.5,416,2,,22,,11.1,264.3,488.7,5.9,223.2,134.4,310.6,1556.1,,,379.7,147.1,108.2,,284.3,105.8,156449.1
279,24476.2,947.1,0.1,14306.6,14557.5,515.3,520.3,137.7,3.3,,1250.4,544.4,39.2,21.8,1124.9,85.9,0.2,1.9,,36907.3,2717.7,63.7,,3361,3361,805.8,,,6550.5,,212.9,,,0.6,184219.4,,119.5,35,471.4,,586.4,,57.2,,71.9,5456.8,19847,14390.3,72.3,,,61.6,,274.4,310.3,298.3,,,27.2,35.6,652.2,,,97,21.2,731.2,,293.4,132.1,340775
281,2321.9,,0.6,61.8,543.4,22.2,,0.4,,,15.4,83.6,1.1,0.9,126,,,0.4,,572.5,,1.7,,16.7,16.7,7,,0,,,,,,0,691.9,0.3,,0.5,52.7,,3.2,,0.9,,26.5,14.2,68,53.7,2.4,0,,3.5,,,50,17.1,,19.8,4.2,,7.9,,,4.7,1.4,,,100.1,17.3,4932.6
283,2729.8,349.1,,2168.8,977.6,259.8,341.6,15.8,,,9,146.1,25.2,4.7,510.7,,,2.6,8.7,464.2,395.6,13,,89.9,89.9,11.1,,2.1,368.6,,,,1709.1,3.8,4982.5,0.3,,4.9,45.5,,18.7,,0.1,20.9,31.3,363.5,1655.4,1291.7,8.5,0.6,,14.1,,,28.8,83.7,,67,14.9,1.1,406.8,,,16,5.7,2.4,,263.4,6.8,20031.4
285,9662.6,,0.1,501.7,2178.7,118.7,3.5,0.1,,,9,178.9,3.3,1.3,220,,0.2,2.6,,188.4,,2.8,,315.2,315.2,55.2,,29.3,61.1,,,,,0.6,4809.7,13,38.5,22.4,72.1,,33.2,,3.1,13.7,44.4,217.4,803.9,586.4,2.5,0.6,,9.5,,16.5,117.9,19.7,,,3,8.9,64.8,,,,10.5,3.5,,123,67.9,20954.6
287,8306.1,1103.6,,13217.3,1986.1,1162.5,771.4,193.3,78.1,,52.2,491.6,123,0.7,2238.7,,,65.9,,7420.8,2725.8,68.9,,73.7,73.7,43.3,,2.1,3742.6,,,,1865.7,2.8,28611.8,6,19.7,31.7,682.7,,251.5,,0.9,20.5,120.9,397.6,7819.4,7421.7,7,0.6,,8.6,,11.1,177.7,308.2,5.9,180.3,5.9,339.4,1851.9,,,311.4,212,104.9,,313.5,61,95093.7
289,5006.6,742.6,2.3,3980.6,2193.7,452.5,547.7,28.9,,,5.5,69.6,43.1,1.3,826.3,,5.2,2.6,,1119.8,853.3,16.6,,71.9,71.9,79.2,,2.1,820.1,,,,3686.9,2.6,7761.4,0.3,,5.8,93.3,,252,,0.1,9.2,38,506.2,3815.9,3309.8,2.5,0.6,,4.6,,,51,123.1,,58.1,3,8.3,658.2,,,13.8,10.5,1.6,,607.9,12.6,37980.7
291,4128.1,400.4,0.6,83.6,938.8,73.9,3.5,0.2,,,6.1,57.9,2.9,0.9,36.3,,,0.7,,741.5,,1.7,,169.9,169.9,17.8,,30,,,,,,1.7,4767.3,13.1,,20.8,0.8,,,,1.9,133.6,11.1,73.4,1424.6,1351.2,77.9,0.2,,3.8,,,39.8,10.8,,41.6,4.2,1.6,4.9,,,9.9,1.4,,,1282.4,14.5,16157.2
293,16404.7,1989.7,0.6,2083.9,1747.3,157.5,,2.2,,,26.3,81.6,2.2,1.5,372.2,,1.3,2,,3120.3,30.6,3.4,,709.3,709.3,165.5,,2.1,178,,,,95,2.1,19229.2,0.3,95.6,4.5,422.9,,42.7,,13.2,32.8,25.8,1037.6,4377.4,3339.6,12.2,0.1,,13.2,,11,155.4,48,,45,16.6,47.4,110.2,,,71.8,10.5,5.5,,17.9,80.7,57155.7
295,16553.7,155,0.5,2786.4,7762.7,141.3,,16.2,,,512.6,7.7,1.5,30.8,505.7,,,,,5623.2,1.4,,,1453.8,1453.8,169.9,,,627.9,,43.8,,,,23655.1,0,430.5,17.8,9.7,,,,29.8,31.2,0.2,811.4,5593.7,4782.1,54.4,0.6,,12.9,,30.5,153.8,128.2,,12.8,58.6,6.1,81.1,,,,,3.8,,1181.6,76.4,75010.2
297,7947.8,156,2.7,1534.5,4697,59.9,,0.1,,,74.1,60.7,4.5,0.8,51.4,,,0.4,8.7,646.2,398.8,1.6,,802.1,802.1,87.7,,0,145.5,,,,227.1,0.1,14599,0.1,,0.5,98.6,,,,0.7,170.9,8.4,688.2,3169.3,2481.1,2.2,0,,3.4,,,67.4,8.5,,14.6,4.1,48,30.7,,,3.5,1.4,19.7,,274.1,21.3,39425.5
299,4448.2,222.2,0.6,1120,272.9,213.4,127.8,39.3,3.3,,46.1,183.9,14.7,7.7,382.9,73.1,1.4,1.9,,1429.6,457.3,32.3,,13.5,13.5,28.4,,,576.8,,,,20.7,0.6,6533.8,,16.1,8.8,383.9,,253.5,,0.4,,46.8,14.5,1563.3,1548.8,0.7,,,15.7,,,127.5,74.9,,,,9.5,335.8,,,62.8,9.1,11,,242.1,47.8,21038.9
301,941.3,6.9,,83.9,,25.7,,,,,,19.5,9.1,,28.5,18.5,,0.7,,1685.2,243.7,,,,,,,,64,,,,937,0,1380.9,0.3,,,59.5,,122.5,,,,3.5,,10,10,,0.6,,0.8,,,22.3,30.8,,,,1.1,10.5,,,,,4.3,,458.5,3.2,6182.8
303,33505.2,1831.7,1.7,25668,9172.4,699.1,750.9,53.8,22,,585.1,403.3,49.4,11.1,1800,,4,0.6,,63674.8,5087,27.1,,3217.8,3217.8,519,,2.1,11741.1,,74.8,,2769.9,2.2,313243.8,0,63.6,13.1,256.7,,1291.1,,20.6,,80.4,5677.2,17573.4,11896.1,51,0.2,,35.8,,328.7,326,219.3,,342.8,225.1,60.7,719.2,,,81.7,58.4,1431.3,,385.1,70.5,519343.7
305,39419.2,1870.9,1.7,26791.1,2527,244.2,91.9,40.2,1.2,,226.3,62.1,22.7,2.7,497.6,146.3,4,0.7,,76163.4,6184.9,21.8,,3293.1,3293.1,131.6,,,14534.2,,32.7,,,4.6,374973.8,,59.2,15,664.8,,467.9,,9,,43.6,3142.9,12025.5,8882.6,10.2,,,9.4,,42.2,111.3,103.2,,,97.8,33.4,281.7,,,46.3,16.9,1745.6,,224.7,70.2,578686.4
307,9045.2,474.6,,4529,4045.7,369.5,151.7,91.2,,,239.1,28.3,47.3,,776.1,,,,,5543.1,2732.9,4.8,,2383.1,2383.1,86.5,,,1872.3,,,,572,,25119.3,,8,8.5,647.7,,50.4,,11.1,37.1,19.1,761.4,3211.7,2450.2,2,,,1,,22.5,353.9,107.6,,132.9,,133.2,508.5,,,512.1,32.7,168.3,,207.6,88,69970.3
309,17000.2,4375.5,0.5,8852.6,5383,434.5,71.2,12.8,,,160.3,74.2,18,2,750.1,,1.2,2.6,,6150.4,362.4,4.2,,2601,2601,739.5,,,485.2,,,,1486.4,0.6,66839.8,0.3,79,5.3,756.5,,37,,51.4,32.8,11.6,2995.6,11806.9,8811.4,13,0.6,,23.1,,57.2,293.4,166.6,,33.8,6.9,83.6,380,,,8.1,2.9,4.2,,93.5,118.8,144282.7
311,1977.9,,,72.4,846.1,10.7,,0.1,,,,36.2,0.9,0.9,61.2,,,0.1,,101.5,,1.7,,104.1,104.1,,,0,,,,,,0.1,1836,0,,0.5,0.7,,,,1.4,,11.8,74.8,250.6,175.7,2.2,0,,3.6,,,11.8,11.3,,30.4,4.2,,7.3,,,7.2,1.4,,,183.7,1.3,5933.9
313,7398.3,26.9,,383,8356.3,37.6,,0.7,,,,0.5,22.9,2.8,18.2,4,,,,1860.5,17.2,,,197.1,197.1,,,,9.7,,,,47.9,,10974.9,0,,0.8,33.9,,,,0.5,,22.4,212.8,5579.9,5367.3,3,,,3.2,,,8.4,10.8,,23.7,3.6,22.6,10,,,,,3.3,,675,1.7,41538.5
315,3378,898,,10849.4,1263.8,749.3,603.7,150.7,132.9,,,700.1,112.7,1.4,1375,,,111.7,,10150.4,2244.2,57.1,,,,1.4,,,2950,,,,1536.1,0.8,23567,10.1,,23.9,456.7,,124.5,,0.5,7.2,43.2,244.2,5904.7,5660.5,6.6,0.6,,12.8,,,78.2,295.4,,151,8,258.6,1322.2,,,264.6,139.7,85.6,,292.5,31.8,76256.8
317,25561.6,741.7,0.6,13591.1,1554.8,128.8,172.8,,,,98,9.1,5,,196.2,,,28.2,,39687.2,2898,,,1534.5,1534.5,99.4,,0.4,7091.4,,,,413.4,1.7,192296.9,,146.4,18.7,39.3,,4.9,,1.6,,0.1,2278.4,5621.5,3343,0.7,0.3,,6.1,,82.7,72.3,25.9,,34.8,32.3,14.2,16.4,,31.8,8.3,,893.8,,653.9,20.9,300993.6
319,1828.5,32.2,1.7,231.2,301.5,104.7,38.5,3.9,12,,0.8,103.7,4.5,1.3,145.1,,4,6.9,,508.9,36.8,4.5,,,,4.7,,,79.2,,,,159,0.6,651.3,0.8,10.5,6.7,43.4,,252.4,,0,,17,86.9,249.9,162.9,2.5,0.6,,6.3,,,46.5,26.9,,13.6,3,5.7,54.8,,,3.2,10.5,0.9,,277,7.1,5554.6
321,15173.8,19313.5,25,38850.5,12097.6,1750.4,1560.2,382.7,202.7,,111.7,953.9,1746.7,1.3,2449.7,243.3,,169.8,,29872.7,14706.3,137.6,,1689.9,1689.9,332.2,,242.7,7423.2,,,,7874,0.7,142074.5,120.5,,224.3,2919.9,,65.3,,1.7,276.2,71.2,5900.1,47706.9,41806.6,17.5,0.5,,11.6,,,297.5,634.3,,512.5,7.3,1357,2988.6,,,1657,247.7,421.2,,3812.4,188.1,412322.4
323,1247.7,,,,,7.2,,,,,,,,,80.4,,,,27.3,91.4,,,,,,,,,,,,,,,750.3,,,,,,,,,,16.8,,,,,,,,,,5.4,7,,,,,5.5,,,,,,,113.2,,2352.2
325,18614.9,3703.7,7,7738.3,14835.3,43.5,,1.2,,,139.8,56.9,252.8,,337.5,44.4,,,,4186,1196.5,,,2970.9,2970.9,483.7,,,159.9,,,,313.9,,46234.6,,27,2.4,320,,,,23.6,124,18.9,2362.1,9609.9,7247.8,,,,9.5,,149,98.8,64.6,,,16,291.4,29.6,,,,,69.3,,157.1,50.4,124963.1
327,1509.8,,,,93.4,8.3,,0.2,,,11,12.4,,,54.6,,,,,411.3,,,,,,5,,,,,,,,,273.4,,,,25.1,,1.5,,,,11.6,,,,0.2,,,,,,30.1,4.8,,,,,2.9,,,,,,,98.2,9.4,2563.2
329,3498.3,167.3,,1107.8,711.4,6.3,,3,37.6,,48.1,2.3,0.1,0.2,66.7,,,,,3654.4,210.1,,,202.2,202.2,29.4,,,567.7,,8.9,,,,15255.9,,207.8,7.9,39.6,,,,2.4,,0.4,307,886.6,579.5,11.7,,,2.2,,4.3,11.6,37.5,,,3,1,1.9,,,,,67.6,,49.1,3.7,28004.7
331,17536.6,5931.6,,5811.9,4650.3,241,,2.9,,,96.5,12.4,6.1,0.8,479.1,,,,,7002.5,88.2,,,2597,2597,469.9,,,183.6,,,,273.8,,53585.3,,27.1,4.1,983,,4.2,,33.9,152.8,5.8,3276.3,13109.2,9832.8,45.2,,,9.4,,103.9,166.6,95.3,,,29.5,114.7,109,,,,,5.5,,3.6,61.4,129739.8
333,5801.5,,,138,533.7,74.5,,0.1,,,14.5,90.1,0.5,,1137.7,,,,,532.2,,,,80.2,80.2,15,,,,,,,,,2347.6,,300.7,,214.7,,11.2,,0.5,,19,77.9,319.4,241.4,0.1,,,0.1,,16.7,166.4,25.1,,,,0.8,21.5,,,,,,,74.8,38.4,12374.5
335,6897.3,6.7,,1149.7,634.1,26.4,60.6,,,,47.3,12.4,0.2,,73.3,,,,,9495.2,1885.5,,,315.8,315.8,15,,,84.3,,,,,,36685.8,,360.6,1,699.6,,1.5,,0.5,,6.3,560.9,1269.9,708.9,1.5,,,1.8,,16.9,316.8,20.5,,,,33.8,9.9,,,,,304.8,,84,5.3,62109.9
337,5239.9,,,51.4,272.2,39.5,,0.3,,,21.3,47.9,0.5,,637.4,,,,,356.9,,,,68.8,68.8,20.5,,,41.6,,,,,,1132.6,,307.5,1.5,129.2,,9.6,,,,10.1,51.7,112.9,61.1,0.2,,,2.7,,16.7,97.1,12.9,,,,0.8,14.2,,,,,,,69.9,24.4,8922.1
339,1148.7,,,,59.6,22.6,,,,,,,0,,0.1,,,,,132.2,,,,1.1,1.1,,,,,,,,,,761.6,,,,,,,,,,8.6,0.3,182.5,182.2,,,,,,,,,,,,,1.8,,,,,,,129.4,,2631.8
341,19963.7,386.3,,8694.4,49351.8,287.5,,89.7,,,3669.3,,19.3,0.2,1030.6,,,,,16319.8,9.3,,,9225,9225,1271.1,,,2708.7,,266.1,,,,72810.7,,228.3,5.1,3.1,,,,179.1,31.2,,3919.3,30118.7,26199.5,94.2,,,16.1,,386,489.2,521.4,,,140.8,41.9,135.4,,,,,24.7,,319.4,189.3,258371.2
343,1106.9,,,,,1.2,,,,,,,,,,,,,,125.6,,,,,,,,,,,,,,,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.7,,1348.7
345,11647.9,257.9,,66,851.1,13.9,,0.6,,,62.3,,0.3,,69.5,,,,,4860.2,810.2,,,73.9,73.9,16.7,,,424,,1.8,,,,33579.6,,400.2,0.7,2.6,,,,0.9,,,205.9,497.8,291.9,1.2,,,1.3,,11.1,19.2,20.1,,,0.3,10.4,191.4,,,,,22.2,,335.3,19.8,54842.1
347,4448.8,,,,253.8,28,,0.9,,,,,,,13.8,,,,,1065.5,,,,11.4,11.4,20.9,,,,,,,,,1151.9,,,,,,,,,,5.8,10.2,123.3,113,,,,,,,8,6.3,,,,,26.5,,,,,,,266.7,,7566.2
349,19589.4,6007.8,,3546.8,3192.6,95.1,1.1,0.5,,,58.1,20.5,5.8,,534.8,,,,,7357.8,98,,,1985,1985,259.8,,,332.9,,,,304.2,,37717.3,,137.5,5.9,1105.1,,16.4,,15.4,,9.6,2984.7,12730.7,9745.9,,,,13.9,,98.7,81.8,45.5,,,68.4,125.8,28,,,,,5.5,,4.2,27.9,110343.4
351,271.8,,,,82.2,0.9,,,,,,,0,,0.1,,,,,34.4,,,,1.5,1.5,,,,,,,,,,99.5,,,,,,,,,,,0.5,55.9,55.5,,,,,,,,,,,,,,,,,,,,38,,641.8
353,9645.8,7.1,,1384.8,1594.1,40.3,,,12,,132.4,0.5,0.7,,59.5,,,,,11496.5,2010.7,,,377.1,377.1,31.8,,,88.1,,,,,,48938.6,,258.9,1,727.9,,0.1,,0.5,,0.2,686.1,1466.2,780,3.9,,,1.8,,60.3,804.9,48,,,,37.6,17.7,,,,,325.1,,59.3,0.7,81477.3
355,56422.8,2983.5,94.3,21483.1,95689.6,37.8,,,,,1126.4,,2089.6,,1781.7,374,,,,2289.4,641.9,,,3194.9,3194.9,1208.2,,,8519.6,,,,3966.3,,431587.7,,,,2518.7,,,,,45.8,8.6,12344.9,159330.7,146985.7,,,,,,,2.8,,,,,1601.2,4.9,,,,,3116.2,,666.8,,963312
357,29548.3,1495.9,,5271.3,42894,434.6,,64.9,,,3488.5,,18.3,2.2,1450.8,,,,,13414,2.7,,,5039.3,5039.3,1066.7,,,1283.6,,192.4,,,,58850.2,,195.9,49.3,2.9,,,,129.5,388.5,,4591.4,24208.5,19617.2,262.3,,,12.3,,365.9,469.3,647.5,,,103.3,14.3,216.5,,,,,8.9,,269.6,302.6,221412.7
359,7412.9,18.3,,665.7,4354.1,86.2,,1.3,,,498.5,,2.9,,133.1,,,,,2907.5,0.6,,,630,630,109.6,,,268.9,,3.8,,,,5921.4,,701.2,1.2,0.2,,,,2.5,,,318.1,2250.5,1932.3,1.1,,,1.9,,57.5,35,22.9,,,3,3.1,55.4,,,,,1.7,,1015.8,70.9,30119.1
361,3592.7,,,,2.1,0.1,,,,,,,0,,,,,,,467,,,,0.4,0.4,,,,,,,,,,4517.5,,,,,,,,,,0.1,0.1,1793.9,1793.8,,,,,,,,,,,,,0,,,,,,,407.3,,12575.4
363,6071.6,,,,226.8,13.2,,0.3,,,12.6,14.7,,,232.8,,,,,465.3,,,,,,17.5,,,73.9,,,,,,844.5,,370.7,2.7,32.8,,8.1,,,,3.1,,,,0.2,,,4.9,,,37.7,4.2,,,,,6.7,,,,,,,80.6,11,8535.9
365,3140.8,42.5,,,253.8,78.7,,,,,,,,0.6,2,,,,,1048.9,,,,11.4,11.4,,,,,,,,,,1164.2,,,,0.1,,,,,,5.8,10.2,149.5,139.2,9.7,,,,,,,5.1,,,,,,,,,,,,178.7,0.9,6253.5
367,6379.4,844.7,,1125.2,206.1,21,,0,,,1.5,26.2,,,409.5,,,,,1192.5,4.3,,,3.4,3.4,23.6,,,142.7,,,,,,5363,,394.7,5.2,158.7,,15.5,,0,,5.5,459.5,490.6,31.1,0,,,9.3,,,47.6,7,,,,2.8,6,,,,,2.1,,75.9,10.8,17468.8
369,31264,688.2,,16167.4,31071.5,315.5,57.6,69.1,,,2119.4,53.4,6.7,,1959.4,,,,,29105.3,23.4,,,14827.8,14827.8,786.4,,,6973.8,,205,,,,95731.1,,1126.8,25.3,7.1,,,,138,,10,2344.7,25342.6,22997.9,59.8,,,45.9,,134.2,417.1,403.6,,,7,99,166.6,,,,,62.1,,1317.3,220.6,301178.4
371,2294.8,7,,303.7,319.5,,,,12,,7.8,,0.3,,35.5,,,,,2576.8,117.1,,,89.4,89.4,9.4,,,41.1,,,,90.8,,3977.8,,,43,12.4,,,,1,,25.8,108.5,536,427.6,,,,,,5.6,72,12.7,,,,3.3,2.8,,,,,18.9,,227.2,,11469.2
373,747.2,,,,39.7,1.1,,0,,,,,0,,0.3,,,,,91,,,,0.7,0.7,0.3,,,,,,,,,445.4,,,,,,,,,,0.6,0.2,143.4,143.2,,,,,,,0.1,0,,,,,0.4,,,,,,,83.1,,1697.4
375,3991.1,23.4,,577,1670.4,36.3,,1.3,,,145,53.4,0.7,,33.5,,,,,1648.9,0.8,,,514.1,514.1,31.1,,,282.8,,3.8,,,,5189.5,,307.5,,0.2,,,,2.5,,10,101.8,970.5,868.8,1.1,,,0.2,,13.3,28,12,,,0.7,3.4,21.5,,,,,2.1,,452.8,23.7,17537.3
377,99.7,,,,,,,,,,,,,,27.9,,,,,3553,,,,,,,,,,,,,,,2854.4,,,43,,,,,,,25.8,,,,,,,,,,3,3.9,,,,,,,,,,,,380.6,,6991.3
379,1890.2,,,,,8.8,,,,,,,,,,,,,,528.3,,,,,,,,,,,,,,,679.4,,,,,,,,,,5.8,,,,,,,,,,,,,,,,,,,,,,,113.1,,3225.6
381,11106.2,165.8,,1709.1,7499.6,205.4,,3.6,12,,981.4,53.4,5.1,0.2,518.5,,,,,6037.5,1.8,,,1504.8,1504.8,214.4,,,616,,10.6,,,,10330.1,,312.1,9.4,12.6,,,,7.2,31.2,10,717.9,4661.5,3943.7,19.7,,,8.2,,101.9,99,81.2,,,12.1,8.2,127.7,,,,,4.8,,385.3,160.9,53194.9
383,4349.3,3.3,,4483.9,3790.1,33.4,,0.7,,,196.7,12.4,1.1,,119.1,,,,,12432.7,2494.4,,,1214.2,1214.2,87,,,629.9,,,,654.4,,48424.3,,16.1,8.8,971.1,,1.5,,4.4,51.9,11.6,1253.3,2562.2,1308.9,0.6,,,3.5,,31.5,103.9,17,,,,105.7,8.1,,,,,333.8,,136.5,24.1,87095.6
385,1096.2,,,,237.2,6.9,,,,,,12.4,,,51.7,,,,,433.1,,,,,,,,,,,,,,,180.4,,,,25.1,,1.5,,,,11.6,,,,,,,,,,3.5,4.5,,,,,1.8,,,,,,,59.2,4.8,2129.9
387,10914.9,472.8,,,272.5,192.8,,1.2,,,,,,6.2,18,,,,,7524.8,,,,12.3,12.3,28.1,,,,,,,,,5337.4,,,,1.4,,,,,,5.8,11,424.3,413.3,107.8,,,,,,10.8,7.1,,,,,35.6,,,,,,,499,9.9,26319.3
389,1750.6,3.3,,128.6,100.5,,,,,,,,,,28.3,,,,,2191.4,54.7,,,31.4,31.4,,,,19.2,,,,42.4,,3297.8,,,495.4,0.2,,,,0.5,,25.8,27.2,216.3,189.1,,,,,,,7,5.2,,,,1.4,0.2,,,,,8.8,,208.5,,8865.2
391,16075.4,1016,32.1,7315.7,15191.6,3.8,,,,,279.2,,700.5,,441.7,127.3,,,,958.1,218.6,,,521.7,521.7,299.5,,,2901.2,,,,1350.6,,112426.1,,,,857.7,,,,,11.4,,2412.7,44120.9,41708.1,,,,,,,6.2,,,,,525.8,6.9,,,,,1061.2,,1919.9,,253011.6
393,3907.6,137.2,,641.1,1211.7,26.4,,0.6,,,83.2,53.4,0.4,0.2,84.6,,,,,1547.5,0.8,,,474.7,474.7,18.2,,,255.6,,1.8,,,,4080.8,,894.5,3.9,0.4,,,,1.2,31.2,10,183,883.6,700.7,17.1,,,0.1,,8.3,24.9,26.2,,,7.2,3.4,13,,,,,2.2,,1317.3,13.9,17142.6
395,6382.2,483.2,,1820,17224.6,177.6,2.5,0.9,,,34.4,,211.7,10.4,90.2,38.5,,,,9220.2,165.4,,,596.9,596.9,386.3,,21,93.1,,,,460.7,,22917,9.5,,17.1,321,,,,,132.5,15.9,1250.8,15851.1,14600.4,42.3,,,,,,42.7,1.2,,,,233.9,18.5,,,,,32,,556.7,32.6,94091.9
397,1710,870.1,,877.3,2128.2,60.2,,2.6,,,83.2,0.2,5.1,0.4,146.1,,,,,802.9,9.7,,,1058.5,1058.5,174.1,,,16.6,,,,30.1,,7317.1,,,1.5,106.1,,0,,4.7,80,0.1,829.4,2746.6,1917.1,23.7,,,1,,87.4,42,16.8,,,7.1,20.1,77.5,,,,,0.8,,0.2,21.9,22334.9
399,14579.9,10.5,,2740.9,2835.8,109,,,,,381.6,12.4,3.1,,330.4,,,,,16892.8,2968.1,,,756.6,756.6,122.2,,,131.4,,,,,,86373.6,,346.5,1.5,1086.9,,1.5,,1.4,,6.3,1428.9,3139.4,1710.6,9.5,,,2.9,,269.7,1998.4,107.5,,,,62.1,46.6,,,,,479.9,,78.7,6.2,139789.4
401,4408.8,,,,14.6,24.8,,,,,,,,,0.1,,,,,3092,,,,0.7,0.7,,,,,,,,,,1940.7,,,,,,,,,,5.8,0.6,7.1,6.5,,,,,,,,0.3,,,,,,,,,,,,225.8,,9728.5
403,283.2,,,,1278.3,19,,,,,,,0.2,,2,,,,,88.7,,,,23.6,23.6,,,,,,,,,,933.6,,,,,,,,,,,7.3,706,698.8,,,,,,,,,,,,,,,,,,,,30.1,,4094.4
405,500.6,,,,36.9,10.7,,0.9,,,,,0,,11.9,,,,,49.5,,,,0.7,0.7,20.9,,,,,,,,,361.5,,,,,,,,,,8.6,0.2,24.3,24.1,,,,,,,7.1,1.2,,,,,18.5,,,,,,,57.9,,1136.2
407,687,26.9,,193.7,497.5,0.3,,,,,5.5,,21.9,,8.9,4,,,,894.5,17.2,,,48.6,48.6,58,,,9.7,,,,47.9,,1373.7,,,,33.1,,,,,9.2,0.6,147.6,1000.8,853.3,,,,,,,,,,,,25.2,0.1,,,,,3.3,,86.6,,6103.7
409,40755.2,2599.1,82.1,18714.5,38291.4,9.3,,,,,719.4,,1792.3,,1137.9,325.8,,,,2097.1,559.2,,,1317.1,1317.1,771.6,,,7421.7,,,,3455.1,,287729.2,,,,2194.1,,,,,29.2,,6090.8,113508.7,107417.9,,,,,,,0.9,,,,,1346,1,,,,,2714.6,,608.9,,643007.2
411,5584.3,0.1,,116.1,426.5,129.9,,1.3,12,,65.3,218.9,,,939.2,,,,,1167.6,78.7,,,13.5,13.5,32.6,,,29.7,,,,20.7,,3053,,7.2,4,481,,27.3,,,,204.6,14.5,36,21.5,1,,,1.2,,,220.2,86.9,,,,3.3,37.5,,,,,10.5,,113.1,112.3,13285
413,2429.3,0.8,,1315.1,1736.6,10,,0.1,,,93.4,12.4,0.6,,73.6,,,,,3713,624.9,,,471.1,471.1,23.2,,,160,,,,163.9,,11960.4,,5.5,3,262.1,,1.5,,0.5,28.5,11.6,509,847.8,339,0.1,,,1,,17.3,16.4,5.9,,,,27,2.6,,,,,83.6,,162.6,7.2,25591.7
