County,FIPS,Cancer Incidence Rate Per 100k,Insecticide Sum,Herbicide Sum,Fungicide Sum,Adjuvant Sum
"Union County, Florida(6)",12125,1237.4,253.1,7146.599999999999,241.5,0.0
"Palo Alto County, Iowa(7)",19147,658.1,5897.5,269873.7,4271.9,0.0
"Treasure County, Montana(6)",30103,652.2,839.8000000000001,76881.90000000001,488.30000000000007,0.0
"Polk County, Texas(7)",48373,633.6,1.2,1694.6000000000004,1.6,0.0
"Floyd County, Kentucky(7)",21071,616.8,4.199999999999999,812.9,3.8,0.0
"Logan County, Nebraska(6)",31113,609.8,604.4999999999999,39672.1,420.4,0.0
"Powell County, Kentucky(7)",21197,597.4,41.900000000000006,9616.700000000003,294.49999999999994,0.0
"Blaine County, Nebraska(6)",31009,595.9,88.50000000000001,3928.2000000000007,36.5,0.0
"Golden Valley County, Montana(6)",30037,589.6,544.1,34871.00000000001,165.6,0.0
"Lincoln County, Kentucky(7)",21137,584.7,299.09999999999997,29360.500000000004,491.3,0.0
"Logan County, West Virginia(6)",54045,583.8,0.5,286.5,0.4,0.0
"Mercer County, Kentucky(7)",21167,581.5,227.7,22779.100000000002,363.80000000000007,0.0
"Perry County, Kentucky(7)",21193,578.1,22.5,1279.5000000000002,6.700000000000001,0.0
"Fleming County, Kentucky(7)",21069,576.0,266.79999999999995,22394.8,457.70000000000005,0.0
"Grant County, Kentucky(7)",21081,575.7,191.79999999999998,3788.2,35.1,0.0
"Pickens County, Georgia(7)",13227,575.3,15.5,1320.7000000000005,4.699999999999999,0.0
"Adams County, Wisconsin(6)",55001,575.1,3617.9999999999995,87732.60000000002,3429.6000000000004,0.0
"Owsley County, Kentucky(7)",21189,574.9,24.599999999999998,928.8000000000001,4.8999999999999995,0.0
"Bath County, Kentucky(7)",21011,574.8,120.69999999999999,14284.999999999998,264.09999999999997,0.0
"Lee County, Kentucky(7)",21129,574.7,21.700000000000003,1037.6000000000001,15.299999999999997,0.0
"Lee County, Georgia(7)",13177,573.6,15784.6,79725.09999999999,5655.499999999998,0.0
"Monroe County, Kentucky(7)",21171,572.4,610.6,34454.899999999994,433.9,0.0
"Livingston County, Kentucky(7)",21139,568.9,706.0999999999999,104225.7,1691.3000000000002,0.0
"Scott County, Illinois(7)",17171,568.6,3793.1000000000004,150070.4,1225.1000000000001,0.0
"Taylor County, Kentucky(7)",21217,568.1,419.19999999999993,40488.6,546.1,0.0
"Cass County, Iowa(7)",19029,567.8,3057.8,309589.5999999999,2936.7,0.0
"Menard County, Illinois(7)",17129,567.2,1113.4,200427.90000000002,2680.1,0.0
"Clay County, Kentucky(7)",21051,566.4,207.09999999999997,2538.7000000000003,59.80000000000001,0.0
"McDuffie County, Georgia(7)",13189,566.3,471.4,3723.0999999999995,126.19999999999999,0.0
"Pleasants County, West Virginia(6)",54073,566.2,103.10000000000001,413.29999999999995,9.399999999999999,0.0
"Knox County, Kentucky(7)",21121,566.2,27.0,2497.5000000000005,21.299999999999997,0.0
"Lawrence County, Kentucky(7)",21127,565.7,18.9,1160.5000000000002,13.5,0.0
"Marion County, Illinois(7)",17121,565.4,1214.3,220311.4,3165.7,0.0
"Hitchcock County, Nebraska(6)",31087,563.9,4320.900000000001,315298.9,2044.7999999999997,0.0
"Jefferson County, New York(7)",36045,562.7,2106.1,46950.59999999999,621.5,0.0
"Trousdale County, Tennessee(6)",47169,561.5,29.1,3902.5999999999995,16.7,0.0
"Bryan County, Georgia(7)",13029,561.0,572.8999999999999,1553.0000000000002,190.19999999999996,0.0
"Iberville Parish, Louisiana(7)",22047,560.3,1525.6,50539.799999999996,552.0999999999999,0.0
"Stonewall County, Texas(7)",48433,560.2,1333.1000000000001,33344.1,259.3,0.0
"Lewis County, West Virginia(6)",54041,560.2,110.00000000000001,1305.6,4.8,0.0
"Harlan County, Kentucky(7)",21095,559.5,97.50000000000001,34.3,6.3999999999999995,0.0
"Aurora County, South Dakota(6)",46003,559.4,1128.2,130277.79999999996,1716.3999999999999,0.0
"Cape May County, New Jersey(7)",34009,559.0,175.70000000000002,823.9999999999999,51.50000000000001,0.0
"McCook County, South Dakota(6)",46087,558.8,1559.8,83270.4,1197.9,0.0
"Greeley County, Nebraska(6)",31077,557.8,27303.3,170976.1,4878.599999999999,0.0
"Adair County, Kentucky(7)",21001,557.4,269.59999999999997,33145.9,376.1,0.0
"Montgomery County, Missouri(6)",29139,557.1,4899.000000000001,168644.99999999997,2642.3,0.0
"Butler County, Kentucky(7)",21031,557.1,377.50000000000006,59014.69999999999,812.6,0.0
"Morgan County, Illinois(7)",17137,556.7,8041.5,316975.30000000005,2578.6000000000004,0.0
"Nassau County, Florida(6)",12089,555.9,134.6,2524.299999999999,129.6,0.0
"Burnett County, Wisconsin(6)",55013,555.6,547.9,31315.9,307.7,0.0
"Christian County, Illinois(7)",17021,555.4,11482.399999999998,472959.9000000001,3868.4,0.0
"Bracken County, Kentucky(7)",21023,555.3,251.09999999999994,6021.2,55.099999999999994,0.0
"Clay County, South Dakota(6)",46027,554.9,2114.8999999999996,210699.20000000004,1152.2,0.0
"Montgomery County, Iowa(7)",19137,554.8,2118.7999999999997,221829.3,2143.5,0.0
"Cherokee County, Iowa(7)",19035,554.3,6104.8,279960.7,4491.1,0.0
"Logan County, Illinois(7)",17107,554.1,2815.2999999999997,524450.1999999998,6940.400000000001,0.0
"Terrell County, Georgia(7)",13273,554.0,17814.499999999996,100467.49999999997,4445.9,0.0
"Potter County, South Dakota(6)",46107,554.0,4461.199999999999,238454.5,7044.5,0.0
"Lawrence County, Ohio(6)",39087,553.5,95.5,3676.0,37.099999999999994,0.0
"Niagara County, New York(7)",36063,552.7,8953.500000000004,74218.19999999998,3151.7000000000003,0.0
"Greene County, Iowa(7)",19073,551.6,7064.500000000001,407465.8000000001,7539.300000000001,0.0
"Cumberland County, Kentucky(7)",21057,550.9,83.2,10787.9,121.3,0.0
"Montour County, Pennsylvania(6)",42093,550.5,479.1,22790.4,402.99999999999994,0.0
"Russell County, Kentucky(7)",21207,550.4,141.6,20915.800000000003,259.1,0.0
"Johnson County, Kentucky(7)",21115,549.9,18.700000000000006,1275.4,6.1,0.0
"Musselshell County, Montana(6)",30065,549.7,863.4000000000001,39645.5,148.4,0.0
"Piscataquis County, Maine(6)",23021,549.5,60.8,760.1000000000001,7.8999999999999995,0.0
"Clay County, Illinois(7)",17025,548.6,1227.1999999999998,230680.40000000005,3317.5000000000005,0.0
"Orleans County, New York(7)",36073,548.4,9740.0,43650.6,9405.599999999999,0.0
"Turner County, Georgia(7)",13287,548.2,8435.699999999999,71930.5,4062.8,0.0
"Haakon County, South Dakota(6)",46055,548.2,3994.1,215715.0,3160.2000000000003,0.0
"East Carroll Parish, Louisiana(7)",22035,547.9,48086.1,504993.80000000005,3866.3000000000006,0.0
"Pike County, Kentucky(7)",21195,547.3,6.3,1232.9,3.2,0.0
"Cerro Gordo County, Iowa(7)",19033,547.2,4997.8,354172.00000000006,4765.7,0.0
"McLean County, Kentucky(7)",21149,546.6,1417.5000000000002,215864.09999999998,4087.5,0.0
"Macon County, Illinois(7)",17115,546.0,2310.6,436219.4,5762.500000000001,0.0
"Mississippi County, Missouri(6)",29133,545.7,3702.1000000000004,314630.3,10009.3,0.0
"Prairie County, Montana(6)",30079,545.6,294.0,39370.1,1258.8000000000002,0.0
"Breathitt County, Kentucky(7)",21025,545.3,7.6,844.8,19.9,0.0
"Grundy County, Illinois(7)",17063,545.1,2537.8999999999996,249366.80000000002,3086.8999999999996,0.0
"St. Landry Parish, Louisiana(7)",22097,544.8,17168.8,204119.1,7611.9,0.0
"Whitley County, Kentucky(7)",21235,544.1,38.5,4293.0,20.599999999999998,0.0
"Owen County, Kentucky(7)",21187,543.9,520.0000000000001,9764.0,89.8,0.0
"Buffalo County, South Dakota(6)",46017,543.9,796.5,56843.8,636.9,0.0
"Rosebud County, Montana(6)",30087,543.4,445.9,36394.3,809.0999999999999,0.0
"Pike County, Illinois(7)",17149,543.4,9178.4,354458.4,2897.1,0.0
"Marion County, Kentucky(7)",21155,543.2,459.8,52714.2,707.8,0.0
"Franklin County, Iowa(7)",19069,542.8,5696.3,401085.4,5267.4,0.0
"Estill County, Kentucky(7)",21065,542.3,23.199999999999996,5474.800000000001,135.79999999999998,0.0
"Foard County, Texas(7)",48155,541.5,622.6,22095.400000000005,1798.0,0.0
"Pocahontas County, Iowa(7)",19151,541.5,6968.7,320613.0,5192.7,0.0
"Onslow County, North Carolina(6)",37133,540.4,2974.5,56318.700000000004,1096.7,0.0
"Oswego County, New York(7)",36075,540.3,1501.6000000000001,21176.4,1691.3999999999999,0.0
"Houston County, Tennessee(6)",47083,540.2,4.5,1700.3,5.0,0.0
"Sangamon County, Illinois(7)",17167,539.8,13508.8,495801.7000000001,3940.9,0.0
"Hernando County, Florida(6)",12053,539.6,983.9999999999999,8031.600000000001,158.8,0.0
"Grenada County, Mississippi(6)",28043,539.2,5770.2,49584.0,165.1,0.0
"Harrison County, Kentucky(7)",21097,539.1,361.7,20341.0,280.19999999999993,0.0
"Tishomingo County, Mississippi(6)",28141,538.5,962.4,19365.6,54.99999999999999,0.0
"Wolfe County, Kentucky(7)",21237,538.5,46.80000000000001,865.5,4.5,0.0
"Shelby County, Illinois(7)",17173,538.3,2922.3,498051.29999999993,5428.4,0.0
"Kingsbury County, South Dakota(6)",46077,538.0,4056.7999999999997,273668.6,3483.500000000001,0.0
"Carter County, Kentucky(7)",21043,537.6,35.6,3081.7000000000003,7.9,0.0
"Humphreys County, Tennessee(6)",47085,537.5,84.5,23786.3,412.7,0.0
"Lincoln County, West Virginia(6)",54043,537.2,96.0,1143.2,6.5,0.0
"Webster County, West Virginia(6)",54101,537.1,95.8,311.3,7.199999999999999,0.0
"Cortland County, New York(7)",36023,537.0,994.9000000000001,36742.6,490.59999999999997,0.0
"McLean County, North Dakota(6)",38055,536.6,5745.0,616187.2999999999,22979.2,0.0
"Faulk County, South Dakota(6)",46049,536.5,3307.7000000000003,301709.3,4778.9,0.0
"Logan County, Kentucky(7)",21141,536.2,2213.9,326121.2,9575.500000000002,0.0
"Jasper County, Georgia(7)",13159,536.1,416.1,3574.2999999999993,118.9,0.0
"Minnehaha County, South Dakota(6)",46099,535.9,3627.2999999999997,243136.9,2910.8,0.0
"Grayson County, Kentucky(7)",21085,535.6,398.1,57810.10000000001,812.8000000000001,0.0
"Rockcastle County, Kentucky(7)",21203,535.6,86.10000000000001,14734.5,248.4,0.0
"Calhoun County, Iowa(7)",19025,535.4,7342.7,423034.00000000006,7856.100000000001,0.0
"Hart County, Kentucky(7)",21099,534.8,488.09999999999997,32567.9,450.5,0.0
"Dewey County, South Dakota(6)",46041,534.6,1914.8000000000002,49429.7,1196.3,0.0
"Swain County, North Carolina(6)",37173,534.5,36.9,834.9999999999998,68.7,0.0
"Mercer County, Illinois(7)",17131,534.4,2463.5,335497.4,2945.7999999999997,0.0
"Henry County, Kentucky(7)",21103,534.4,478.79999999999995,31236.2,271.20000000000005,0.0
"Macoupin County, Illinois(7)",17117,534.2,10868.4,431117.70000000007,3590.4999999999995,0.0
"Erie County, New York(7)",36029,534.0,3119.5,48553.799999999996,1075.1,0.0
"Gloucester County, New Jersey(7)",34015,533.7,2218.8,19779.6,491.9,0.0
"Sumter County, Georgia(7)",13261,532.9,20292.600000000002,110504.59999999998,7387.900000000001,0.0
"Ocean County, New Jersey(7)",34029,532.8,89.6,1134.4999999999998,26.3,0.0
"Washington County, Ohio(6)",39167,532.7,1058.4,13935.600000000002,255.89999999999998,0.0
"Covington County, Mississippi(6)",28031,532.4,787.6999999999999,8689.0,135.6,0.0
"Boyd County, Kentucky(7)",21019,532.2,22.5,1000.4000000000001,3.9,0.0
"Grand Isle County, Vermont(6)",50013,532.1,198.70000000000002,3155.8,69.5,0.0
"Montgomery County, Kentucky(7)",21173,531.4,127.19999999999999,10435.3,109.19999999999999,0.0
"Meigs County, Tennessee(6)",47121,531.3,20.000000000000004,9494.0,227.9,0.0
"Emmet County, Iowa(7)",19063,531.1,4291.400000000001,198483.0,3182.7999999999997,0.0
"Madison County, Missouri(6)",29123,531.0,152.3,5515.0999999999985,43.800000000000004,0.0
"Macon County, Tennessee(6)",47111,530.8,1284.5000000000005,38161.59999999999,634.1,0.0
"Tyrrell County, North Carolina(6)",37177,530.6,4296.1,111034.59999999999,3688.0,0.0
"Roane County, West Virginia(6)",54087,530.5,23.3,7505.099999999999,4.3,0.0
"Green County, Kentucky(7)",21087,530.0,560.0,34918.8,518.6,0.0
"Vilas County, Wisconsin(6)",55125,529.8,86.3,1110.8999999999999,109.80000000000001,0.0
"Pendleton County, Kentucky(7)",21191,528.9,214.2,12011.4,88.7,0.0
"Ford County, Illinois(7)",17053,528.8,1883.6,333495.8,4997.5,0.0
"Morehouse Parish, Louisiana(7)",22067,528.8,56024.29999999998,643356.2,7938.800000000001,0.0
"Jones County, South Dakota(6)",46075,528.5,4576.000000000001,122823.5,1012.7,0.0
"Bureau County, Illinois(7)",17011,528.4,3633.3,503783.9,4438.3,0.0
"Union County, South Dakota(6)",46127,528.1,2121.5,236495.50000000003,1389.8000000000002,0.0
"Oldham County, Kentucky(7)",21185,528.0,83.80000000000001,16380.699999999999,124.3,0.0
"Monroe County, Iowa(7)",19135,527.8,1474.3999999999999,65910.99999999999,362.30000000000007,0.0
"Robertson County, Kentucky(7)",21201,527.8,34.2,1940.7999999999997,7.500000000000001,0.0
"Metcalfe County, Kentucky(7)",21169,527.7,457.70000000000005,21597.999999999996,263.7,0.0
"Wyoming County, New York(7)",36121,527.5,7904.6,101942.2,2473.8,0.0
"Delaware County, Iowa(7)",19055,527.2,3940.0000000000005,309601.3,4841.1,0.0
"Chautauqua County, New York(7)",36013,527.1,1703.7999999999997,21695.4,661.1,0.0
"Mason County, Illinois(7)",17125,527.0,2650.9,346181.69999999995,5060.7,0.0
"Decatur County, Iowa(7)",19053,527.0,2056.6,95544.9,566.1,0.0
"Yalobusha County, Mississippi(6)",28161,526.9,4421.699999999999,44513.80000000001,406.70000000000005,0.0
"Schuyler County, New York(7)",36097,526.9,771.8999999999999,15998.599999999999,224.1,0.0
"Schuylkill County, Pennsylvania(6)",42107,526.8,1206.1,61675.2,986.8,0.0
"Spencer County, Kentucky(7)",21215,526.5,227.90000000000003,18389.000000000004,415.6,0.0
"Appanoose County, Iowa(7)",19007,526.4,2058.0,92469.19999999998,568.8000000000001,0.0
"Monmouth County, New Jersey(7)",34025,526.4,685.5,8068.8,251.1,0.0
"Nantucket County, Massachusetts(7)",25019,526.4,15.2,18.999999999999996,6.0,0.0
"Penobscot County, Maine(6)",23019,526.2,870.2,13709.500000000002,93.8,0.0
"Hancock County, Tennessee(6)",47067,526.0,30.800000000000004,2578.8999999999996,14.200000000000001,0.0
"Boone County, West Virginia(6)",54005,525.8,93.19999999999999,162.1,6.3,0.0
"Montgomery County, New York(7)",36057,525.6,693.2,19788.899999999998,239.10000000000002,0.0
"Broadwater County, Montana(6)",30007,525.6,649.1,56553.90000000001,424.3,0.0
"Chattahoochee County, Georgia(7)",13053,525.6,12.7,7.599999999999999,0.0,0.0
"Granville County, North Carolina(6)",37077,525.5,1101.8,7181.600000000001,464.7,0.0
"DeKalb County, Illinois(7)",17037,525.4,4831.0,421850.8000000001,5396.4,0.0
"Mercer County, North Dakota(6)",38057,525.3,2047.8,82496.8,4796.0,0.0
"Seneca County, New York(7)",36099,525.2,2304.5,51834.40000000001,805.1,0.0
"Hardin County, Kentucky(7)",21093,525.1,809.9,108405.10000000002,1504.2000000000003,0.0
"Citrus County, Florida(6)",12017,524.9,2693.7999999999997,10915.0,523.4,0.0
"Towns County, Georgia(7)",13281,524.8,87.4,1022.8000000000002,25.3,0.0
"Adams County, Ohio(6)",39001,524.8,864.3000000000001,33228.6,592.0,0.0
"Nelson County, Kentucky(7)",21179,524.7,627.4999999999999,76194.6,1098.3,0.0
"Worth County, Iowa(7)",19195,524.3,3496.0,248810.6,3423.4,0.0
"Habersham County, Georgia(7)",13137,523.9,102.30000000000001,3861.2000000000003,60.8,0.0
"Marion County, Missouri(6)",29127,523.8,5491.400000000001,124875.20000000001,1017.8000000000001,0.0
"Elbert County, Georgia(7)",13105,523.6,954.1000000000001,10731.600000000002,299.2000000000001,0.0
"Warren County, Illinois(7)",17187,523.6,10057.1,358517.60000000003,2672.2999999999997,0.0
"St. Francois County, Missouri(6)",29187,523.4,336.8,8550.6,128.1,0.0
"Wayne County, West Virginia(6)",54099,522.5,98.79999999999998,2288.9,8.799999999999999,0.0
"Powell County, Montana(6)",30077,522.5,447.9,2290.2,0.0,0.0
"Nicholas County, Kentucky(7)",21181,522.3,157.7,6191.0999999999985,60.3,0.0
"Fulton County, New York(7)",36035,522.2,124.7,2379.2999999999997,42.300000000000004,0.0
"Suffolk County, New York(7)",36103,522.0,1052.3999999999999,3454.5000000000005,486.0999999999999,0.0
"Boone County, Nebraska(6)",31011,521.8,3434.7,408238.9,7805.0,0.0
"Wapello County, Iowa(7)",19179,521.7,1928.1999999999998,195624.0,1908.4,0.0
"Harrison County, Iowa(7)",19085,521.5,7421.7,421230.0,7776.7,0.0
"Langlade County, Wisconsin(6)",55067,521.4,2326.0,30843.2,2509.4,0.0
"Allegany County, Maryland(6)",24001,521.4,144.9,4605.8,120.0,0.0
"Letcher County, Kentucky(7)",21133,520.9,20.1,475.99999999999994,13.299999999999999,0.0
"Marion County, Florida(6)",12083,520.8,3064.0999999999995,34424.50000000001,3160.5999999999995,0.0
"Carlisle County, Kentucky(7)",21039,520.6,1225.8,172318.0,3441.8,0.0
"Yellowstone County, Montana(6)",30111,519.9,2252.2000000000003,276633.8,2146.5000000000005,0.0
"Mingo County, West Virginia(6)",54059,519.5,1.4000000000000001,290.2,0.4,0.0
"Burlington County, New Jersey(7)",34005,519.4,747.2,26851.999999999996,505.5,0.0
"Greene County, Illinois(7)",17061,519.1,6331.400000000001,249799.69999999998,2036.6999999999996,0.0
"Walker County, Texas(7)",48471,519.0,139.3,10013.4,10.600000000000001,0.0
"Barren County, Kentucky(7)",21009,518.8,1297.6,70547.6,994.0000000000001,0.0
"Warren County, Georgia(7)",13301,518.8,517.9,4408.3,93.8,0.0
"Franklin County, Nebraska(6)",31061,518.5,31081.8,256805.90000000002,3049.8,0.0
"Marion County, Iowa(7)",19125,518.4,3509.1,182655.10000000006,1006.8000000000001,0.0
"Coahoma County, Mississippi(6)",28027,518.3,61113.9,687986.0,3016.2,0.0
"Albany County, New York(7)",36001,518.2,301.40000000000003,4817.8,112.0,0.0
"Campbell County, Kentucky(7)",21037,518.1,55.89999999999999,2947.3,14.700000000000001,0.0
"Chemung County, New York(7)",36015,518.1,307.6,4721.199999999999,130.79999999999998,0.0
"Twiggs County, Georgia(7)",13289,518.1,2938.4,20383.899999999994,1304.1,0.0
"McDowell County, North Carolina(6)",37111,518.0,16.999999999999996,3832.399999999999,130.1,0.0
"Tunica County, Mississippi(6)",28143,518.0,29089.8,423936.29999999993,6109.899999999999,0.0
"Washington County, Illinois(7)",17189,517.7,7490.099999999999,536238.6999999998,10816.399999999998,0.0
"Lee County, Iowa(7)",19111,517.7,2362.7,250359.4,2476.8999999999996,0.0
"Alexander County, Illinois(7)",17003,517.7,513.9,65303.9,1181.6000000000001,0.0
"Camden County, New Jersey(7)",34007,517.6,277.0,1292.0,69.6,0.0
"Ontario County, New York(7)",36069,517.5,4691.599999999999,87593.8,2295.9000000000005,0.0
"Carroll County, Tennessee(6)",47017,517.5,4647.8,171101.2,4687.8,0.0
"Richmond County, New York(7)",36085,517.4,0.2,28.400000000000002,0.1,0.0
"Delta County, Texas(7)",48119,517.2,7979.699999999999,28052.4,680.4,0.0
"Brule County, South Dakota(6)",46015,517.1,825.5000000000001,145541.59999999998,2368.5,0.0
"Clinch County, Georgia(7)",13065,517.0,439.1,2691.2,223.09999999999997,0.0
"Washington County, Maine(6)",23029,517.0,113.7,76.39999999999999,27.900000000000002,0.0
"Marshall County, Illinois(7)",17123,516.9,1711.7,274654.50000000006,3670.2,0.0
"Chickasaw County, Mississippi(6)",28017,516.9,4101.2,160321.2,2559.7,0.0
"St. James Parish, Louisiana(7)",22093,516.8,242.5,32876.299999999996,126.39999999999999,0.0
"Rensselaer County, New York(7)",36083,516.7,838.6000000000001,18141.0,301.9,0.0
"Pulaski County, Illinois(7)",17153,516.6,1289.7999999999997,107327.59999999999,1872.4999999999998,0.0
"Crawford County, Missouri(6)",29055,516.6,285.49999999999994,6171.300000000001,65.8,0.0
"Lewis County, Kentucky(7)",21135,516.6,156.79999999999998,26518.799999999996,955.3000000000001,0.0
"Dodge County, Nebraska(6)",31053,516.6,2547.8,354509.99999999994,4761.100000000001,0.0
"Stanly County, North Carolina(6)",37167,516.6,3257.2,60401.5,1637.5000000000002,0.0
"Kenton County, Kentucky(7)",21117,516.5,79.29999999999998,1929.1000000000001,17.0,0.0
"Burke County, Georgia(7)",13033,516.5,14260.199999999997,113147.79999999999,2917.5,0.0
"Bullitt County, Kentucky(7)",21029,516.4,94.6,11708.400000000001,143.4,0.0
"Barrow County, Georgia(7)",13013,516.2,293.6,3049.0,147.8,0.0
"Benton County, Tennessee(6)",47005,516.1,284.2,31611.4,1148.0,0.0
"Keokuk County, Iowa(7)",19107,516.0,3758.1999999999994,406252.29999999993,3972.8999999999996,0.0
"Humphreys County, Mississippi(6)",28053,515.9,15603.099999999999,195587.29999999996,3006.2999999999997,0.0
"Effingham County, Georgia(7)",13103,515.9,4046.5,20976.699999999997,980.1000000000001,0.0
"Franklin Parish, Louisiana(7)",22041,515.7,27265.9,467392.99999999994,3333.4,0.0
"Warren County, New York(7)",36113,515.7,81.4,497.29999999999995,3.3000000000000003,0.0
"Cass County, Illinois(7)",17017,515.5,4820.599999999999,178217.80000000002,1448.8000000000002,0.0
"Vermilion County, Illinois(7)",17183,515.4,3015.9,536111.2999999999,8047.3,0.0
"Wayne County, New York(7)",36117,515.3,34465.99999999999,71070.20000000001,13168.5,0.0
"Butts County, Georgia(7)",13035,515.2,420.29999999999995,2720.7,107.1,0.0
"Scott County, Missouri(6)",29201,515.2,6088.5,277709.50000000006,8966.000000000002,0.0
"Greenup County, Kentucky(7)",21089,515.0,58.599999999999994,7966.5,231.60000000000002,0.0
"Fallon County, Montana(6)",30025,515.0,336.0,33989.100000000006,723.5,0.0
"Boone County, Iowa(7)",19015,514.7,4039.2000000000007,340386.0999999999,5811.1,0.0
"Pulaski County, Kentucky(7)",21199,514.7,317.6,83079.8,2125.5,0.0
"Jefferson County, Ohio(6)",39081,514.4,1088.4,5106.600000000001,49.599999999999994,0.0
"Jackson County, Ohio(6)",39079,514.1,143.9,6792.499999999998,110.5,0.0
"Marshall County, Kentucky(7)",21157,514.0,655.0999999999999,92679.49999999999,1890.1999999999998,0.0
"Tama County, Iowa(7)",19171,514.0,4900.1,392500.39999999997,6631.700000000001,0.0
"Marshall County, Tennessee(6)",47117,514.0,189.7,35573.4,459.7,0.0
"Shoshone County, Idaho(7)",16079,513.9,350.2,2200.4,8.899999999999999,0.0
"Somerset County, Maryland(6)",24039,513.9,1865.9,33947.99999999999,1581.7000000000003,0.0
"Cayuga County, New York(7)",36011,513.8,2767.7999999999993,125098.00000000001,1617.2,0.0
"Benton County, Iowa(7)",19011,513.3,3585.3,474721.60000000003,4997.6,0.0
"Lamar County, Georgia(7)",13171,513.2,277.2,2504.2000000000007,143.7,0.0
"Daviess County, Kentucky(7)",21059,513.1,2350.6,317331.3,5574.6,0.0
"Fulton County, Kentucky(7)",21075,513.0,1173.5,173676.90000000002,3610.5000000000005,0.0
"Franklin County, Illinois(7)",17055,512.8,1112.5,109080.29999999999,3215.7,0.0
"Jackson County, Iowa(7)",19097,512.6,2189.0,245167.30000000002,2395.0,0.0
"Genesee County, New York(7)",36037,512.6,7982.6,126400.20000000001,4727.599999999999,0.0
"Rhea County, Tennessee(6)",47143,512.4,40.9,4896.099999999999,124.50000000000001,0.0
"Northampton County, Pennsylvania(6)",42095,512.4,822.7,65360.80000000001,879.8000000000001,0.0
"Sussex County, New Jersey(7)",34037,512.0,638.5,7154.099999999999,218.7,0.0
"Cherokee County, Georgia(7)",13057,512.0,61.300000000000004,1691.2999999999997,12.299999999999999,0.0
"Black Hawk County, Iowa(7)",19013,511.8,3139.7000000000003,267507.1,4220.7,0.0
"Vernon Parish, Louisiana(7)",22115,511.8,0.0,4761.100000000001,5.2,0.0
"Gallia County, Ohio(6)",39053,511.6,223.99999999999997,8576.0,104.7,0.0
"Colleton County, South Carolina(6)",45029,511.6,4605.400000000001,29181.199999999997,577.0999999999999,0.0
"Muscatine County, Iowa(7)",19139,511.6,1678.3999999999999,214787.90000000002,2286.6,0.0
"Clark County, Kentucky(7)",21049,511.4,154.1,15321.5,219.50000000000003,0.0
"Wayne County, Georgia(7)",13305,511.2,2900.2000000000003,17192.799999999996,668.9,0.0
"Lenoir County, North Carolina(6)",37107,511.2,9750.0,129048.29999999999,2414.5,0.0
"Elmore County, Idaho(7)",16039,511.2,3007.7,48173.7,4117.099999999999,0.0
"Wicomico County, Maryland(6)",24045,511.1,2626.8,47759.1,1717.7,0.0
"Luzerne County, Pennsylvania(6)",42079,511.1,743.0,25978.199999999993,830.9000000000001,0.0
"Stephens County, Georgia(7)",13257,511.0,39.5,2907.2,21.500000000000004,0.0
"Onondaga County, New York(7)",36067,510.9,2790.3999999999996,89340.0,1383.8,0.0
"Pike County, Georgia(7)",13231,510.8,180.0,2845.0000000000005,94.80000000000001,0.0
"Greene County, New York(7)",36039,510.7,236.4,1985.5000000000002,49.8,0.0
"Shelby County, Missouri(6)",29205,510.7,6804.1,174202.7,1526.1000000000001,0.0
"Montgomery County, Illinois(7)",17135,510.6,9381.5,386675.20000000007,3294.1000000000004,0.0
"St. Martin Parish, Louisiana(7)",22099,510.5,980.8,38888.60000000001,872.1,0.0
"Latimer County, Oklahoma(6)",40077,510.4,75.1,4940.1,6.0,0.0
"Salem County, New Jersey(7)",34033,510.2,2522.5,58007.49999999999,900.0,0.0
"Stoddard County, Missouri(6)",29207,510.0,28548.000000000004,605605.8,17943.1,0.0
"McHenry County, North Dakota(6)",38049,509.9,5624.199999999999,388726.0,10644.800000000001,0.0
"Pike County, Ohio(6)",39131,509.9,536.0,22273.399999999998,343.20000000000005,0.0
"Leslie County, Kentucky(7)",21131,509.9,0.9,43.3,0.1,0.0
"Quitman County, Mississippi(6)",28119,509.8,23440.500000000004,334189.4,3363.9,0.0
"Ida County, Iowa(7)",19093,509.7,5343.7,296597.0000000001,5499.900000000001,0.0
"De Soto Parish, Louisiana(7)",22031,509.5,468.79999999999995,39742.60000000001,66.2,0.0
"Saline County, Nebraska(6)",31151,509.3,58447.49999999999,480378.5,7026.900000000001,0.0
"Iroquois County, Illinois(7)",17075,509.3,4171.8,717793.8999999999,10796.800000000001,0.0
"Price County, Wisconsin(6)",55099,509.3,192.4,5722.3,50.6,0.0
"Cameron County, Pennsylvania(6)",42023,509.1,22.0,430.19999999999993,19.7,0.0
"Campbell County, Tennessee(6)",47013,509.1,32.7,1719.7000000000003,27.599999999999998,0.0
"Cecil County, Maryland(6)",24015,509.0,2379.6000000000004,96580.5,1559.1999999999998,0.0
"Brooks County, Georgia(7)",13027,508.6,10687.5,104471.19999999998,3677.2000000000003,0.0
"Bourbon County, Kentucky(7)",21017,508.5,269.5,22842.4,457.09999999999997,0.0
"Garrard County, Kentucky(7)",21079,508.4,183.5,11569.8,84.89999999999999,0.0
"Ben Hill County, Georgia(7)",13017,508.3,3603.999999999999,36918.899999999994,1876.4,0.0
"Adams County, Iowa(7)",19003,508.2,1752.6999999999998,170899.79999999996,1656.3,0.0
"Clinton County, Iowa(7)",19045,508.2,3260.5,418776.29999999993,4261.0,0.0
