County,FIPS,Cancer Incidence Rate Per 100k,Insecticide Sum,Herbicide Sum,Fungicide Sum,Adjuvant Sum
"Gilmer County, West Virginia(6)",54021,490.8,9.5,4125.099999999999,1.2999999999999998,0.0
"St. Tammany Parish, Louisiana(7)",22103,490.8,0.0,3991.7,0.0,0.0
"Lycoming County, Pennsylvania(6)",42081,490.7,1770.4,55461.50000000001,937.8999999999999,0.0
"Hughes County, South Dakota(6)",46065,490.7,6461.099999999999,100885.2,3964.8000000000006,0.0
"Coke County, Texas(7)",48081,490.6,128.9,7507.299999999999,96.8,0.0
"Grundy County, Tennessee(6)",47061,490.5,59.1,6291.599999999999,144.2,0.0
"Randolph County, West Virginia(6)",54083,490.5,167.7,6492.2,37.50000000000001,0.0
"Sheridan County, North Dakota(6)",38083,490.5,4849.8,136251.49999999997,14866.5,0.0
"Green Lake County, Wisconsin(6)",55047,490.5,1708.4,106483.5,1225.1999999999998,0.0
"Chariton County, Missouri(6)",29041,490.5,4577.5,286277.5,1498.5000000000002,0.0
"Atlantic County, New Jersey(7)",34001,490.4,728.4999999999999,2634.5999999999995,96.3,0.0
"Eddy County, North Dakota(6)",38027,490.4,2724.2,91135.20000000001,7248.299999999999,0.0
"Cass County, Nebraska(6)",31025,490.4,2457.1,338021.30000000005,4491.2,0.0
"Jefferson County, Illinois(7)",17081,490.3,1428.1,135677.7,4104.299999999999,0.0
"St. Mary Parish, Louisiana(7)",22101,490.3,912.2,34159.2,328.29999999999995,0.0
"Mitchell County, Georgia(7)",13205,490.3,37564.600000000006,159809.30000000002,17635.0,0.0
"Caswell County, North Carolina(6)",37033,490.2,912.7,4995.400000000001,273.49999999999994,0.0
"Lehigh County, Pennsylvania(6)",42077,490.1,1334.0,70065.00000000001,1284.8,0.0
"Morton County, North Dakota(6)",38059,490.1,4999.500000000001,227042.79999999996,10559.6,0.0
"Columbia County, Florida(6)",12023,490.1,519.1,13460.400000000001,997.8,0.0
"Ascension Parish, Louisiana(7)",22005,490.1,343.6,33640.700000000004,179.1,0.0
"Ogemaw County, Michigan(6)",26129,490.0,431.6,9522.099999999999,349.0,0.0
"Lee County, Mississippi(6)",28081,490.0,2246.0000000000005,79835.00000000003,2716.0,0.0
"Calhoun County, Illinois(7)",17013,489.9,1221.2,45106.90000000001,392.7,0.0
"Thomas County, Georgia(7)",13275,489.8,13472.1,84234.60000000002,4196.099999999999,0.0
"Bay County, Michigan(6)",26017,489.7,2365.6000000000004,161899.6,2915.4999999999995,0.0
"Breckinridge County, Kentucky(7)",21027,489.5,956.6999999999999,84145.89999999998,1173.4,0.0
"Oneida County, Wisconsin(6)",55085,489.5,159.79999999999998,2720.2000000000007,209.4,0.0
"Rockingham County, North Carolina(6)",37157,489.4,1193.2,7529.499999999999,385.90000000000003,0.0
"Walworth County, Wisconsin(6)",55127,489.2,1747.0999999999997,201899.1,1819.6,0.0
"Madison County, Illinois(7)",17119,489.1,6467.1,269282.5,2632.0999999999995,0.0
"Licking County, Ohio(6)",39089,489.1,3143.0000000000005,107297.9,1991.5,0.0
"Washington County, Iowa(7)",19183,489.1,3575.7,384552.39999999997,3760.2000000000003,0.0
"Mason County, Washington(7)",53045,489.0,382.20000000000005,1268.3,16.8,0.0
"Moore County, North Carolina(6)",37125,489.0,734.1,11661.099999999999,525.7,0.0
"Pottawattamie County, Iowa(7)",19155,489.0,4887.700000000001,523027.50000000006,4939.6,0.0
"Dorchester County, Maryland(6)",24019,488.9,3636.8999999999996,68522.2,3565.8999999999996,0.0
"Union Parish, Louisiana(7)",22111,488.9,0.0,3315.7,0.0,0.0
"St. Johns County, Florida(6)",12109,488.8,1483.3,13588.199999999999,2132.5000000000005,0.0
"Fayette County, Ohio(6)",39047,488.8,3543.3,169763.40000000002,3234.2,0.0
"Pulaski County, Missouri(6)",29169,488.7,159.39999999999998,3321.2,18.9,0.0
"Hardin County, Iowa(7)",19083,488.7,4355.299999999999,375002.2,6449.500000000001,0.0
"Richardson County, Nebraska(6)",31147,488.2,50414.8,359012.39999999997,5160.0,0.0
"McDowell County, West Virginia(6)",54047,488.1,94.3,244.09999999999997,7.6000000000000005,0.0
"Pike County, Mississippi(6)",28113,488.0,32.1,3208.9000000000005,34.199999999999996,0.0
"Paulding County, Georgia(7)",13223,487.8,121.69999999999999,1542.5000000000002,145.89999999999998,0.0
"Roscommon County, Michigan(6)",26143,487.7,14.7,665.1999999999999,5.3,0.0
"Hardin County, Ohio(6)",39065,487.5,1398.3,117981.3,1366.2,0.0
"Washington County, Wisconsin(6)",55131,487.5,791.9000000000001,80512.29999999999,863.6,0.0
"Mason County, West Virginia(6)",54053,487.4,103.20000000000002,24158.600000000002,907.6000000000001,0.0
"Forrest County, Mississippi(6)",28035,487.3,496.09999999999997,4469.8,197.9,0.0
"Henderson County, Texas(7)",48213,487.3,77.89999999999999,12902.100000000002,107.00000000000001,0.0
"Panola County, Mississippi(6)",28107,487.3,24714.899999999998,243559.90000000002,2851.2,0.0
"Davison County, South Dakota(6)",46035,487.3,2735.8,156091.8,2020.3,0.0
"Putnam County, Florida(6)",12107,487.2,381.4000000000001,7741.700000000001,169.70000000000002,0.0
"Craig County, Oklahoma(6)",40035,487.1,661.6,28807.3,377.5,0.0
"Mayes County, Oklahoma(6)",40097,487.1,303.6,15589.199999999997,208.8,0.0
"Boone County, Kentucky(7)",21015,487.1,141.7,11620.2,87.9,0.0
"Milwaukee County, Wisconsin(6)",55079,487.0,69.7,4766.799999999999,66.7,0.0
"Cook County, Georgia(7)",13075,486.9,5696.299999999999,54362.900000000016,2437.7,0.0
"Brown County, Ohio(6)",39015,486.9,1392.7,71331.7,1608.8,0.0
"Calhoun County, Mississippi(6)",28013,486.9,10823.900000000005,129187.70000000003,1339.1999999999998,0.0
"Union County, Illinois(7)",17181,486.9,801.9999999999999,65532.6,1150.1,0.0
"Pushmataha County, Oklahoma(6)",40127,486.8,79.7,7085.3,9.5,0.0
"Montgomery County, Ohio(6)",39113,486.8,2340.1,155741.80000000002,1374.6,0.0
"Hutchinson County, South Dakota(6)",46067,486.7,3779.8,388656.89999999997,2521.1,0.0
"Flathead County, Montana(6)",30029,486.6,619.9000000000001,22760.399999999998,520.9,0.0
"Lampasas County, Texas(7)",48281,486.6,223.2,3481.5999999999995,92.29999999999998,0.0
"West Baton Rouge Parish, Louisiana(7)",22121,486.6,1914.6000000000004,24515.6,465.4,0.0
"Jasper County, Illinois(7)",17079,486.5,1725.6999999999998,305734.1000000001,3319.2,0.0
"Jersey County, Illinois(7)",17083,486.5,3529.0000000000005,136255.9,1161.9,0.0
"Bartow County, Georgia(7)",13015,486.3,701.9000000000001,20223.399999999998,123.5,0.0
"York County, Nebraska(6)",31185,486.3,3368.0,481686.39999999997,6306.999999999999,0.0
"Knox County, Maine(6)",23013,486.2,140.79999999999998,732.2000000000002,27.6,0.0
"McCreary County, Kentucky(7)",21147,486.1,23.6,1598.8999999999999,17.7,0.0
"Rockingham County, New Hampshire(6)",33015,486.1,458.40000000000003,970.2,102.2,0.0
"Juneau County, Wisconsin(6)",55057,486.1,965.3,84718.59999999998,796.7999999999998,0.0
"Kalkaska County, Michigan(6)",26079,486.0,396.1,4861.0,333.90000000000003,0.0
"Perry County, Mississippi(6)",28111,486.0,497.90000000000003,4987.5,192.09999999999997,0.0
"Humboldt County, Iowa(7)",19091,486.0,4200.2,301000.8,4145.5,0.0
"Monroe County, Pennsylvania(6)",42089,486.0,271.49999999999994,6764.200000000001,164.00000000000003,0.0
"White County, Georgia(7)",13311,485.9,69.5,2208.8999999999996,32.8,0.0
"Trimble County, Kentucky(7)",21223,485.9,147.2,16332.400000000001,132.3,0.0
"Nelson County, North Dakota(6)",38063,485.8,4718.000000000001,200637.6,9086.3,0.0
"Franklin County, Texas(7)",48159,485.7,331.70000000000005,14687.7,69.30000000000001,0.0
"Calloway County, Kentucky(7)",21035,485.6,2284.5,225499.19999999998,5026.4,0.0
"Harrison County, Mississippi(6)",28047,485.6,47.800000000000004,850.2,47.5,0.0
"Bienville Parish, Louisiana(7)",22013,485.5,0.0,1088.3999999999999,0.0,0.0
"Caldwell County, North Carolina(6)",37027,485.5,188.9,6709.899999999999,186.0,0.0
"Madison County, Ohio(6)",39097,485.4,3663.2,181022.1,3478.2,0.0
"Wayne County, North Carolina(6)",37191,485.4,11770.699999999999,162210.59999999998,3814.9,0.0
"Washington County, Rhode Island(6)",44009,485.3,45.7,722.4,10.6,0.0
"Raleigh County, West Virginia(6)",54081,485.3,94.80000000000001,2270.8999999999996,7.4,0.0
"Waukesha County, Wisconsin(6)",55133,485.1,447.1,43353.2,544.0999999999999,0.0
"Elk County, Pennsylvania(6)",42047,485.0,145.39999999999998,750.6999999999999,45.300000000000004,0.0
"Cambria County, Pennsylvania(6)",42021,484.9,905.1000000000003,29969.399999999994,409.1,0.0
"Marion County, Texas(7)",48315,484.9,0.0,7885.7,5.3,0.0
"Madison County, Kentucky(7)",21151,484.9,100.80000000000001,14739.3,70.0,0.0
"Montgomery County, Mississippi(6)",28097,484.8,7374.400000000001,34704.799999999996,387.4,0.0
"Woodford County, Illinois(7)",17203,484.8,2084.7000000000003,368860.1,4943.5,0.0
"Big Horn County, Montana(6)",30003,484.8,2416.8,249839.39999999997,2560.3999999999996,0.0
"Washington County, Kentucky(7)",21229,484.8,192.8,22449.899999999994,398.8,0.0
"Pamlico County, North Carolina(6)",37137,484.7,2491.9,55391.99999999999,1262.7999999999997,0.0
"Plymouth County, Massachusetts(7)",25023,484.7,132.3,509.70000000000005,84.50000000000001,0.0
"Clare County, Michigan(6)",26035,484.6,300.09999999999997,7834.200000000001,241.5,0.0
"Douglas County, Nebraska(6)",31055,484.5,523.1999999999999,66165.0,1002.2,0.0
"Jefferson County, Washington(7)",53031,484.5,22.200000000000003,257.7,8.700000000000001,0.0
"Perry County, Ohio(6)",39127,484.5,797.8000000000001,27925.700000000004,600.8,0.0
"Buchanan County, Iowa(7)",19019,484.5,3832.1,311825.10000000003,4922.200000000001,0.0
"Morris County, New Jersey(7)",34027,484.4,353.49999999999994,1528.6999999999998,114.19999999999999,0.0
"Alpena County, Michigan(6)",26007,484.3,470.50000000000006,12160.6,419.79999999999995,0.0
"Waldo County, Maine(6)",23027,484.2,170.0,2839.2,13.399999999999999,0.0
"Baldwin County, Georgia(7)",13009,484.2,376.2,1597.8999999999999,81.89999999999999,0.0
"Lincoln County, Missouri(6)",29113,484.2,4587.1,162482.39999999997,2505.2999999999997,0.0
"Allegany County, New York(7)",36003,484.1,1836.3,20936.6,588.6,0.0
"Hawkins County, Tennessee(6)",47073,484.0,85.7,8092.6,76.7,0.0
"Simpson County, Kentucky(7)",21213,484.0,1286.8000000000002,194979.80000000002,5599.2,0.0
"Armstrong County, Pennsylvania(6)",42005,483.9,1839.5,50220.2,694.9999999999999,0.0
"Bay County, Florida(6)",12005,483.9,457.2,4403.299999999999,639.9,0.0
"Barbour County, West Virginia(6)",54001,483.8,54.800000000000004,1035.4999999999998,1.6,0.0
"Trempealeau County, Wisconsin(6)",55121,483.8,2233.7,161322.80000000005,1312.6000000000001,0.0
"Randolph County, Illinois(7)",17157,483.8,4540.9,329885.5,6519.2,0.0
"Douglas County, South Dakota(6)",46043,483.8,1224.6,116432.09999999999,1081.5,0.0
"Barnstable County, Massachusetts(7)",25001,483.7,26.699999999999996,45.1,11.700000000000001,0.0
"Davidson County, North Carolina(6)",37057,483.7,1166.3,37549.50000000001,779.0,0.0
"Baltimore County, Maryland(6)",24005,483.7,1071.2000000000003,76453.39999999998,875.3,0.0
"Jessamine County, Kentucky(7)",21113,483.7,59.7,6292.199999999999,107.4,0.0
"Stewart County, Tennessee(6)",47161,483.7,176.8,18320.5,379.5,0.0
"Forsyth County, Georgia(7)",13117,483.7,148.29999999999998,1895.1,156.9,0.0
"Schuyler County, Illinois(7)",17169,483.6,3894.6,147453.69999999998,1211.8,0.0
"Skagit County, Washington(7)",53057,483.6,932.5,23835.4,2166.1000000000004,0.0
"Pawnee County, Oklahoma(6)",40117,483.6,385.1,21524.2,174.20000000000002,0.0
"Hyde County, South Dakota(6)",46069,483.5,5450.5,116029.40000000001,1243.9,0.0
"Sullivan County, New Hampshire(6)",33019,483.2,167.1,3360.0,7.8,0.0
"Sullivan County, Pennsylvania(6)",42113,483.2,242.29999999999998,5532.800000000001,115.69999999999999,0.0
"Pondera County, Montana(6)",30073,483.2,1640.9,328763.30000000005,2512.5,0.0
"Valley County, Nebraska(6)",31175,483.2,22780.300000000003,157402.8,4373.799999999999,0.0
"Wyoming County, Pennsylvania(6)",42131,483.1,358.3,12238.100000000002,160.6,0.0
"Dixie County, Florida(6)",12029,483.0,368.8,5312.500000000001,396.09999999999997,0.0
"Iredell County, North Carolina(6)",37097,483.0,2058.2,64980.1,1216.0,0.0
"Ward County, North Dakota(6)",38101,482.9,2787.2999999999997,383316.1,8230.600000000002,0.0
"Dukes County, Massachusetts(7)",25007,482.8,38.6,240.70000000000002,10.4,0.0
"Richmond County, North Carolina(6)",37153,482.7,820.4,12540.9,549.8000000000002,0.0
"McCurtain County, Oklahoma(6)",40089,482.7,554.9,33286.299999999996,604.6,0.0
"Wilkinson County, Georgia(7)",13319,482.7,610.5000000000002,2405.0,223.1,0.0
"Preble County, Ohio(6)",39135,482.5,3293.9,320168.29999999993,2947.6000000000004,0.0
"Randolph County, Missouri(6)",29175,482.4,1727.0000000000002,115302.0,583.7,0.0
"Wabash County, Illinois(7)",17185,482.4,1625.1,117753.5,1757.6999999999998,0.0
"Cooke County, Texas(7)",48097,482.3,1842.3000000000004,29986.800000000003,403.70000000000005,0.0
"Ozaukee County, Wisconsin(6)",55089,482.3,415.0,43908.899999999994,549.2,0.0
"Dyer County, Tennessee(6)",47045,482.3,10571.6,242288.99999999994,7078.7,0.0
"Rutland County, Vermont(6)",50021,482.2,356.5,6356.0,127.4,0.0
"Hancock County, Illinois(7)",17067,482.2,11562.3,425865.7,3335.0,0.0
"Clinton County, Illinois(7)",17027,482.2,6185.500000000001,414760.4,7922.6,0.0
"East Baton Rouge Parish, Louisiana(7)",22033,482.2,252.49999999999997,12353.599999999997,74.3,0.0
"Yancey County, North Carolina(6)",37199,482.2,44.1,2119.1,30.000000000000004,0.0
"Richmond County, Georgia(7)",13245,482.1,112.29999999999998,1053.0,40.4,0.0
"Cheatham County, Tennessee(6)",47021,481.9,288.79999999999995,23053.8,508.0,0.0
"Seneca County, Ohio(6)",39147,481.9,2463.1000000000004,170622.1,2797.2000000000003,0.0
"Wayne County, Iowa(7)",19185,481.9,3020.4000000000005,146608.4,813.1999999999998,0.0
"Henry County, Illinois(7)",17073,481.9,3564.0,491860.1,4373.7,0.0
"Smith County, Tennessee(6)",47159,481.9,374.2,29944.1,474.09999999999997,0.0
"Carter County, Montana(6)",30011,481.9,197.9,25066.700000000004,643.7,0.0
"Medina County, Ohio(6)",39103,481.8,1123.0,31891.0,613.4,0.0
"Union County, Mississippi(6)",28145,481.5,737.0,36470.69999999999,1315.3,0.0
"Bond County, Illinois(7)",17005,481.5,3908.3,175309.5,1663.9,0.0
"Wood County, West Virginia(6)",54107,481.4,152.1,1738.7000000000003,26.4,0.0
"Union County, Iowa(7)",19175,481.4,2589.2000000000003,135923.9,733.7,0.0
"Venango County, Pennsylvania(6)",42121,481.4,501.70000000000005,18418.5,216.7,0.0
"Cabarrus County, North Carolina(6)",37025,481.4,802.0999999999999,19458.400000000005,589.4000000000001,0.0
"Santa Rosa County, Florida(6)",12113,481.4,10119.300000000003,50866.399999999994,5767.8,0.0
"Morgan County, Kentucky(7)",21175,481.4,63.800000000000004,4263.200000000001,27.699999999999996,0.0
"Hancock County, West Virginia(6)",54029,481.4,68.9,111.00000000000001,1.0,0.0
"York County, Maine(6)",23031,481.3,213.2,732.9,46.10000000000001,0.0
"Otsego County, New York(7)",36077,481.3,1030.2,37058.899999999994,487.99999999999994,0.0
"Barron County, Wisconsin(6)",55005,481.3,2728.1000000000004,195222.50000000006,1182.1,0.0
"Butler County, Missouri(6)",29023,481.2,2649.0,256948.99999999997,14908.199999999999,0.0
"Ogle County, Illinois(7)",17141,481.2,3587.2000000000003,445358.30000000005,3923.1000000000004,0.0
"Custer County, Montana(6)",30017,481.2,154.29999999999998,24946.6,432.2,0.0
"Pontotoc County, Oklahoma(6)",40123,481.2,1661.6000000000004,12170.2,240.2,0.0
"White County, Tennessee(6)",47185,481.1,105.00000000000001,20498.899999999998,266.99999999999994,0.0
"Franklin County, Kentucky(7)",21073,480.9,79.5,4917.200000000001,51.9,0.0
"Kitsap County, Washington(7)",53035,480.9,278.2,921.7000000000002,8.600000000000001,0.0
"Lee County, North Carolina(6)",37105,480.9,484.8,12542.8,252.3,0.0
"Murray County, Georgia(7)",13213,480.9,32.7,14789.899999999998,97.6,0.0
"Manitowoc County, Wisconsin(6)",55071,480.8,1922.2,133533.10000000003,1159.1999999999998,0.0
"Cheshire County, New Hampshire(6)",33005,480.8,135.5,1972.1,13.5,0.0
"New Madrid County, Missouri(6)",29143,480.6,31467.000000000004,553219.7999999999,10969.6,0.0
"Warren County, Pennsylvania(6)",42123,480.6,361.4,7902.4,103.5,0.0
"Grays Harbor County, Washington(7)",53027,480.6,358.5,5435.1,64.9,0.0
"Bell County, Texas(7)",48027,480.3,6777.599999999999,161432.0,1456.6999999999998,0.0
"Erie County, Pennsylvania(6)",42049,480.2,1705.1999999999998,67185.7,975.1,0.0
"Hancock County, Mississippi(6)",28045,480.0,32.300000000000004,2324.0,38.60000000000001,0.0
"Kendall County, Illinois(7)",17093,479.9,1801.1,168556.4,2096.5,0.0
"Harnett County, North Carolina(6)",37085,479.9,4763.900000000001,67897.50000000001,1454.1,0.0
"Merrimack County, New Hampshire(6)",33013,479.9,249.1,3663.7000000000003,25.3,0.0
"Rowan County, Kentucky(7)",21205,479.8,175.5,4687.599999999999,116.9,0.0
"Lewis and Clark County, Montana(6)",30049,479.7,535.9000000000001,22900.099999999995,86.3,0.0
"Jasper County, Texas(7)",48241,479.7,8.7,1421.8,10.200000000000001,0.0
"Crockett County, Tennessee(6)",47033,479.7,7889.6,198653.49999999997,4025.6,0.0
"Henry County, Tennessee(6)",47079,479.7,1308.7000000000003,145083.0,5815.5,0.0
"Ohio County, Kentucky(7)",21183,479.7,1065.3,166753.30000000002,2859.0999999999995,0.0
"Livingston Parish, Louisiana(7)",22063,479.6,0.1,915.7,0.0,0.0
"Tipton County, Tennessee(6)",47167,479.6,15556.500000000002,189191.40000000005,4020.5000000000005,0.0
"Johnston County, North Carolina(6)",37101,479.6,8665.9,124730.3,2645.1000000000004,0.0
"Piatt County, Illinois(7)",17147,479.5,1822.5999999999997,321229.2,4821.400000000001,0.0
"Lake County, Ohio(6)",39085,479.5,139.89999999999998,1468.4000000000003,35.8,0.0
"Crawford County, Georgia(7)",13079,479.4,2938.2000000000003,2876.7,665.1000000000001,0.0
"Blount County, Tennessee(6)",47009,479.4,51.4,19260.1,465.2,0.0
"St. Charles Parish, Louisiana(7)",22089,479.3,0.0,5566.7,0.0,0.0
"Caddo Parish, Louisiana(7)",22017,479.3,10078.099999999997,136909.10000000003,702.3000000000001,0.0
"Silver Bow County, Montana(6)",30093,479.1,59.900000000000006,10142.7,0.0,0.0
"Bucks County, Pennsylvania(6)",42017,479.1,827.7,31257.100000000006,611.0000000000001,0.0
"Putnam County, New York(7)",36079,479.1,74.5,149.2,16.599999999999998,0.0
"Thurston County, Nebraska(6)",31173,479.1,2051.6000000000004,239201.99999999994,4552.1,0.0
"Knott County, Kentucky(7)",21119,479.0,16.7,237.4,1.4,0.0
"Coryell County, Texas(7)",48099,479.0,4537.9,30513.300000000003,456.59999999999997,0.0
"Roger Mills County, Oklahoma(6)",40129,479.0,2830.5000000000005,16705.699999999997,155.10000000000002,0.0
"Codington County, South Dakota(6)",46029,479.0,2118.6,191501.00000000003,2380.6,0.0
"Grant County, Wisconsin(6)",55043,478.9,3555.7999999999997,309461.6000000001,2960.7,0.0
"Walthall County, Mississippi(6)",28147,478.8,234.20000000000005,6611.9,138.9,0.0
"Georgetown County, South Carolina(6)",45043,478.8,735.4999999999999,9103.300000000001,504.09999999999997,0.0
"Queen Annes County, Maryland(6)",24035,478.8,5546.5,236188.0,3673.7999999999997,0.0
"Chattooga County, Georgia(7)",13055,478.7,105.5,15746.4,221.40000000000003,0.0
"Meigs County, Ohio(6)",39105,478.6,375.3,5869.400000000001,104.19999999999999,0.0
"Island County, Washington(7)",53029,478.6,92.69999999999997,3382.099999999999,115.8,0.0
"Carbon County, Pennsylvania(6)",42025,478.6,142.2,5685.900000000001,95.5,0.0
"Champaign County, Ohio(6)",39021,478.5,2538.2,181416.60000000003,1619.2,0.0
"Henry County, Georgia(7)",13151,478.5,254.3,1024.9,268.8,0.0
"Franklin County, New York(7)",36033,478.3,1024.3,22498.300000000003,248.60000000000002,0.0
"Gladwin County, Michigan(6)",26051,478.2,547.8000000000002,14317.5,707.6000000000001,0.0
"Kiowa County, Oklahoma(6)",40075,478.2,8666.100000000002,164300.5,1632.7,0.0
"Hillsborough County, Florida(6)",12057,478.1,4632.4,23524.200000000004,2192.6000000000004,0.0
"Yazoo County, Mississippi(6)",28163,478.1,11414.1,129405.4,1580.1999999999998,0.0
"Washington County, Idaho(7)",16087,478.1,2914.7,16537.3,575.8,0.0
"Muhlenberg County, Kentucky(7)",21177,478.1,580.2,97677.70000000001,1562.2,0.0
"Beaver County, Pennsylvania(6)",42007,478.1,1062.2,14144.6,254.2,0.0
"Avoyelles Parish, Louisiana(7)",22009,478.0,23945.999999999996,230268.19999999995,6986.3,0.0
"Assumption Parish, Louisiana(7)",22007,478.0,525.4,55246.3,189.1,0.0
"Sullivan County, Tennessee(6)",47163,477.9,35.9,5026.400000000001,26.5,0.0
"Lorain County, Ohio(6)",39093,477.9,1558.1,63824.1,964.1999999999999,0.0
"Gasconade County, Missouri(6)",29073,477.9,1131.3999999999999,23930.699999999997,295.4,0.0
"West Carroll Parish, Louisiana(7)",22123,477.8,22241.199999999997,269763.10000000003,1876.8000000000002,0.0
"Forest County, Wisconsin(6)",55041,477.6,166.6,2404.5,135.7,0.0
"Cuyahoga County, Ohio(6)",39035,477.6,42.10000000000001,260.30000000000007,12.200000000000001,0.0
"Lawrence County, Mississippi(6)",28077,477.5,205.9,10891.600000000002,246.1,0.0
"Richland County, Illinois(7)",17159,477.5,1254.3,225407.2,2903.8999999999996,0.0
"Cherokee County, Texas(7)",48073,477.4,5.8,11034.9,198.0,0.0
"Bolivar County, Mississippi(6)",28011,477.3,25758.8,1008225.1,11205.7,0.0
"Harding County, New Mexico(7)",35021,477.3,126.10000000000001,3152.9,13.899999999999999,0.0
"Hinds County, Mississippi(6)",28049,477.3,7391.6,52636.90000000001,743.9,0.0
"Claiborne Parish, Louisiana(7)",22027,477.2,244.2,6825.200000000001,48.199999999999996,0.0
"Grundy County, Iowa(7)",19075,477.1,4210.1,358384.49999999994,6095.5,0.0
"Lanier County, Georgia(7)",13173,477.1,2553.1,24279.399999999998,727.0,0.0
"McClain County, Oklahoma(6)",40087,477.1,3365.1999999999994,40729.2,300.5,0.0
"Robertson County, Tennessee(6)",47147,477.0,2044.7999999999997,212948.80000000002,6557.200000000001,0.0
"Williamsburg County, South Carolina(6)",45089,476.9,7680.999999999999,105525.70000000001,3660.5,0.0
"Pinellas County, Florida(6)",12103,476.9,1984.7000000000003,6678.400000000001,390.99999999999994,0.0
"Sioux County, Iowa(7)",19167,476.8,7629.6,343397.9,5395.599999999999,0.0
"Lawrence County, Illinois(7)",17101,476.8,1232.3,214688.59999999995,2697.8,0.0
"Menifee County, Kentucky(7)",21165,476.7,29.6,962.5999999999999,2.6,0.0
"Crawford County, Wisconsin(6)",55023,476.7,1242.0,75081.69999999998,865.2,0.0
"Allen Parish, Louisiana(7)",22003,476.6,429.8,21226.5,1330.7,0.0
"Roosevelt County, Montana(6)",30085,476.6,2563.0,147013.49999999997,4647.400000000001,0.0
"Moultrie County, Illinois(7)",17139,476.6,1604.6000000000001,249162.99999999997,2586.3,0.0
"Pontotoc County, Mississippi(6)",28115,476.5,1203.3999999999999,40995.7,1177.1,0.0
"Carroll County, Illinois(7)",17015,476.5,1956.5,249266.59999999998,2180.7999999999997,0.0
"Obion County, Tennessee(6)",47131,476.5,1974.6999999999998,219534.50000000003,6676.0,0.0
"Wakulla County, Florida(6)",12129,476.5,886.5000000000001,300.0,127.1,0.0
"Polk County, Iowa(7)",19153,476.4,2186.0,177747.50000000003,3006.8,0.0
"Aransas County, Texas(7)",48007,476.4,0.0,402.9,0.0,0.0
"Payette County, Idaho(7)",16075,476.4,2074.2,16901.8,1266.6999999999998,0.0
"Davie County, North Carolina(6)",37059,476.3,1534.3,36964.000000000015,691.1999999999999,0.0
"Steuben County, New York(7)",36101,476.3,3973.2999999999997,51998.69999999999,2194.0,0.0
"Lyon County, Kentucky(7)",21143,476.3,488.3000000000001,59096.299999999996,838.2999999999998,0.0
"Fannin County, Georgia(7)",13111,476.3,60.8,2394.9,26.400000000000002,0.0
"Carroll County, Georgia(7)",13045,476.2,322.99999999999994,5391.7,264.5,0.0
"Lawrence County, Tennessee(6)",47099,476.2,722.9,126427.30000000002,2865.7,0.0
"Dougherty County, Georgia(7)",13095,476.2,8173.8,20203.199999999997,6872.800000000001,0.0
"Houston County, Georgia(7)",13153,476.2,6351.1,30627.9,1098.1000000000001,0.0
"Pierce County, Washington(7)",53053,476.2,258.4000000000001,4864.8,158.5,0.0
"Jefferson County, Tennessee(6)",47089,476.1,66.10000000000001,16954.899999999998,315.6,0.0
"Chelan County, Washington(6)",53007,476.1,16090.6,19171.4,4587.700000000001,0.0
"Lyon County, Iowa(7)",19119,476.0,6183.099999999999,281447.1,4403.4,0.0
"Marshall County, Iowa(7)",19127,476.0,4155.2,343346.1,5821.1,0.0
"Richland County, North Dakota(6)",38077,475.9,9868.199999999999,790483.2999999999,10410.1,0.0
"Union County, Tennessee(6)",47173,475.9,38.4,1666.3999999999999,6.400000000000001,0.0
"Union County, North Carolina(6)",37179,475.9,6839.5,148625.2,4959.9,0.0
"Grant Parish, Louisiana(7)",22043,475.9,9273.5,38328.9,440.5,0.0
"Jackson Parish, Louisiana(7)",22049,475.8,0.0,864.6999999999998,0.0,0.0
"Monroe County, Missouri(6)",29137,475.8,7743.9000000000015,185143.09999999995,1693.8999999999999,0.0
"Richland County, Ohio(6)",39139,475.7,2688.9,92855.79999999999,1300.1,0.0
"Somerset County, Pennsylvania(6)",42111,475.7,985.8000000000001,50839.5,1105.2,0.0
"Ashland County, Ohio(6)",39005,475.7,2907.0999999999995,90330.3,1223.4999999999998,0.0
"Lincoln County, Nebraska(6)",31111,475.7,40027.100000000006,590826.3,2711.0000000000005,0.0
"De Witt County, Illinois(7)",17039,475.6,1644.8,313136.89999999997,4093.5,0.0
"Gilchrist County, Florida(6)",12041,475.6,3718.5,12637.700000000003,3789.3,0.0
"Bremer County, Iowa(7)",19017,475.6,2644.0,218981.00000000003,3448.0,0.0
"Allegheny County, Pennsylvania(6)",42003,475.6,801.1000000000001,2393.6,126.99999999999999,0.0
"Palo Pinto County, Texas(7)",48363,475.6,313.90000000000003,8148.900000000001,73.10000000000001,0.0
"Renville County, North Dakota(6)",38075,475.6,1207.1,186763.49999999997,4949.5,0.0
"Sarasota County, Florida(6)",12115,475.5,2611.5,19389.8,758.0999999999999,0.0
"Thurston County, Washington(7)",53067,475.4,142.6,1669.8000000000006,16.6,0.0
"Dubuque County, Iowa(7)",19061,475.3,2978.7000000000003,220094.39999999997,3402.4,0.0
"Audrain County, Missouri(6)",29007,475.3,11752.6,296975.70000000007,2573.5,0.0
"Clatsop County, Oregon(6)",41007,475.2,31.699999999999996,1710.3999999999999,20.299999999999997,0.0
