County,FIPS,Cancer Incidence Rate Per 100k,Breast Cancer Incidence Rate Per 100k,Leukemia Incidence Rate Per 100k,Lung Cancer Incidence Rate Per 100k,Non-Hodgkin Lymphoma Incidence Rate Per 100k,Prostate Cancer Incidence Rate Per 100k,Insecticide Sum,Herbicide Sum,Fungicide Sum
"Hardin County, Texas(7)",48199,450.2,118.2,11.5,59.6,16.2,102.5,39.2,1363.1999999999998,85.5
"Osceola County, Florida(6)",12097,450.2,118.2,11.5,59.6,16.2,102.5,2879.1000000000004,78980.4,333.5
"Cass County, Missouri(6)",29037,450.2,118.2,11.5,59.6,16.2,102.4,2595.0,167425.0,1932.0
"Braxton County, West Virginia(6)",54007,450.0,118.1,11.5,59.5,16.2,102.4,53.60000000000001,5677.9,5.8
"Gallatin County, Illinois(7)",17059,450.0,118.1,11.5,59.5,16.2,102.4,2136.3999999999996,157605.0,2318.6
"DeSoto County, Mississippi(6)",28033,450.0,118.1,11.5,59.5,16.2,102.4,6244.700000000002,105171.4,1970.0
"Warren County, North Carolina(6)",37185,450.0,118.1,11.5,59.5,16.2,102.3,1281.5000000000002,13318.8,518.0
"Auglaize County, Ohio(6)",39011,449.9,118.0,11.5,59.4,16.2,102.3,1684.5,138807.1,1568.2
"Jefferson County, West Virginia(6)",54037,449.9,118.0,11.5,59.4,16.2,102.3,373.7,52310.999999999985,1041.8
"Matagorda County, Texas(7)",48321,449.9,118.0,11.5,59.4,16.2,102.2,31269.9,209370.59999999998,623.9
"Victoria County, Texas(7)",48469,449.8,118.0,11.5,59.4,16.2,102.2,16179.8,155391.90000000002,389.70000000000005
"Potter County, Pennsylvania(6)",42105,449.8,118.0,11.4,59.4,16.2,102.2,386.29999999999995,11597.699999999999,321.5
"Greene County, Ohio(6)",39057,449.7,117.9,11.4,59.3,16.2,102.2,2439.6,240050.40000000002,2193.7999999999997
"Webster County, Mississippi(6)",28155,449.7,117.9,11.4,59.3,16.2,102.1,7079.4,31855.5,378.2
"Mecklenburg County, North Carolina(6)",37119,449.7,117.9,11.4,59.3,16.1,102.1,184.0,3910.2000000000003,128.9
"Newaygo County, Michigan(6)",26123,449.5,117.9,11.4,59.3,16.1,102.0,1542.9,55129.399999999994,2413.2000000000003
"Pender County, North Carolina(6)",37141,449.4,117.9,11.4,59.2,16.1,102.0,1831.6,47889.2,1055.6999999999998
"Red Willow County, Nebraska(6)",31145,449.4,117.8,11.4,59.2,16.1,102.0,12983.999999999998,425770.50000000006,2354.6
"York County, South Carolina(6)",45091,449.3,117.8,11.3,59.2,16.1,102.0,758.9000000000001,13423.6,217.79999999999998
"Clayton County, Iowa(7)",19043,449.3,117.8,11.3,59.2,16.1,102.0,3038.7999999999993,233865.2,3636.6
"Putnam County, Ohio(6)",39137,449.3,117.8,11.3,59.2,16.1,102.0,2127.3999999999996,221852.10000000003,3190.3
"Missaukee County, Michigan(6)",26113,449.2,117.7,11.3,59.2,16.1,101.9,460.30000000000007,3074.3,169.90000000000003
"Carroll County, Ohio(6)",39019,449.2,117.7,11.3,59.2,16.1,101.9,1554.2,26244.600000000002,280.59999999999997
"Newport County, Rhode Island(6)",44005,449.2,117.7,11.3,59.2,16.1,101.9,103.79999999999998,1692.0,10.399999999999999
"Monongalia County, West Virginia(6)",54061,449.1,117.7,11.3,59.2,16.1,101.9,101.39999999999999,839.8,8.4
"Taylor County, Iowa(7)",19173,449.0,117.7,11.3,59.2,16.1,101.9,2053.1000000000004,204074.3,1969.6
"Bell County, Kentucky(7)",21013,449.0,117.7,11.3,59.2,16.1,101.9,19.8,424.1,1.8
"Le Flore County, Oklahoma(6)",40079,449.0,117.7,11.3,59.2,16.1,101.8,457.09999999999997,18159.199999999997,356.3
"Clearwater County, Idaho(7)",16035,448.9,117.7,11.3,59.1,16.1,101.8,389.3,8756.4,993.0999999999999
"Lebanon County, Pennsylvania(6)",42075,448.8,117.7,11.3,59.1,16.1,101.8,1206.3999999999999,80946.5,1263.2
"Marlboro County, South Carolina(6)",45069,448.8,117.6,11.3,59.1,16.1,101.7,6435.7,87069.4,3939.4
"Providence County, Rhode Island(6)",44007,448.6,117.6,11.2,59.1,16.1,101.7,131.7,257.4,37.7
"Putnam County, Tennessee(6)",47141,448.5,117.6,11.2,59.1,16.1,101.7,135.49999999999997,15047.999999999998,200.8
"Oconee County, South Carolina(6)",45073,448.5,117.6,11.2,59.1,16.1,101.7,447.49999999999994,10440.2,249.59999999999997
"Washington County, Tennessee(6)",47179,448.4,117.6,11.2,59.1,16.1,101.7,115.39999999999998,10384.2,129.8
"Rutherford County, Tennessee(6)",47149,448.4,117.6,11.2,59.1,16.1,101.6,473.1,52599.899999999994,749.9
"Cherokee County, Oklahoma(6)",40021,448.3,117.6,11.2,59.0,16.1,101.6,203.79999999999998,8557.9,8.8
"Union County, Georgia(7)",13291,448.2,117.6,11.2,59.0,16.1,101.6,106.30000000000001,2269.0999999999995,41.099999999999994
"Nance County, Nebraska(6)",31125,448.2,117.6,11.2,59.0,16.1,101.5,1393.8,186247.99999999997,2401.9
"DuPage County, Illinois(7)",17043,448.2,117.5,11.2,59.0,16.0,101.5,41.4,3313.2999999999993,38.400000000000006
"Gallatin County, Montana(6)",30031,448.2,117.5,11.2,59.0,16.0,101.4,1611.8,81893.3,2121.1
"Talbot County, Georgia(7)",13263,448.1,117.5,11.2,59.0,16.0,101.4,321.5,1666.8000000000002,254.29999999999998
"Hall County, Nebraska(6)",31079,448.0,117.5,11.2,59.0,16.0,101.4,25918.799999999996,353260.30000000005,10700.000000000002
"Warren County, Ohio(6)",39165,447.9,117.5,11.2,59.0,16.0,101.4,1164.8000000000002,114550.5,1126.9
"Huntingdon County, Pennsylvania(6)",42061,447.9,117.4,11.2,58.9,16.0,101.3,2238.2000000000003,58469.49999999999,721.6999999999999
"Mercer County, Ohio(6)",39107,447.9,117.4,11.2,58.9,16.0,101.3,2448.4,187071.50000000003,2003.8000000000002
"Laurens County, Georgia(7)",13175,447.8,117.4,11.2,58.9,16.0,101.3,4291.999999999999,34614.2,1944.2
"Summit County, Ohio(6)",39153,447.8,117.4,11.2,58.9,16.0,101.2,396.00000000000006,5833.1,135.2
"Polk County, Nebraska(6)",31143,447.8,117.4,11.2,58.9,16.0,101.2,2131.2,296824.6999999999,3868.0
"Reynolds County, Missouri(6)",29179,447.7,117.4,11.2,58.8,16.0,101.1,10.5,3156.7000000000003,0.0
"Hardin County, Tennessee(6)",47071,447.7,117.4,11.2,58.8,16.0,101.1,661.5,56524.7,2048.4
"Franklin County, Tennessee(6)",47051,447.7,117.3,11.2,58.8,16.0,101.1,859.9,60278.6,1913.5
"Charles County, Maryland(6)",24017,447.6,117.3,11.2,58.7,16.0,101.1,515.3000000000001,20750.2,458.70000000000005
"Somervell County, Texas(7)",48425,447.5,117.3,11.2,58.7,16.0,101.1,184.0,1115.9,31.9
"La Crosse County, Wisconsin(6)",55063,447.5,117.2,11.1,58.7,16.0,101.1,857.5000000000001,60625.29999999999,478.30000000000007
"Marion County, Oregon(6)",41047,447.5,117.2,11.1,58.6,16.0,101.0,15699.300000000001,106433.99999999999,4580.6
"Perkins County, Nebraska(6)",31135,447.4,117.2,11.1,58.6,16.0,101.0,21235.199999999997,706684.4,4348.0
"St. Charles County, Missouri(6)",29183,447.4,117.1,11.1,58.6,15.9,101.0,2081.3,69943.00000000001,1080.6000000000001
"Barnes County, North Dakota(6)",38003,447.4,117.1,11.1,58.6,15.9,101.0,4018.0,546095.1000000001,8626.2
"Sullivan County, New York(7)",36105,447.4,117.1,11.1,58.6,15.9,101.0,103.6,1201.6000000000001,32.5
"Summers County, West Virginia(6)",54089,447.3,117.1,11.1,58.6,15.9,101.0,146.0,2131.2000000000003,8.700000000000001
"Todd County, South Dakota(6)",46121,447.1,117.1,11.0,58.6,15.9,100.9,1757.8,25645.699999999997,186.2
"Wayne County, Tennessee(6)",47181,447.1,117.1,11.0,58.6,15.9,100.9,112.49999999999999,23963.300000000003,448.4
"Robeson County, North Carolina(6)",37155,447.0,117.0,11.0,58.5,15.9,100.9,14998.199999999999,279116.1,6401.3
"Osceola County, Iowa(7)",19143,446.8,117.0,11.0,58.5,15.9,100.8,4536.9,208315.4,3333.8
"Morgan County, Tennessee(6)",47129,446.8,117.0,11.0,58.5,15.9,100.8,46.199999999999996,5275.3,40.699999999999996
"Clay County, Mississippi(6)",28025,446.8,116.9,11.0,58.5,15.9,100.8,977.9999999999999,44504.5,367.79999999999995
"Susquehanna County, Pennsylvania(6)",42115,446.5,116.8,11.0,58.4,15.8,100.7,236.3,2857.1999999999994,78.2
"Union County, New Jersey(7)",34039,446.4,116.8,11.0,58.3,15.8,100.7,25.0,544.8,57.0
"Lamar County, Mississippi(6)",28073,446.4,116.8,11.0,58.3,15.8,100.6,212.20000000000002,4733.699999999999,196.49999999999997
"Wright County, Iowa(7)",19197,446.3,116.8,11.0,58.3,15.8,100.6,5622.6,401346.70000000007,5467.500000000001
"Sherman County, Nebraska(6)",31163,446.1,116.7,11.0,58.3,15.8,100.6,18712.699999999997,162198.9,4747.099999999999
"Monroe County, Illinois(7)",17133,446.1,116.7,10.9,58.3,15.7,100.5,3216.2999999999997,231836.59999999998,4549.2
"Bedford County, Tennessee(6)",47003,446.0,116.7,10.9,58.3,15.7,100.5,364.4,64051.4,884.4
"Wirt County, West Virginia(6)",54105,446.0,116.7,10.9,58.3,15.7,100.5,98.7,3352.5,9.799999999999999
"Dallas County, Iowa(7)",19049,445.9,116.7,10.9,58.3,15.7,100.5,3567.2999999999997,292490.80000000005,4948.699999999999
"Clark County, Illinois(7)",17023,445.9,116.7,10.9,58.2,15.7,100.4,1625.6999999999998,279524.8,2974.0
"Beadle County, South Dakota(6)",46005,445.9,116.6,10.9,58.2,15.7,100.4,1896.2999999999997,473504.0,4940.2
"Van Buren County, Michigan(6)",26159,445.8,116.6,10.9,58.2,15.7,100.4,5847.299999999999,90538.6,3845.8999999999996
"Wilson County, Tennessee(6)",47189,445.8,116.6,10.9,58.2,15.7,100.3,88.4,21958.09999999999,151.70000000000002
"Meagher County, Montana(6)",30059,445.7,116.6,10.9,58.0,15.6,100.3,483.8,20667.300000000003,93.5
"Bertie County, North Carolina(6)",37015,445.6,116.6,10.9,58.0,15.6,100.3,28745.000000000007,185867.99999999997,5426.800000000001
"Summit County, Utah(7)",49043,445.6,116.6,10.8,58.0,15.6,100.3,860.1000000000001,1822.1,13.600000000000001
"Scotts Bluff County, Nebraska(6)",31157,445.6,116.5,10.8,57.9,15.6,100.3,4438.9,159903.5,2475.0999999999995
"Story County, Iowa(7)",19169,445.5,116.5,10.8,57.9,15.6,100.2,4116.099999999999,350821.6,5985.7
"Multnomah County, Oregon(6)",41051,445.5,116.5,10.8,57.9,15.6,100.2,732.5999999999999,10550.999999999998,465.1
"Jefferson County, Wisconsin(6)",55055,445.4,116.5,10.8,57.9,15.6,100.2,1972.5000000000002,152714.40000000002,1717.8000000000002
"Mecosta County, Michigan(6)",26107,445.4,116.5,10.8,57.9,15.6,100.1,1258.4,25881.499999999996,800.8
"Whitfield County, Georgia(7)",13313,445.4,116.5,10.8,57.9,15.6,100.1,10.5,9435.900000000003,33.5
"Washington County, Vermont(6)",50023,445.4,116.5,10.8,57.9,15.6,100.1,167.29999999999998,3392.4000000000005,65.10000000000001
"Eaton County, Michigan(6)",26045,445.4,116.4,10.8,57.9,15.6,100.1,2507.9999999999995,112707.20000000003,1623.0999999999997
"Torrance County, New Mexico(7)",35057,445.2,116.4,10.8,57.8,15.6,100.1,605.0,16252.6,176.6
"Gwinnett County, Georgia(7)",13135,445.2,116.4,10.7,57.8,15.6,100.1,74.6,1706.4,29.2
"Okeechobee County, Florida(6)",12093,445.2,116.4,10.7,57.8,15.5,100.0,2196.6000000000004,49843.299999999996,417.1
"Oakland County, Michigan(6)",26125,445.2,116.3,10.7,57.7,15.5,100.0,811.6999999999999,10437.1,239.0
"Cumberland County, Maine(6)",23005,445.0,116.3,10.7,57.6,15.5,100.0,161.9,1276.6999999999998,27.6
"Audubon County, Iowa(7)",19009,444.9,116.3,10.7,57.6,15.5,100.0,4904.799999999999,272365.30000000005,5075.000000000001
"Huron County, Michigan(6)",26063,444.9,116.3,10.7,57.6,15.5,99.9,3188.5000000000005,287669.4,7987.1
"Peach County, Georgia(7)",13225,444.9,116.3,10.6,57.6,15.5,99.9,19745.899999999994,13992.4,4223.1
"Lauderdale County, Tennessee(6)",47097,444.9,116.2,10.6,57.5,15.5,99.9,14503.0,160925.50000000003,3744.6000000000004
"Sumter County, Florida(6)",12119,444.8,116.2,10.6,57.5,15.5,99.9,2386.2,19866.2,740.4
"Garden County, Nebraska(6)",31069,444.8,116.2,10.6,57.4,15.5,99.8,1017.0,93946.59999999999,989.9000000000001
"Jackson County, Missouri(6)",29095,444.7,116.2,10.6,57.4,15.5,99.8,922.6000000000001,60402.99999999999,723.8000000000001
"Hamilton County, Iowa(7)",19079,444.6,116.1,10.6,57.4,15.5,99.8,4543.4,395617.50000000006,6762.0
"Tioga County, Pennsylvania(6)",42117,444.6,116.1,10.6,57.4,15.5,99.8,1097.1999999999996,30649.7,513.9000000000001
"Unicoi County, Tennessee(6)",47171,444.5,116.1,10.5,57.3,15.5,99.8,30.6,339.59999999999997,11.999999999999998
"Harris County, Georgia(7)",13145,444.4,116.1,10.5,57.3,15.4,99.8,51.6,1270.9,33.7
"Klamath County, Oregon(6)",41035,444.3,116.1,10.5,57.3,15.4,99.7,13141.2,32672.399999999998,3236.4
"Johnson County, Nebraska(6)",31097,444.3,116.1,10.5,57.3,15.4,99.7,29717.600000000002,216629.00000000006,3087.3999999999996
"Paulding County, Ohio(6)",39125,444.2,116.1,10.5,57.3,15.4,99.7,2260.7999999999997,204704.19999999998,2439.8
"Frederick County, Maryland(6)",24021,444.1,116.1,10.5,57.3,15.4,99.7,2391.7,168334.3,2000.8000000000002
"Trigg County, Kentucky(7)",21221,444.1,116.1,10.5,57.3,15.4,99.7,1498.5,149235.09999999998,4364.700000000001
"McCormick County, South Carolina(6)",45065,444.0,116.0,10.4,57.3,15.4,99.7,81.8,2400.9000000000005,40.8
"Linn County, Missouri(6)",29115,443.9,116.0,10.4,57.3,15.4,99.6,2355.5,156065.1,794.9999999999999
"Sauk County, Wisconsin(6)",55111,443.8,116.0,10.4,57.2,15.4,99.5,2199.9999999999995,165033.29999999996,1864.1000000000001
"Clackamas County, Oregon(6)",41005,443.8,116.0,10.4,57.2,15.4,99.5,1868.9000000000003,21601.400000000005,1437.7
"Ballard County, Kentucky(7)",21007,443.6,115.9,10.4,57.2,15.4,99.5,1131.3000000000002,164084.4,4247.099999999999
"Dane County, Wisconsin(6)",55025,443.5,115.9,10.4,57.2,15.4,99.4,3978.8000000000006,300426.60000000003,3293.1
"Wilbarger County, Texas(7)",48487,443.4,115.8,10.4,57.2,15.3,99.4,3191.8999999999996,79554.69999999998,2774.2
"Putnam County, Missouri(6)",29171,443.4,115.8,10.4,57.2,15.3,99.3,1279.7999999999997,72393.59999999998,315.2
"Amite County, Mississippi(6)",28005,443.3,115.8,10.4,57.1,15.3,99.2,172.8,6020.7,22.7
"Poweshiek County, Iowa(7)",19157,443.3,115.8,10.4,57.1,15.3,99.2,4123.400000000001,331048.80000000005,5604.3
"Chase County, Nebraska(6)",31029,443.1,115.8,10.4,57.1,15.3,99.2,14138.8,472783.5999999998,2522.7999999999997
"Rabun County, Georgia(7)",13241,443.0,115.8,10.3,57.1,15.3,99.2,77.29999999999998,1130.8,38.2
"Wasco County, Oregon(6)",41065,443.0,115.8,10.3,57.1,15.3,99.2,3926.3999999999996,78774.1,4827.800000000001
"Champaign County, Illinois(7)",17019,442.9,115.7,10.3,57.0,15.3,99.2,3771.3,656898.3,9796.1
"Monroe County, West Virginia(6)",54063,442.8,115.7,10.3,57.0,15.3,99.1,174.99999999999997,11572.7,50.4
"Burleson County, Texas(7)",48051,442.7,115.7,10.3,56.9,15.3,99.1,4937.9000000000015,62391.400000000016,149.7
"Hood River County, Oregon(6)",41027,442.7,115.7,10.3,56.8,15.3,99.1,9026.599999999999,37506.299999999996,1850.9
"Blaine County, Idaho(7)",16013,442.7,115.7,10.3,56.8,15.2,99.0,1325.4,11160.199999999999,774.4
"Berrien County, Michigan(6)",26021,442.6,115.6,10.3,56.8,15.2,98.9,4708.299999999999,109081.7,5484.499999999999
"Cuming County, Nebraska(6)",31039,442.6,115.6,10.3,56.8,15.2,98.9,3074.4,363347.6,7090.599999999999
"Woods County, Oklahoma(6)",40151,442.5,115.6,10.3,56.8,15.2,98.9,1685.7000000000003,92738.00000000001,5432.8
"Alcorn County, Mississippi(6)",28003,442.5,115.6,10.3,56.8,15.2,98.8,540.9,25366.5,879.6999999999999
"Payne County, Oklahoma(6)",40119,442.5,115.6,10.2,56.8,15.2,98.8,2871.4,33412.6,255.10000000000002
"Quitman County, Georgia(7)",13239,442.5,115.5,10.2,56.7,15.2,98.8,143.89999999999998,1083.5,84.8
"Stephens County, Texas(7)",48429,442.5,115.5,10.2,56.7,15.2,98.8,43.300000000000004,8199.7,19.1
"Columbus County, North Carolina(6)",37047,442.4,115.5,10.2,56.7,15.2,98.8,8068.999999999999,150345.0,4114.7
"Essex County, Vermont(6)",50009,442.4,115.5,10.2,56.7,15.2,98.7,105.6,1930.1,36.7
"Petroleum County, Montana(6)",30069,442.3,115.5,10.1,56.7,15.2,98.6,461.3,27217.2,95.30000000000001
"Sussex County, Delaware(6)",10005,442.3,115.5,10.1,56.7,15.2,98.6,10419.4,629484.6,8339.1
"Blaine County, Oklahoma(6)",40011,442.3,115.4,10.1,56.6,15.2,98.6,4264.2,42184.2,1984.6
"Laclede County, Missouri(6)",29105,442.2,115.4,10.1,56.6,15.2,98.6,948.6,9832.200000000003,67.4
"Dodge County, Wisconsin(6)",55027,442.1,115.4,10.1,56.6,15.2,98.6,3461.9999999999995,240283.40000000002,2737.2000000000003
"Treutlen County, Georgia(7)",13283,442.1,115.4,10.1,56.5,15.2,98.6,1516.6000000000001,12075.299999999997,801.1000000000001
"Grimes County, Texas(7)",48185,442.0,115.4,10.1,56.5,15.2,98.5,222.89999999999998,13427.499999999998,29.1
"Montcalm County, Michigan(6)",26117,441.9,115.3,10.1,56.4,15.2,98.4,6449.900000000001,113980.1,6628.199999999999
"Lake County, Tennessee(6)",47095,441.9,115.3,10.1,56.4,15.2,98.4,4252.500000000001,98698.2,2934.6
"Garvin County, Oklahoma(6)",40049,441.8,115.3,10.0,56.4,15.1,98.3,8876.9,47452.39999999999,929.6
"McLennan County, Texas(7)",48309,441.8,115.3,10.0,56.4,15.1,98.3,6427.000000000001,128940.0,1255.8
"Washington County, Missouri(6)",29221,441.7,115.3,10.0,56.4,15.1,98.3,129.5,2897.5999999999995,27.3
"Stark County, North Dakota(6)",38089,441.6,115.2,10.0,56.3,15.1,98.3,3472.2,258781.60000000003,7212.399999999999
"Wayne County, Mississippi(6)",28153,441.6,115.2,10.0,56.3,15.1,98.3,334.90000000000003,6659.3,226.5
"Boone County, Missouri(6)",29019,441.6,115.2,10.0,56.3,15.1,98.3,2890.899999999999,62229.399999999994,1259.8000000000002
"Marion County, South Carolina(6)",45067,441.3,115.2,10.0,56.3,15.1,98.3,2699.5,37024.0,2369.3999999999996
"Arenac County, Michigan(6)",26011,441.3,115.1,10.0,56.3,15.1,98.2,845.3,54135.5,939.4000000000001
"Outagamie County, Wisconsin(6)",55087,441.3,115.1,10.0,56.3,15.1,98.2,1863.5,123872.30000000002,844.0
"Alcona County, Michigan(6)",26001,441.3,115.1,10.0,56.3,15.1,98.2,201.1,3734.0,113.69999999999997
"Brown County, Texas(7)",48049,441.3,115.1,9.9,56.3,15.1,98.2,1417.4,19561.6,195.4
"Avery County, North Carolina(6)",37011,441.2,115.1,9.9,56.3,15.0,98.1,88.49999999999999,1667.2,26.1
"Freestone County, Texas(7)",48161,441.2,115.0,9.8,56.2,15.0,98.1,139.3,13270.6,7.3
"Clay County, North Carolina(6)",37043,441.1,115.0,9.8,56.2,15.0,98.1,51.3,4268.3,233.3
"Berrien County, Georgia(7)",13019,441.1,115.0,9.8,56.2,15.0,98.0,11005.800000000001,89799.0,5297.6
"Wayne County, Illinois(7)",17191,441.1,115.0,9.8,56.2,15.0,98.0,4348.700000000001,332039.20000000007,5286.5
"Nemaha County, Nebraska(6)",31127,441.1,115.0,9.8,56.1,15.0,98.0,39768.2,285792.80000000005,3974.5
"Franklin County, Maine(6)",23007,441.0,114.9,9.8,56.1,15.0,98.0,61.4,829.5000000000001,7.1
"San Patricio County, Texas(7)",48409,440.9,114.9,9.8,56.1,15.0,97.9,13551.900000000001,629444.1000000001,11.200000000000001
"Pope County, Illinois(7)",17151,440.8,114.9,9.7,56.1,15.0,97.9,220.8,17689.3,247.70000000000002
"Johnson County, Missouri(6)",29101,440.7,114.8,9.7,56.1,14.9,97.9,2650.2,167559.6,1886.0
"Grafton County, New Hampshire(6)",33009,440.6,114.7,9.7,56.1,14.9,97.8,225.49999999999997,3272.6,22.200000000000003
"Lamoille County, Vermont(6)",50015,440.5,114.6,9.7,56.0,14.9,97.8,341.0,3399.9,124.80000000000001
"Butte County, Idaho(7)",16023,440.5,114.6,9.6,56.0,14.9,97.8,1168.6000000000004,10279.699999999999,603.2
"Boone County, Illinois(7)",17007,440.5,114.6,9.6,56.0,14.9,97.8,1735.3,160583.50000000006,2006.6000000000004
"Washington County, North Carolina(6)",37187,440.3,114.6,9.6,56.0,14.9,97.7,12504.9,163222.5,4388.0
"Phelps County, Nebraska(6)",31137,440.2,114.5,9.6,56.0,14.8,97.7,38358.100000000006,431018.4,5045.4
"Chatham County, Georgia(7)",13051,440.1,114.5,9.5,55.9,14.8,97.6,354.20000000000005,521.5,119.3
"Traill County, North Dakota(6)",38097,440.1,114.5,9.5,55.9,14.8,97.6,6565.700000000002,511468.2000000001,12679.800000000001
"Runnels County, Texas(7)",48399,440.0,114.4,9.5,55.9,14.8,97.6,5086.3,132434.00000000003,2269.1
"Gulf County, Florida(6)",12045,439.9,114.4,9.4,55.9,14.8,97.5,1657.3000000000002,5984.4,1185.9999999999998
"Red River County, Texas(7)",48387,439.9,114.4,9.4,55.8,14.8,97.5,526.0999999999999,25535.8,257.4
"Chittenden County, Vermont(6)",50007,439.9,114.4,9.4,55.8,14.8,97.5,240.5,4595.6,107.1
"Pittsburg County, Oklahoma(6)",40121,439.7,114.4,9.4,55.8,14.7,97.4,253.1,25475.399999999994,41.8
"Williamson County, Tennessee(6)",47187,439.7,114.3,9.4,55.8,14.7,97.4,347.29999999999995,36106.0,565.9000000000001
"Franklin County, Mississippi(6)",28037,439.7,114.3,9.4,55.7,14.7,97.4,360.4000000000001,3860.2000000000003,50.199999999999996
"Johnston County, Oklahoma(6)",40069,439.6,114.3,9.4,55.7,14.7,97.3,1098.2,14026.9,103.9
"Hunt County, Texas(7)",48231,439.6,114.3,9.3,55.7,14.7,97.3,11953.0,46617.100000000006,788.4000000000001
"Williamson County, Texas(7)",48491,439.4,114.3,9.3,55.6,14.7,97.3,11096.2,226245.7,1585.4
"Taliaferro County, Georgia(7)",13265,439.4,114.3,9.3,55.6,14.7,97.3,414.69999999999993,932.6,114.70000000000002
"Madison County, Tennessee(6)",47113,439.4,114.3,9.3,55.6,14.7,97.2,4612.299999999999,152594.8,4121.7
"Bollinger County, Missouri(6)",29017,439.3,114.3,9.3,55.5,14.7,97.2,588.9,45497.200000000004,1457.6
"Harper County, Oklahoma(6)",40059,439.3,114.3,9.3,55.5,14.6,97.2,1316.5999999999997,33094.6,1241.7
"Harmon County, Oklahoma(6)",40057,439.3,114.3,9.3,55.5,14.6,97.2,2635.5000000000005,110477.5,230.5
"Lake County, Oregon(6)",41037,439.1,114.3,9.2,55.5,14.6,97.1,6510.8,10648.800000000001,37.1
"Rains County, Texas(7)",48379,439.0,114.3,9.2,55.5,14.6,97.0,5.8,3211.0,8.8
"Weston County, Wyoming(6)",56045,439.0,114.2,9.2,55.5,14.6,97.0,893.9,6535.2,5.299999999999999
"Florence County, South Carolina(6)",45041,438.8,114.2,9.2,55.5,14.6,97.0,7205.8,110354.69999999998,4206.3
"Cook County, Illinois(7)",17031,438.8,114.2,9.2,55.5,14.6,97.0,165.5,8313.5,150.0
"Yankton County, South Dakota(6)",46135,438.7,114.2,9.1,55.4,14.6,96.9,1814.7,148513.4,891.6999999999999
"Jackson County, Texas(7)",48239,438.7,114.1,9.0,55.4,14.5,96.8,33781.90000000001,281589.5,603.4
"Jackson County, Oregon(6)",41029,438.7,114.1,9.0,55.4,14.5,96.8,811.0000000000002,4486.799999999999,417.7
"DeKalb County, Georgia(7)",13089,438.7,114.1,9.0,55.3,14.5,96.8,1.5,238.99999999999997,2.0
"Chester County, Pennsylvania(6)",42029,438.7,114.0,9.0,55.3,14.5,96.8,1705.4,90591.4,1466.8000000000002
"King County, Washington(7)",53033,438.6,114.0,8.9,55.3,14.5,96.7,144.09999999999997,2635.4999999999995,41.7
"Coles County, Illinois(7)",17029,438.6,114.0,8.9,55.2,14.5,96.7,2038.6,344990.79999999993,3491.9
"Giles County, Tennessee(6)",47055,438.6,114.0,8.9,55.2,14.5,96.7,587.9,78735.9,979.1
"Mineral County, West Virginia(6)",54057,438.5,114.0,8.9,55.2,14.5,96.7,56.0,8248.300000000001,40.7
"Shelby County, Tennessee(6)",47157,438.5,113.9,8.9,55.2,14.5,96.6,5170.700000000001,62258.299999999996,1411.8999999999999
"Bradley County, Tennessee(6)",47011,438.4,113.9,8.9,55.2,14.5,96.6,63.099999999999994,14102.000000000004,275.9
"Crawford County, Michigan(6)",26039,438.4,113.9,8.9,55.2,14.5,96.6,6.499999999999999,99.3,2.7000000000000006
"Haskell County, Texas(7)",48207,438.4,113.8,8.9,55.2,14.4,96.6,4147.2,136863.90000000002,3589.4000000000005
"Nodaway County, Missouri(6)",29147,438.4,113.8,8.8,55.2,14.4,96.6,7450.0,462721.2,2443.9
"Delta County, Michigan(6)",26041,438.3,113.8,8.8,55.1,14.4,96.6,439.29999999999995,6971.599999999999,202.3
"Dillon County, South Carolina(6)",45033,438.1,113.7,8.8,55.1,14.4,96.5,5806.2,96313.90000000002,3912.2
"Baker County, Florida(6)",12003,438.1,113.7,8.7,55.1,14.4,96.5,246.89999999999998,2861.0,237.10000000000002
"Edgar County, Illinois(7)",17045,438.1,113.7,8.7,55.1,14.4,96.5,2736.1,463447.7999999998,4641.5
"Harlan County, Nebraska(6)",31083,438.0,113.7,8.7,55.1,14.4,96.5,29098.899999999998,291765.69999999995,3579.7000000000003
"Tuscola County, Michigan(6)",26157,437.9,113.7,8.7,55.1,14.4,96.4,2932.4,227214.49999999997,4413.900000000001
"Burnet County, Texas(7)",48053,437.8,113.6,8.7,55.0,14.4,96.4,166.00000000000003,4251.899999999999,13.500000000000002
"Webster County, Missouri(6)",29225,437.6,113.6,8.6,55.0,14.3,96.4,1371.5,21669.2,73.6
"Manistee County, Michigan(6)",26101,437.6,113.5,8.5,55.0,14.3,96.4,585.4,2811.5,469.0999999999999
"Concordia Parish, Louisiana(7)",22029,437.5,113.5,8.5,55.0,14.3,96.4,46236.3,304966.39999999997,7849.3
"Gillespie County, Texas(7)",48171,437.5,113.5,8.5,55.0,14.3,96.4,178.20000000000002,9180.600000000002,92.69999999999999
"Yadkin County, North Carolina(6)",37197,437.3,113.5,8.5,55.0,14.3,96.3,2405.1000000000004,44734.40000000001,1850.6
"Lee County, South Carolina(6)",45061,437.2,113.4,8.5,55.0,14.3,96.3,11075.2,155035.20000000004,2949.1000000000004
"McKean County, Pennsylvania(6)",42083,437.1,113.4,8.5,54.9,14.3,96.3,147.59999999999997,1123.1999999999998,48.7
