County,FIPS,Cancer Incidence Rate Per 100k,Breast Cancer Incidence Rate Per 100k,Leukemia Incidence Rate Per 100k,Lung Cancer Incidence Rate Per 100k,Non-Hodgkin Lymphoma Incidence Rate Per 100k,Prostate Cancer Incidence Rate Per 100k,Insecticide Sum,Herbicide Sum,Fungicide Sum
"Lowndes County, Georgia(7)",13185,462.3,122.7,13.0,63.5,17.5,109.0,6128.3,30834.1,3390.0000000000005
"Cobb County, Georgia(7)",13067,462.2,122.7,13.0,63.5,17.5,109.0,104.79999999999998,206.8,143.4
"Magoffin County, Kentucky(7)",21153,462.2,122.7,13.0,63.5,17.5,108.9,42.300000000000004,609.6999999999999,3.1000000000000005
"Miller County, Georgia(7)",13201,462.2,122.7,13.0,63.5,17.5,108.9,20672.2,104869.1,8533.400000000001
"Philadelphia County, Pennsylvania(6)",42101,462.1,122.6,13.0,63.4,17.5,108.9,5.3999999999999995,32.1,1.0999999999999999
"Todd County, Kentucky(7)",21219,462.1,122.6,13.0,63.4,17.5,108.9,1850.7999999999997,240094.40000000002,7046.300000000001
"Jefferson County, Nebraska(6)",31095,461.9,122.6,13.0,63.4,17.5,108.9,47325.90000000001,381603.1,5709.800000000001
"Snyder County, Pennsylvania(6)",42109,461.9,122.6,13.0,63.4,17.4,108.8,2354.9,56170.4,955.5999999999999
"Delaware County, Pennsylvania(6)",42045,461.9,122.6,13.0,63.4,17.4,108.8,222.39999999999998,202.29999999999998,44.1
"Cooper County, Missouri(6)",29053,461.8,122.5,13.0,63.4,17.4,108.8,5492.6,115377.6,2414.2999999999997
"Monroe County, Wisconsin(6)",55081,461.7,122.5,13.0,63.4,17.4,108.8,1053.6,77779.70000000001,756.7
"Dutchess County, New York(7)",36027,461.6,122.5,13.0,63.4,17.4,108.8,783.7000000000002,9283.7,278.9
"Cameron Parish, Louisiana(7)",22023,461.6,122.5,13.0,63.4,17.4,108.7,238.4,23424.600000000006,582.8000000000001
"Sequatchie County, Tennessee(6)",47153,461.6,122.5,13.0,63.4,17.4,108.6,58.4,4635.300000000001,55.9
"Wright County, Missouri(6)",29229,461.5,122.5,13.0,63.3,17.4,108.6,730.6,20613.899999999994,35.4
"Waupaca County, Wisconsin(6)",55135,461.5,122.5,12.9,63.3,17.4,108.6,1160.7,95676.2,896.3
"Allen County, Ohio(6)",39003,461.5,122.5,12.9,63.3,17.4,108.6,2408.9,200564.60000000003,1950.1
"Merrick County, Nebraska(6)",31121,461.5,122.5,12.9,63.3,17.4,108.6,1950.8999999999999,269415.7,3575.7000000000003
"Wise County, Texas(7)",48497,461.4,122.4,12.9,63.3,17.4,108.6,1412.6,16547.800000000003,69.1
"Midland County, Michigan(6)",26111,461.4,122.4,12.9,63.2,17.4,108.5,1189.7,36311.8,1699.3
"Wayne County, Michigan(6)",26163,461.4,122.4,12.9,63.2,17.4,108.4,344.40000000000003,5615.199999999999,201.1
"Hamblen County, Tennessee(6)",47063,461.3,122.3,12.9,63.2,17.4,108.4,34.2,16869.299999999996,370.59999999999997
"Clinton County, Missouri(6)",29049,461.3,122.3,12.9,63.2,17.4,108.4,2341.1,160939.80000000002,856.2
"Fulton County, Ohio(6)",39051,461.1,122.3,12.9,63.2,17.4,108.4,1605.9,131928.9,1755.9
"Macomb County, Michigan(6)",26099,461.1,122.2,12.9,63.2,17.4,108.3,1752.4999999999998,32569.900000000005,713.8
"Bonneville County, Idaho(7)",16019,461.0,122.2,12.9,63.2,17.4,108.2,1816.3000000000002,68340.99999999997,4829.2
"Bennington County, Vermont(6)",50003,461.0,122.2,12.9,63.2,17.4,108.2,290.29999999999995,2202.5,109.20000000000002
"Harrison County, Texas(7)",48203,461.0,122.2,12.9,63.2,17.4,108.2,271.09999999999997,7754.899999999999,87.5
"Vance County, North Carolina(6)",37181,460.9,122.1,12.9,63.2,17.3,108.2,728.0999999999999,4289.7,337.3
"Leelanau County, Michigan(6)",26089,460.9,122.1,12.9,63.2,17.3,108.2,2316.1000000000004,6216.800000000001,3598.2
"Caribou County, Idaho(7)",16029,460.9,122.1,12.9,63.1,17.3,108.2,847.0,37884.9,1907.1
"Oglala Lakota/Shannon County, South Dakota(6)",46102,460.8,122.1,12.9,63.1,17.3,108.2,1030.4,37985.8,231.49999999999997
"Grant County, Oklahoma(6)",40053,460.8,122.1,12.8,63.1,17.3,108.1,45973.6,509827.4,11011.1
"Choctaw County, Oklahoma(6)",40023,460.7,122.1,12.8,63.1,17.3,108.1,200.6,15365.699999999999,196.39999999999998
"Ware County, Georgia(7)",13299,460.7,122.0,12.8,63.1,17.3,108.0,1896.1000000000001,11072.699999999999,688.9
"Decatur County, Georgia(7)",13087,460.6,122.0,12.8,63.1,17.3,108.0,27459.399999999998,104075.50000000001,10475.299999999997
"Emmons County, North Dakota(6)",38029,460.6,122.0,12.8,63.1,17.3,108.0,3981.2,344552.6999999999,8667.3
"Franklin County, Vermont(6)",50011,460.5,122.0,12.8,63.1,17.3,108.0,1549.6999999999998,33933.50000000001,534.1999999999999
"Clermont County, Ohio(6)",39025,460.5,122.0,12.8,63.0,17.3,108.0,1100.9000000000003,97988.59999999999,1043.3
"Union County, Ohio(6)",39159,460.3,122.0,12.8,63.0,17.3,107.9,2824.7000000000003,120787.20000000001,2565.6000000000004
"Allen County, Kentucky(7)",21003,460.2,121.9,12.8,63.0,17.3,107.9,555.1,29917.399999999998,373.99999999999994
"Suwannee County, Florida(6)",12121,460.1,121.9,12.8,63.0,17.3,107.9,2040.3,21254.600000000002,3557.3999999999996
"Bottineau County, North Dakota(6)",38009,460.1,121.9,12.8,63.0,17.3,107.9,7314.2,555270.7999999999,22643.500000000004
"Loudon County, Tennessee(6)",47105,460.1,121.8,12.7,62.9,17.3,107.8,107.9,34405.8,616.7
"Brantley County, Georgia(7)",13025,460.1,121.8,12.7,62.9,17.3,107.8,202.10000000000002,1314.0,100.69999999999999
"Shelby County, Kentucky(7)",21211,460.0,121.8,12.7,62.9,17.3,107.7,716.7,66565.8,1356.8999999999999
"Winneshiek County, Iowa(7)",19191,460.0,121.8,12.7,62.9,17.3,107.7,3374.9000000000005,257831.09999999995,4009.7
"Hood County, Texas(7)",48221,459.9,121.8,12.7,62.9,17.2,107.7,334.3,3951.4,133.79999999999998
"Sheboygan County, Wisconsin(6)",55117,459.8,121.7,12.7,62.8,17.2,107.6,1390.2000000000003,95984.99999999999,829.5
"Franklin County, Ohio(6)",39049,459.8,121.7,12.7,62.8,17.2,107.6,760.9,35852.9,725.5
"Marathon County, Wisconsin(6)",55073,459.7,121.7,12.7,62.8,17.2,107.5,3387.2,157866.40000000002,1675.7999999999997
"Charles Mix County, South Dakota(6)",46023,459.7,121.7,12.7,62.8,17.2,107.5,2878.0,211140.40000000002,2068.5
"St. Louis County, Missouri(6)",29189,459.7,121.7,12.7,62.8,17.2,107.5,220.5,7753.4,148.7
"Hillsborough County, New Hampshire(6)",33011,459.6,121.7,12.7,62.8,17.2,107.5,333.59999999999997,821.0000000000001,82.3
"Young County, Texas(7)",48503,459.6,121.7,12.7,62.8,17.2,107.4,852.1,14681.2,179.9
"Chippewa County, Wisconsin(6)",55017,459.6,121.7,12.7,62.7,17.1,107.4,2999.1000000000004,203076.0,1102.3999999999999
"Cocke County, Tennessee(6)",47029,459.5,121.6,12.7,62.7,17.1,107.3,64.8,13487.500000000002,255.29999999999998
"Rockdale County, Georgia(7)",13247,459.4,121.6,12.7,62.7,17.1,107.3,365.1,362.1,85.0
"Massac County, Illinois(7)",17127,459.3,121.6,12.7,62.7,17.1,107.2,866.0,64064.90000000001,1033.6
"Jackson County, Mississippi(6)",28059,459.3,121.6,12.7,62.7,17.1,107.2,758.4,6657.500000000002,464.20000000000005
"Van Buren County, Iowa(7)",19177,459.2,121.6,12.7,62.7,17.1,107.2,1749.7,168247.80000000008,1652.1000000000001
"Armstrong County, Texas(7)",48011,459.2,121.6,12.7,62.7,17.1,107.2,786.7,81443.40000000002,525.0
"Marquette County, Wisconsin(6)",55077,459.1,121.5,12.6,62.7,17.1,107.1,802.0,68453.59999999999,716.8
"Bacon County, Georgia(7)",13005,459.1,121.5,12.6,62.7,17.1,107.1,2958.1,20978.4,984.5000000000001
"Kleberg County, Texas(7)",48273,459.0,121.5,12.6,62.6,17.1,107.1,3736.6,185831.3,14.100000000000001
"Calhoun County, Michigan(6)",26025,458.9,121.5,12.6,62.6,17.1,107.0,3900.6000000000004,191654.40000000002,1577.0000000000002
"Lynn County, Texas(7)",48305,458.8,121.4,12.6,62.6,17.1,107.0,9087.099999999999,548623.1,214.3
"Lucas County, Iowa(7)",19117,458.7,121.4,12.6,62.6,17.1,106.9,1924.8,76994.00000000001,473.9
"Fayette County, Pennsylvania(6)",42051,458.7,121.4,12.6,62.5,17.1,106.9,1592.9000000000005,20317.9,495.5
"Milam County, Texas(7)",48331,458.6,121.4,12.6,62.5,17.1,106.9,8262.7,120767.00000000001,710.0999999999999
"Lake County, Michigan(6)",26085,458.4,121.3,12.6,62.5,17.1,106.9,250.9,7930.200000000002,238.4
"Knox County, Tennessee(6)",47093,458.4,121.3,12.6,62.5,17.1,106.9,23.9,6104.4,77.0
"Grant County, South Dakota(6)",46051,458.3,121.3,12.6,62.5,17.1,106.9,1919.2,177194.7,2012.6
"Platte County, Nebraska(6)",31141,458.2,121.3,12.6,62.5,17.1,106.8,3372.9000000000005,468956.60000000003,6113.5
"Evans County, Georgia(7)",13109,458.1,121.2,12.6,62.5,17.1,106.7,2316.1000000000004,9153.9,842.4
"Comanche County, Oklahoma(6)",40031,458.1,121.2,12.6,62.4,17.1,106.7,1318.9000000000003,34814.80000000001,342.2
"Ulster County, New York(7)",36111,458.0,121.2,12.6,62.4,17.1,106.6,4830.699999999999,3836.9000000000005,1099.4
"Harrison County, Missouri(6)",29081,458.0,121.2,12.6,62.4,17.0,106.6,3971.6,241678.19999999998,1280.9999999999998
"Montgomery County, Tennessee(6)",47125,457.9,121.2,12.5,62.4,17.0,106.6,865.3000000000001,89810.3,2285.7999999999997
"Fulton County, Georgia(7)",13121,457.8,121.1,12.5,62.4,17.0,106.6,108.6,704.8000000000001,144.79999999999998
"Forsyth County, North Carolina(6)",37067,457.8,121.1,12.5,62.4,17.0,106.5,486.69999999999993,4437.0,313.1
"Union County, Pennsylvania(6)",42119,457.7,121.1,12.5,62.4,17.0,106.5,1016.3,31757.5,469.90000000000003
"Colquitt County, Georgia(7)",13071,457.7,121.1,12.5,62.4,17.0,106.4,16690.4,134806.39999999997,7413.8
"Echols County, Georgia(7)",13101,457.6,121.1,12.5,62.3,17.0,106.4,801.4,6283.800000000001,803.9999999999999
"Morgan County, Ohio(6)",39115,457.6,121.1,12.5,62.3,17.0,106.4,858.0999999999999,7311.199999999999,106.5
"Pembina County, North Dakota(6)",38067,457.5,121.0,12.5,62.3,17.0,106.3,20855.600000000002,322928.19999999995,22062.6
"Preston County, West Virginia(6)",54077,457.5,121.0,12.5,62.3,17.0,106.3,418.50000000000006,7851.099999999999,118.19999999999999
"Borden County, Texas(7)",48033,457.4,121.0,12.5,62.3,17.0,106.3,1604.3,57003.90000000001,42.1
"Henderson County, Tennessee(6)",47077,457.4,121.0,12.5,62.3,17.0,106.3,709.0,61779.3,2272.8999999999996
"Dawson County, Georgia(7)",13085,457.4,121.0,12.5,62.3,17.0,106.2,84.70000000000002,2499.5,33.199999999999996
"Floyd County, Georgia(7)",13115,457.0,120.9,12.4,62.2,17.0,106.2,282.0,25275.6,326.5
"McNairy County, Tennessee(6)",47109,457.0,120.9,12.4,62.2,16.9,106.2,1525.8000000000002,63072.599999999984,1808.7
"Grayson County, Texas(7)",48181,457.0,120.9,12.4,62.2,16.9,106.2,3774.7999999999997,45373.5,752.3999999999999
"Anderson County, Tennessee(6)",47001,457.0,120.8,12.4,62.2,16.9,106.2,8.6,1073.0,3.7
"Seminole County, Florida(6)",12117,456.9,120.8,12.4,62.2,16.9,106.1,1025.3000000000002,7122.2,175.0
"Mitchell County, North Carolina(6)",37121,456.9,120.8,12.4,62.1,16.9,106.1,151.8,971.1000000000003,52.10000000000001
"Ada County, Idaho(7)",16001,456.9,120.8,12.4,62.1,16.9,106.1,863.9999999999999,17781.100000000002,616.1000000000001
"Calvert County, Maryland(6)",24009,456.8,120.7,12.4,62.1,16.9,106.1,344.1,11494.899999999998,211.3
"Hill County, Montana(6)",30041,456.7,120.7,12.4,62.1,16.9,106.0,4345.8,742329.0,10713.599999999999
"Tate County, Mississippi(6)",28137,456.5,120.7,12.4,62.1,16.9,106.0,5344.4,88141.99999999999,1394.1000000000004
"Wood County, Texas(7)",48499,456.4,120.7,12.3,62.1,16.9,106.0,42.599999999999994,7195.1,425.1
"Sanilac County, Michigan(6)",26151,456.4,120.7,12.3,62.0,16.9,105.9,3965.5000000000005,278002.89999999997,5936.4
"Clearfield County, Pennsylvania(6)",42033,456.4,120.7,12.3,62.0,16.9,105.9,383.0000000000001,3928.7000000000003,65.3
"Roane County, Tennessee(6)",47145,456.3,120.6,12.3,62.0,16.9,105.9,32.00000000000001,1857.6,8.600000000000001
"Winnebago County, Wisconsin(6)",55139,456.3,120.6,12.3,62.0,16.9,105.9,1211.7,91972.5,763.6
"Henry County, Missouri(6)",29083,456.2,120.6,12.3,62.0,16.9,105.8,1840.7,122362.39999999998,1512.1
"Tuscarawas County, Ohio(6)",39157,456.2,120.6,12.3,62.0,16.9,105.8,1955.1000000000001,37206.100000000006,413.5
"Macon County, North Carolina(6)",37113,456.2,120.5,12.3,61.9,16.9,105.8,32.2,3389.4999999999995,125.6
"Montgomery County, Pennsylvania(6)",42091,456.2,120.5,12.3,61.9,16.9,105.7,231.9,10765.3,196.2
"Pointe Coupee Parish, Louisiana(7)",22077,456.1,120.4,12.3,61.9,16.9,105.7,12033.9,112608.29999999999,2619.6
"Lancaster County, Pennsylvania(6)",42071,456.1,120.4,12.3,61.9,16.9,105.7,4488.900000000001,241084.9,4113.5
"Dauphin County, Pennsylvania(6)",42043,455.9,120.3,12.3,61.9,16.9,105.6,1257.1,49237.69999999999,731.0
"Webster County, Kentucky(7)",21233,455.9,120.3,12.3,61.8,16.9,105.6,1286.9,197329.99999999997,3467.1
"Cherokee County, North Carolina(6)",37039,455.9,120.3,12.3,61.8,16.8,105.6,47.400000000000006,3297.8999999999996,92.99999999999997
"Fillmore County, Nebraska(6)",31059,455.9,120.3,12.2,61.8,16.8,105.6,57627.30000000001,569603.2999999999,8494.5
"Benton County, Missouri(6)",29015,455.9,120.3,12.2,61.8,16.8,105.6,1816.4,37304.9,643.1999999999999
"Jackson County, Michigan(6)",26075,455.8,120.3,12.2,61.8,16.8,105.6,3849.2999999999997,131872.7,1182.4
"Lee County, Texas(7)",48287,455.8,120.3,12.2,61.7,16.8,105.5,201.20000000000002,10405.5,58.0
"Benson County, North Dakota(6)",38005,455.8,120.3,12.2,61.7,16.8,105.5,5305.700000000001,466868.30000000005,12610.199999999999
"Mitchell County, Texas(7)",48335,455.7,120.3,12.2,61.7,16.8,105.4,3040.9000000000005,58689.600000000006,379.4
"Passaic County, New Jersey(7)",34031,455.7,120.3,12.2,61.7,16.8,105.4,219.0,112.5,49.8
"Sheridan County, Montana(6)",30091,455.7,120.3,12.2,61.7,16.8,105.4,3760.4999999999995,277100.49999999994,13976.4
"St. Bernard Parish, Louisiana(7)",22087,455.7,120.2,12.2,61.7,16.8,105.4,0.0,653.4000000000001,0.0
"Guthrie County, Iowa(7)",19077,455.7,120.2,12.2,61.7,16.8,105.4,5137.099999999999,280026.69999999995,5051.499999999999
"Coweta County, Georgia(7)",13077,455.7,120.2,12.2,61.6,16.8,105.3,441.59999999999997,4467.900000000001,309.59999999999997
"Franklin County, North Carolina(6)",37069,455.6,120.2,12.2,61.6,16.8,105.3,2253.5,19727.399999999994,1095.8000000000002
"Edgecombe County, North Carolina(6)",37065,455.6,120.1,12.2,61.6,16.8,105.3,28260.300000000003,190377.40000000002,5797.4
"La Salle Parish, Louisiana(7)",22059,455.6,120.1,12.2,61.6,16.8,105.3,254.69999999999996,4356.2,61.400000000000006
"Winnebago County, Illinois(7)",17201,455.6,120.1,12.2,61.6,16.8,105.3,1429.2,185739.9,1746.1000000000001
"Wells County, North Dakota(6)",38103,455.6,120.1,12.2,61.6,16.8,105.3,4570.8,262128.30000000005,4728.2
"Geauga County, Ohio(6)",39055,455.5,120.0,12.1,61.5,16.8,105.3,1145.6999999999998,8029.300000000002,195.5
"Oxford County, Maine(6)",23017,455.4,120.0,12.1,61.5,16.8,105.2,616.1,5398.0,83.30000000000001
"Johnson County, Illinois(7)",17087,455.4,120.0,12.1,61.5,16.7,105.2,567.4,55890.200000000004,929.0999999999998
"Portage County, Ohio(6)",39133,455.4,120.0,12.1,61.5,16.7,105.2,1264.1,30379.299999999996,564.3
"Winn Parish, Louisiana(7)",22127,455.3,120.0,12.1,61.5,16.7,105.2,0.0,1258.4,0.0
"Jones County, Mississippi(6)",28067,455.3,120.0,12.1,61.5,16.7,105.1,433.20000000000005,11164.2,354.5
"Gage County, Nebraska(6)",31067,455.3,120.0,12.1,61.5,16.7,105.1,94080.0,645208.3999999999,8967.800000000001
"Phelps County, Missouri(6)",29161,455.2,120.0,12.1,61.4,16.7,105.1,236.4,4436.400000000001,27.900000000000002
"New Castle County, Delaware(6)",10003,455.2,119.9,12.1,61.4,16.7,105.1,1935.5,60729.8,1496.7
"Alachua County, Florida(6)",12001,455.2,119.9,12.1,61.4,16.7,105.0,3536.3999999999996,20414.299999999996,1192.8999999999999
"Dickens County, Texas(7)",48125,455.2,119.9,12.1,61.4,16.7,105.0,2300.4999999999995,82295.4,110.3
"Bonner County, Idaho(7)",16017,455.1,119.9,12.1,61.4,16.7,105.0,67.6,1246.3000000000002,27.6
"Orleans County, Vermont(6)",50019,455.1,119.8,12.1,61.4,16.7,105.0,937.6,16844.599999999995,324.5
"Scotland County, North Carolina(6)",37165,455.0,119.8,12.1,61.4,16.7,105.0,2414.1999999999994,35759.700000000004,946.5
"Montmorency County, Michigan(6)",26119,455.0,119.8,12.1,61.3,16.7,104.9,167.4,3852.3,121.19999999999999
"Douglas County, Wisconsin(6)",55031,454.9,119.8,12.1,61.3,16.7,104.9,107.39999999999999,2719.6999999999994,13.100000000000001
"Butler County, Pennsylvania(6)",42019,454.9,119.8,12.1,61.3,16.7,104.9,1986.2,71026.79999999999,1080.6
"Mellette County, South Dakota(6)",46095,454.9,119.8,12.0,61.3,16.7,104.9,1497.3999999999999,32624.2,431.1
"Gadsden County, Florida(6)",12039,454.7,119.8,12.0,61.3,16.7,104.8,415.6,2150.0,259.5
"Panola County, Texas(7)",48365,454.7,119.8,12.0,61.3,16.7,104.8,50.4,6118.399999999999,84.7
"Durham County, North Carolina(6)",37063,454.6,119.7,12.0,61.2,16.7,104.8,156.5,1980.6,192.8
"Wood County, Wisconsin(6)",55141,454.6,119.7,12.0,61.2,16.6,104.8,899.5,64219.600000000006,491.29999999999995
"Boundary County, Idaho(7)",16021,454.4,119.7,12.0,61.2,16.6,104.8,743.0999999999999,11689.600000000002,1130.8
"Angelina County, Texas(7)",48005,454.3,119.7,12.0,61.2,16.6,104.8,0.2,978.5000000000001,3.8
"Park County, Wyoming(6)",56029,454.2,119.7,12.0,61.1,16.6,104.7,3079.7999999999997,55606.600000000006,604.8
"Lapeer County, Michigan(6)",26087,454.2,119.7,12.0,61.1,16.6,104.7,1802.1999999999996,105914.09999999999,1606.5
"Adams County, Pennsylvania(6)",42001,454.2,119.7,12.0,61.1,16.6,104.7,14103.0,72099.7,4530.8
"Lake County, Illinois(7)",17097,454.1,119.6,12.0,61.1,16.6,104.7,210.40000000000003,17655.2,283.5
"Tompkins County, New York(7)",36109,454.1,119.6,12.0,61.1,16.6,104.6,976.3,19798.300000000003,303.90000000000003
"Wake County, North Carolina(6)",37183,453.9,119.6,12.0,61.1,16.6,104.6,2239.0000000000005,37743.6,932.4
"Carroll County, Mississippi(6)",28015,453.9,119.6,12.0,61.1,16.6,104.6,10796.4,63336.5,794.3
"Simpson County, Mississippi(6)",28127,453.9,119.6,12.0,61.0,16.6,104.5,446.19999999999993,8771.000000000002,167.20000000000002
"Livingston County, Missouri(6)",29117,453.8,119.5,11.9,61.0,16.6,104.5,2254.6000000000004,171902.1,768.2
"Copiah County, Mississippi(6)",28029,453.6,119.5,11.9,61.0,16.6,104.5,919.7,7846.1,62.5
"Bastrop County, Texas(7)",48021,453.6,119.5,11.9,61.0,16.6,104.5,585.9000000000001,9689.300000000005,94.1
"Orange County, Vermont(6)",50017,453.5,119.5,11.9,60.9,16.6,104.5,315.2,5641.099999999999,111.6
"Bristol County, Rhode Island(6)",44001,453.5,119.5,11.9,60.9,16.6,104.5,4.0,91.3,0.2
"Stark County, Ohio(6)",39151,453.4,119.5,11.9,60.9,16.6,104.5,3484.8,56111.9,1128.3000000000002
"Catahoula Parish, Louisiana(7)",22025,453.2,119.5,11.9,60.9,16.6,104.3,55649.200000000004,236706.6,3349.2999999999997
"Essex County, Massachusetts(7)",25009,453.1,119.5,11.9,60.9,16.5,104.3,171.70000000000002,1532.3000000000002,69.1
"Anderson County, South Carolina(6)",45007,453.1,119.5,11.9,60.8,16.5,104.3,327.8,25940.000000000004,318.5
"Somerset County, New Jersey(7)",34035,453.0,119.4,11.9,60.8,16.5,104.3,218.6,3928.2999999999993,85.9
"Catawba County, North Carolina(6)",37035,453.0,119.4,11.9,60.8,16.5,104.2,1034.4,32810.6,850.4000000000001
"Wheeler County, Texas(7)",48483,453.0,119.4,11.9,60.7,16.5,104.2,1359.3999999999999,53163.80000000001,318.29999999999995
"Hardee County, Florida(6)",12049,453.0,119.4,11.9,60.7,16.5,104.2,19601.7,116184.4,3328.9
"Columbia County, Oregon(6)",41009,453.0,119.3,11.9,60.6,16.5,104.2,275.29999999999995,8096.799999999999,381.5
"Fisher County, Texas(7)",48151,453.0,119.3,11.8,60.6,16.5,104.1,4595.1,96408.6,841.5
"Middlesex County, New Jersey(7)",34023,452.9,119.3,11.8,60.6,16.5,104.1,355.8,8494.6,171.9
"Decatur County, Tennessee(6)",47039,452.9,119.3,11.8,60.6,16.5,104.1,221.10000000000002,20997.799999999992,709.9
"Beckham County, Oklahoma(6)",40009,452.8,119.3,11.8,60.6,16.5,104.1,3770.9,30486.30000000001,662.5
"Morgan County, West Virginia(6)",54065,452.8,119.3,11.8,60.5,16.5,104.0,154.20000000000002,1284.8999999999999,22.7
"Okfuskee County, Oklahoma(6)",40107,452.7,119.3,11.8,60.5,16.5,104.0,5141.5999999999985,37634.799999999996,542.9
"Worth County, Missouri(6)",29227,452.7,119.3,11.8,60.5,16.5,104.0,926.4000000000002,54413.29999999999,299.90000000000003
"Callaway County, Missouri(6)",29027,452.6,119.2,11.8,60.5,16.5,103.9,4096.299999999999,98048.80000000003,2137.2
"Cannon County, Tennessee(6)",47015,452.6,119.2,11.8,60.5,16.5,103.9,274.3,39489.0,579.3
"Essex County, New Jersey(7)",34013,452.5,119.2,11.8,60.5,16.4,103.9,223.50000000000003,214.5,49.0
"Marshall County, West Virginia(6)",54051,452.4,119.2,11.8,60.5,16.4,103.9,232.09999999999997,834.2,9.700000000000001
"St. John the Baptist Parish, Louisiana(7)",22095,452.4,119.2,11.8,60.5,16.4,103.8,59.900000000000006,21054.2,34.7
"Hoke County, North Carolina(6)",37093,452.3,119.2,11.8,60.5,16.4,103.8,2649.4,44173.89999999999,870.0000000000001
"Douglas County, Washington(6)",53017,452.3,119.1,11.8,60.5,16.4,103.7,10202.800000000001,117091.1,8045.100000000001
"Nolan County, Texas(7)",48353,452.2,119.1,11.8,60.5,16.4,103.6,3203.0,77350.2,924.1
"Greenville County, South Carolina(6)",45045,452.1,119.1,11.8,60.5,16.4,103.6,230.29999999999998,9147.9,149.39999999999998
"Lafayette County, Florida(6)",12067,452.0,119.1,11.8,60.4,16.4,103.6,1811.4999999999998,18895.6,2448.2000000000003
"Butler County, Ohio(6)",39017,452.0,119.1,11.8,60.4,16.4,103.6,1637.4000000000003,132182.6,1303.4
"Walsh County, North Dakota(6)",38099,451.9,119.0,11.8,60.4,16.4,103.6,20461.1,394762.30000000005,25130.0
"Ellis County, Texas(7)",48139,451.9,119.0,11.7,60.4,16.4,103.5,16445.1,170482.80000000002,1351.7
"Turner County, South Dakota(6)",46125,451.8,119.0,11.7,60.4,16.4,103.5,1957.4,180915.7,1125.6999999999998
"Clay County, Missouri(6)",29047,451.8,119.0,11.7,60.4,16.4,103.5,895.3,59301.799999999996,329.7
"Lincoln County, Mississippi(6)",28085,451.8,118.9,11.7,60.3,16.4,103.4,180.10000000000005,8039.3,26.700000000000003
"Trinity County, Texas(7)",48455,451.8,118.9,11.7,60.3,16.4,103.4,5.300000000000001,7610.0,2.8000000000000003
"Logan County, Ohio(6)",39091,451.7,118.9,11.7,60.3,16.4,103.4,1715.2,120112.50000000001,1202.0
"Hardin County, Illinois(7)",17069,451.7,118.9,11.7,60.3,16.4,103.3,71.7,8474.9,93.0
"Holt County, Missouri(6)",29087,451.6,118.8,11.7,60.3,16.4,103.3,4362.200000000001,290562.39999999997,1514.1000000000001
"Liberty County, Florida(6)",12077,451.6,118.8,11.7,60.2,16.4,103.3,1443.1,5003.3,772.1999999999999
"Spartanburg County, South Carolina(6)",45083,451.5,118.8,11.7,60.2,16.4,103.2,621.6999999999999,19496.600000000002,542.6
"Golden Valley County, North Dakota(6)",38033,451.5,118.8,11.7,60.2,16.4,103.2,1101.7000000000003,106738.1,2271.1
"Columbia County, Wisconsin(6)",55021,451.4,118.8,11.7,60.2,16.4,103.2,2719.9999999999995,204961.99999999997,2236.2000000000003
"Alfalfa County, Oklahoma(6)",40003,451.4,118.8,11.7,60.1,16.4,103.2,14693.200000000003,169599.00000000003,10521.6
"Caledonia County, Vermont(6)",50005,451.3,118.7,11.6,60.1,16.3,103.1,255.4,4930.9,89.2
"Taylor County, Texas(7)",48441,451.2,118.7,11.6,60.1,16.3,103.1,1403.9,51857.2,1020.3
"Tom Green County, Texas(7)",48451,451.2,118.6,11.6,60.1,16.3,103.1,9590.7,225409.09999999998,691.1999999999999
"Glynn County, Georgia(7)",13127,451.1,118.6,11.6,60.1,16.3,103.0,0.0,119.69999999999999,0.0
"Barton County, Missouri(6)",29011,451.1,118.6,11.6,60.0,16.3,103.0,5368.900000000001,254100.80000000002,3668.2000000000003
"Hamilton County, Tennessee(6)",47065,451.0,118.5,11.6,60.0,16.3,103.0,32.7,2296.5,36.7
"Fairfield County, Ohio(6)",39045,451.0,118.5,11.6,59.9,16.3,103.0,2942.6,119186.70000000003,2175.1
"Washington County, Oklahoma(6)",40147,450.9,118.5,11.6,59.9,16.3,102.9,952.6000000000001,22760.100000000002,345.4
"Orange County, North Carolina(6)",37135,450.8,118.4,11.6,59.9,16.3,102.9,592.1000000000001,6506.400000000001,273.2
"Charlotte County, Florida(6)",12015,450.8,118.4,11.6,59.9,16.3,102.9,2651.2999999999997,12352.0,714.6
"Warren County, Iowa(7)",19181,450.8,118.4,11.6,59.8,16.3,102.8,3073.9,155753.1,877.5
"Lafayette County, Missouri(6)",29107,450.7,118.4,11.5,59.8,16.3,102.8,4995.400000000001,292139.49999999994,3143.3999999999996
"Clay County, Tennessee(6)",47027,450.7,118.4,11.5,59.8,16.3,102.8,271.79999999999995,11226.9,142.39999999999998
"Clay County, Texas(7)",48077,450.5,118.4,11.5,59.8,16.3,102.7,2161.0000000000005,28820.800000000003,216.20000000000002
"Taylor County, Florida(6)",12123,450.5,118.3,11.5,59.7,16.3,102.7,99.4,4580.400000000001,139.9
"Laramie County, Wyoming(6)",56021,450.4,118.3,11.5,59.7,16.2,102.7,2234.0,101497.49999999999,433.8
"Cumberland County, Tennessee(6)",47035,450.3,118.2,11.5,59.7,16.2,102.6,100.6,19236.8,260.2
