AREA_FIPS_CODE,"2,4-D",ACEPHATE,ACETAMIPRID,ACETOCHLOR,ATRAZINE,AZOXYSTROBIN,BENTAZONE,BENZOVINDIFLUPYR,BOSCALID,BROMACIL,BROMOXYNIL,CARBARYL,CHLORANTRANILIPROLE,CHLORIMURON,CHLORPYRIFOS,CLOTHIANIDIN,CYANTRANILIPROLE,CYPRODINIL,DIAZINON,DICAMBA,DICROTOPHOS,DIFLUBENZURON,DIMETHENAMID,DIMETHENAMID & DIMETHENAMID-P,DIMETHENAMID-P,DIMETHOATE,DIMETHOMORPH,DINOTEFURAN,DIURON,ETHOPROPHOS,ETOXAZOLE,FIPRONIL,FLUOMETURON,FLUOPICOLIDE,GLYPHOSATE,HALOSULFURON,HEXAZINONE,IMAZETHAPYR,IMIDACLOPRID,LINURON,MALATHION,METALAXYL,METCONAZOLE,METHOMYL,METHOXYFENOZIDE,METOLACHLOR,METOLACHLOR & METOLACHLOR-S,METOLACHLOR-S,METRIBUZIN,MYCLOBUTANIL,ORYZALIN,PERMETHRIN,PIPERONYL BUTOXIDE,PROPAZINE,PROPICONAZOLE,PYRACLOSTROBIN,PYRIMETHANIL,SIMAZINE,SULFENTRAZONE,SULFOXAFLOR,TEBUCONAZOLE,TEBUPIRIMPHOS,TEBUTHIURON,TERBUFOS,TETRACONAZOLE,THIAMETHOXAM,THIOBENCARB,TRICLOPYR,TRIFLOXYSTROBIN,Grand Total
01001,3951.6,560.2,,1248.2,725.3,220.5,6.1,11.2,,,,9.7,18.5,1.4,265.8,,,,,2230.5,681.7,6.7,,1338.3,1338.3,,,,28.3,,,,251.7,,7152.1,2.4,37.2,3.1,228.2,,,,6.9,,18.9,341.2,1091.4,750.4,65.1,,,16.8,,,46.7,326.8,,151.9,25.8,69,76.4,,,55.2,7,87.1,,84.2,10.9,23548.7
01003,2901.5,4502.3,,5860.6,7579.5,3124.8,327.7,1225.4,,,,11.2,210.9,10.2,3166.9,,,,,2012.4,1126.2,163,,2881.1,2881.1,,,,1403.4,,,,1256.8,,54704.4,0.2,37.2,57.9,777.2,,,,31.5,15.3,502.5,4513,14533.1,10020.1,490.8,,,127.3,,,378.1,1271.9,0.5,688.1,195.9,158.6,2430.2,,,300.9,52.8,159.5,,649.4,56,132797.4
01005,5639.1,679.6,,2144.2,94.8,211.7,40.3,5.3,,,,12.8,23.6,1.5,928.1,,,,,2803,684,16.9,,1363.5,1363.5,,,,1328.4,,,,297.8,,8451.6,0.1,51.3,7.5,143.9,,39.3,,9.4,1.1,50.7,242,1543.2,1301.2,71.6,,,18.6,,,107.4,523.7,0.1,161.3,28.6,77.6,343.9,,,479.7,26.8,48.6,,872.8,56,32296.1
01007,1527.6,,,142.6,240.5,26.8,,2,,,,0.3,,1.8,11.6,,,,,591.3,,9.2,,264.6,264.6,,,,,,,,,,2589.2,,21.6,5.2,22.3,,,,0.7,,14.8,341.7,820.2,478.4,87,0.9,,4,,,45.4,62.8,,34.1,34.8,2.1,56.7,,,,,20.4,,29.1,19.1,7773.4
01009,17384.7,247.5,,1458.2,553.3,103.8,54,16,,,,46.2,8.4,12.6,228.8,,,,,1167.9,4.2,16.5,,371.7,371.7,,,,8.5,,,,31.3,,5003,0.2,,7.5,329.1,,,,0.3,,21.3,289.6,1759,1469.4,21.5,1.4,,1.8,,,48.1,30,,15.6,50.6,22.8,140.9,,,,,13.8,,175.8,6.4,31493.4
01011,3496,12.5,,197.2,642.6,81.6,3.3,6.2,,,,12.7,1.6,0.3,178.5,,,,,627.8,1.8,1.9,,12.8,12.8,,,,,,,,,,1885.3,0.1,48.1,0.9,34.7,,,,6.2,,12.1,195.2,434.1,239,14.8,,,3.8,,,59.1,90.1,,134.5,5.8,6.6,62.7,,,48.9,1.6,3.4,,108.7,20.4,8705.7
01013,693.8,122.6,,528.6,3130.1,396.6,32.1,121.1,,,,17.1,15.3,0.2,491,,,,,292.5,19.9,12.8,,,,,,,,,,,,,5171.2,0.1,22.7,4.4,57.7,,,,13,0.5,40.2,584.5,1661.2,1076.7,10.6,,,2.6,,,120.8,221.3,0.5,284.2,4,8.9,263.1,,,104.8,1.1,2.4,,395.3,24.1,15949.6
01015,8058.1,541,,2140.9,2273.7,95.6,,2.9,,,,1.5,5.9,13.5,79.8,,,,,1535,9.3,17.1,,802.5,802.5,,,,18.7,,,,68.4,,7899.4,0.1,,8.1,309,,,,1.4,,22.6,695,2952.1,2257.1,24.7,,,8.1,,,78.9,48.9,,64.5,55.6,52,81.2,,,,,30.2,,79.1,22.7,31157.1
01017,3780.4,43.5,,322,38.9,51.4,16.4,6.9,,,,2,4.4,0.2,97.9,,,,,1217.9,93.4,1.4,,389.8,389.8,,,,9,,,,28.6,,3487.8,,60.2,0.6,116.4,,,,0.1,,1.9,45.3,183,137.7,10.1,,,0.6,,,25.2,37.2,,5.2,4,9.2,41.4,,,,,6.7,,81.3,14.7,10762.5
01019,7132.8,3142.1,,8916.5,4039.3,405.3,29.5,12.8,,,,4.3,37.3,18.4,490.7,,,,,4655.7,53.9,23.7,,3132,3132,,,,108.5,,,,397.3,,28297.9,0,,11,1782.7,,,,2.4,,31.2,1162.5,5767.7,4605.2,34.7,0.9,,13.7,,,113.2,134.2,,114.7,76.4,291.8,154,,,,,175.5,,61.1,27.3,78590.2
01021,2694.6,43.5,,273.4,159.3,53.4,,1.3,,,,7.8,2.5,1,311.9,,,,,1245.2,93.4,5.1,,508.3,508.3,,,,9,,,,28.6,,4468.8,,33.4,2.9,125.7,,,,0.5,,43.1,203.9,514,310.1,48.4,92.2,,2.6,,,37.3,64.8,,21.9,19.3,8.4,33,,,,,15.7,,45.1,11.4,12049.1
01023,276.3,130.1,,160.1,649.4,28.6,,0.3,,,,,1.9,0.2,44.4,,,,,194.7,37,0.8,,115.3,115.3,,,,56.1,,,,50.3,,2086.8,0.1,17.8,0.4,24.2,,,,2.7,0.4,4.8,81.1,232.7,151.6,10.6,,,2.6,,,17.8,52.5,0.5,59,4,6.3,10.8,,,22.9,1.1,4.2,,310.5,,4966.2
01025,233.5,142.6,,132.9,220.2,66.1,3.3,12.3,,,,4.1,3.1,,70.1,,,,,173.8,39,1.2,,115.3,115.3,,,,56.1,,,,50.3,,1356.6,0,18.9,0.4,33.5,,,,0.9,0.9,4.9,48.3,163.7,115.4,0.5,,,,,,18.9,30.9,0.5,20,,8.5,33,,,10.2,,1.8,,328.8,5.1,3640.9
01027,3282.1,,,69.6,157,8.1,,1.3,,,,4.1,,0.2,11.6,,,,,504.9,,1.1,,52.6,52.6,,,,,,,,,,1366.7,,52.2,0.6,17.6,,,,0.5,,2,126,234.2,108.2,10.1,1,,2.6,,,27.1,37.2,,22.3,4,2.1,18.5,,,,,2.4,,70.5,15.1,6266.1
01029,5349.8,,,112.5,780.6,6.7,,0.8,,,,0.9,,1,5.6,,,,,292.4,,1.3,,93.3,93.3,,,,,,,,,,835.9,0,,0.6,17.2,,,,0.5,,1.7,191.1,575.4,384.4,2.4,,,2.6,,,25.9,9.8,,22.1,4.5,2.1,18.5,,,,,,,54.2,15.1,8902.2
01031,6494.7,2073.3,,6509.9,45.9,411.3,178.1,21,,,,16.5,68.6,1.2,3504.7,,,,,6052.8,1886.8,26.9,,3685.1,3685.1,,,,3590.2,,,,804.8,,19533.1,0.1,58.3,24.2,354.4,,30.3,,13.8,0.4,146,371.4,4068.9,3697.6,56.2,,,14.6,,,90.6,1267.7,,236.9,22.4,192.5,1240.5,,,700.3,90.4,89.7,,993,66.9,72417.1
01033,9749.3,1482.2,,2854.5,5703.2,527.3,,110.1,,,,4.1,68.9,10,187.9,,,,,7547.3,299.4,112.9,,4394.4,4394.4,,,7.7,96.3,,,,899.9,,53861.9,,,37.6,54.1,,,,97.7,,165.8,2316.9,7863.2,5546.2,139.8,0.1,,11.8,,,717.3,327.3,,2135.4,61.4,128.4,757.9,,,775.6,95.2,154.7,,399.2,115.2,114212.5
01035,623.9,1232.4,,974,700.4,178.5,11.8,44.2,,,,1.2,14.9,0.2,239.8,,,,,562.7,344.7,5.2,,1052.4,1052.4,,,,512.6,,,,459.1,,9914.8,0.1,25.9,1.8,203.7,,,,2.9,0.5,14.8,184.6,734.9,550.4,9.4,,,2.4,,,24.3,184.5,,63.6,3.7,57.7,87.7,,,24.7,1,18.4,,450.9,3.2,20576.3
01037,1586.2,,,2.3,5.9,0.2,,0,,,,0.3,,,1.3,,,,,177.8,,,,0.9,0.9,,,,,,,,,,189.1,,25.9,,0.2,,,,0,,0.1,3.7,6.3,2.5,,0.4,,0.1,,,0.2,1.3,,0.8,,,,,,,,,,34.9,0,2041.3
01039,5758.6,1602.3,,4745.8,134,331.9,102.5,12.7,,,,10.6,50.4,1.3,2159,,,,,5350.3,1585.7,21.2,,3150.7,3150.7,,,,3069.6,,,,688.1,,17180.7,0.1,51.5,14.9,226.2,,12.2,,14.9,2.6,89.3,326,2961,2634.9,64.2,,,16.6,,,67.9,1078.3,0.2,256.2,25.6,164.4,727.7,,,764.5,55.5,81.6,,876.2,37.7,59656.3
01041,4603.5,80.8,,461.4,34.9,47.9,9.3,1.8,,,,11.6,3.3,0.1,287.6,,,,,929.2,64.9,1.9,,123.1,123.1,,,,119.9,,,,26.9,,2300.9,0,42.1,1.4,36.2,,15.3,,10.5,0.1,10.7,66.9,406.9,339.9,5.9,,,1.4,,,43.6,241.1,0.5,180.3,2.2,8.9,94.9,,,532.3,5,4,,717.2,26,12025.4
01043,23031.5,76.9,,2715.9,4418.3,124.1,,7.1,,,,7.5,0.8,45.1,48.9,,,,,2714.3,1.3,57.3,,945.2,945.2,,,,2.7,,,,9.7,,11961.8,0.2,,27,69,,,,2.6,,76.2,1597.8,7088,5490.2,79.7,1.7,,15.7,,,181,89.4,,125.4,183.6,7.1,222.7,,,,,4.3,,230.6,26.2,62632
01045,2927.8,1555,,5107.8,85.6,306.5,157.1,18.1,,,,8.4,54.9,1,2981.7,,,,,3991.8,1329.6,23.2,,2561.1,2561.1,,,,2495.2,,,,559.3,,13466.4,0,25.5,21.2,294.1,,25.7,,6.6,0.1,128.1,287.9,3353.8,3065.9,47.8,,,12.3,,,75,872.4,0.5,113.9,18.9,136.2,1093.9,,,336.4,79.5,64.8,,433.9,53.6,50739.6
01047,9794.9,1378.2,,3525.1,2624.1,594.5,36.7,65.5,,,,10.7,56.5,6.2,940,,,,,5779.5,1584.1,32.5,,3217,3217,,,,65.2,,,,580.2,,19791,1.2,89.9,15,540.5,,,,24.8,,88,1482.7,4429,2946.4,297.6,,,77.2,,,146.2,871.1,,541,118.8,157.7,353.8,,,196.5,32,235.6,,203.5,32.9,66180.3
01049,27189,454.6,,5343.1,16535.2,286.5,29.5,26.2,,,,7.4,8.1,57.7,265.8,,,,,5516.4,7.8,73.5,,2670.6,2670.6,,,,15.7,,,,57.5,,26752.4,0.1,,34.5,395.7,,,,9.9,,97.1,4526.9,15943.1,11416.2,112,1.1,,57.4,,,279.9,252.7,,469.5,241.5,44,338,,,,,25.4,,266.8,61.7,122541.1
01051,4614.1,967.1,,1986,992.3,293.5,3.3,6.5,,,,8.7,27.1,1,331.6,,,,,3500.1,1207.7,4.5,,2317.7,2317.7,,,,50.3,,,,447.4,,11079.3,0.1,33.3,2,387.5,,,,9.1,,12.6,325.7,1174.9,849.1,45.5,,,11.8,,,45.7,475.3,,199.3,18.2,121,52.6,,,72.4,4.9,138.5,,75.4,11.3,34222.1
01053,2055.4,5903,,5261.4,3019.9,1985,194.9,728.4,,,,11.2,127.9,0.8,2116.6,,,,,1824,1586.2,75.8,,4571.7,4571.7,,,,2227,,,,1994.4,,45630.3,0.1,20.6,25.5,933.9,,,,12.4,1.1,179.1,2015,7215.3,5200.2,37.5,,,9.7,,,95.4,991.4,,270.5,15,250.6,1256.5,,,101.9,4,79.2,,358.3,35.7,102994.5
01055,9717.5,552.5,,2493.4,3664.1,113.4,,4.4,,,,9.7,6,17.9,96.6,,,,,1941.3,9.5,22.7,,1001.2,1001.2,,,,19.1,,,,69.9,,9672.6,0.5,,10.7,318,,,,2.2,,30.3,1069.1,4229,3159.9,33.4,0.9,,12.4,,,94.2,68.9,,103.9,74,53,100,,,,,30.9,,95.5,26.6,39926.4
01057,1986.1,374.7,,2471.9,227.2,410.9,105.1,44.4,,,,0.3,33.5,1.3,647.4,,,,,7032.9,804.8,8.8,,3287.3,3287.3,,,,77.8,,,,246.5,,25931.1,,21.3,3.8,797.9,,,,0.7,,11.8,285.8,1200.8,915.1,64.3,,,3.8,,,19.7,289.4,,32.3,25.7,61.1,169.8,,,,,52.1,,28.7,7.1,50970.5
01059,7214.4,394.4,,823.4,481.6,261.3,69.4,105.8,,,,,15.5,2.1,145.2,,,,,2082.2,80.7,26.4,,918.4,918.4,,,7.7,26,,,,242.6,,10711.9,,,8,108.9,,,,8.3,,35.2,396.2,1469.7,1073.5,26.7,1.7,,2.5,,,65.3,44.4,,180.3,10.8,34.6,1182,,,65.5,20.2,41.7,,670,13.2,29986.1
01061,5825.6,3434,,11653.8,179.3,642.7,351.2,42.1,,,,16.7,126.2,2,6820.3,,,,,9402.5,2921,50.2,,5619.7,5619.7,,,,5475,,,,1227.3,,32309.4,0.4,47.5,47.1,617.2,,31.1,,34.8,5.6,279.6,709.6,7756.8,7047.1,96.6,,,24.8,,,137.5,2310,1.1,597.9,38.2,292.6,2417.5,,,1782.6,176.7,139.7,,808.2,105.3,117224.2
01063,3875.6,,,20.3,72.3,21.1,,0.1,,,,4.1,0.6,0.2,30.8,,,,,425.6,,0.8,,9,9,,,,,,,,,,592.8,0.1,56.7,0.4,11.5,,,,0.7,,4.2,36.4,95.7,59.2,10.6,,,2.6,,,15.8,11,,15.1,4,2.2,13.6,,,5.5,1.1,2.4,,128.3,5.3,5544.7
01065,7224.8,,,64.2,281.6,24.6,,0.3,,,,10.7,0.6,0.2,57.7,,,,,843.9,,0.8,,9,9,,,,,,,,,,1334.4,0,105.3,0.4,11.5,,,,2.7,,4.2,81.1,176.8,95.7,10.1,,,2.6,,,22.4,37.5,,59,4,2.2,16.5,,,21.4,1.1,2.4,,238.2,7.2,10764.1
01067,4424.6,2449.7,,8084.8,126,462.9,245.4,28.9,,,,10.5,84.2,0.9,4731.3,,,,,6505.4,2102.7,30.9,,4053.6,4053.6,,,,3949.2,,,,885.3,,22114,0,37.5,32,446.2,,32.1,,18.8,,192.7,425.3,5222.2,4796.7,44.3,,,11.4,,,100.1,1529.9,0.5,322.7,17.5,213.2,1694.3,,,951.9,120.9,93.1,,637.7,81.1,81366
01069,4387.5,4196.2,,14528.5,82.7,711,522.6,59.3,,,,10.9,166.9,0.4,9561.1,,,,,8785.5,3230.1,52,,6061.9,6061.9,,,,5905.8,,,,1323.9,,30663.7,3.6,37.5,65.6,829.2,,33.6,,10.5,6.4,389,580.6,9530.7,8950.2,18.3,,,4.7,,,80.1,2194,0.1,180.3,7.3,315,3503.5,,,553.1,249.6,124.9,,638,111.9,124729.6
01071,19117.4,439.1,,10224,32189.2,506.8,0.9,37.4,,,,11.2,4.9,135.7,291.8,,,,,10083.1,7.5,172.2,,5050,5050,,,,15.2,,,,55.5,,53152.8,0.5,,81.1,334.5,,,,19.3,,227.7,9117.3,32978.7,23861.5,257.2,1,,108.4,,,637.7,492.5,,913.8,563.8,42.6,691.1,,,,,24.5,,172.9,117.7,207188.5
01073,791.9,,,11.8,31.4,1.5,,0.2,,,,5.9,,,6.5,,,,,107.9,,,,4.9,4.9,,,,,,,,,,244.6,,12.7,,0.3,,,,0.1,,0.3,19.3,38.1,18.8,,0.9,,0.5,,,1.1,6.7,,4.1,,,,,,,,,,17.1,0.2,1331.7
01075,1375.3,43.5,,299.7,188.9,59.6,,1.6,,,,4.3,2.5,1.5,21.3,,,,,1245.4,93.4,7.7,,576.6,576.6,,,,9,,,,28.6,,4847.5,,18.7,4.3,92.9,,,,0.6,,12.4,277.4,702.2,424.9,72.7,0.9,,3.1,,,41.2,73.2,,26.8,29.1,9.2,49.9,,,,,21.4,,25.3,18.2,11287.4
01077,14975.3,2555.8,,3905.3,6225.2,476.2,,93.8,,,,7.6,82.5,10.4,202.2,,,,,10103.3,529.6,117,,4589.5,4589.5,,,7.7,170.3,,,,1591.5,,71112.8,,,38.9,61.8,,,,106,,171.8,2474.9,8679.2,6204.3,146.6,0.1,,12.2,,,594.2,304.3,,2315.7,64.4,227.1,698.4,,,841.1,98.7,273.6,,726.3,123.7,145508.8
01079,17117.4,2758.9,,5729.9,8531.9,1885.8,435.3,752.6,,,,10.7,95.9,12.5,1052,,,,,11807.9,569.2,156.7,,5542.4,5542.4,,,7.7,183,,,,1710.5,,86414.9,,,46.9,692.3,,,,145.5,,207,3889.8,12689.8,8800.2,181.3,0,,14.7,,,825.9,467.7,,3179.4,80.8,244.1,7577.1,,,1154.8,118.9,294.1,,805.7,174.7,191908.3
01081,2001.7,64,,416.4,53.2,69.7,16.4,7,,,,4,5.5,0.2,106.4,,,,,1388.9,137.4,1.4,,561.2,561.2,,,,13.3,,,,42.1,,4701.9,,30.5,0.6,150.2,,,,0.2,,2,56.5,211.4,154.9,10.1,0.3,,0.9,,,25.7,52.2,,7.5,4,12.5,41.4,,,,,8.7,,41.2,14.9,10977.6
01083,18856.1,4468.1,,7302.2,5548.7,713.3,,114.9,,,,80.4,185.8,26,281.5,,,,,17564.4,910.7,293.5,,11236.7,11236.7,,,0.2,292.9,,,,2736.8,,120006.6,,,97.6,127.5,,,,93.4,,431,3504.6,14424.1,10919.5,320.1,0.3,,30.7,,,1000.3,489,,2040.5,130.8,390.5,1547.6,,,741.1,247.5,470.6,,500.5,140.1,239502.8
01085,11112.5,301.7,,774.7,976.8,124.8,,1,,,,4.1,11,1.2,189.6,,,,,2398.8,381.2,4.9,,772.4,772.4,,,,15.9,,,,141.4,,6164.9,0,149.5,2.1,135.5,,,,9.4,,14,331.8,891.6,559.9,59.3,,,15.4,,,54.7,240.5,,204.5,23.7,40.1,42,,,74.3,6.4,54.3,,338.1,13.5,27409.9
01087,3233.9,491.4,,1082.5,378.9,190.9,11.5,20.1,,,,4.1,15.5,0.7,265.7,,,,,1716.6,571.5,5.2,,1097.6,1097.6,,,,23.6,,,,209.7,,5307.8,0.2,31.6,2.6,194.2,,,,3.2,,17.3,240.9,864.5,623.6,34,,,8.8,,,30.3,225.1,,70.9,13.6,58.4,95.4,,,25.7,3.7,67.9,,71.4,9.2,18417.3
01089,16291.2,4036.5,,6131.8,7350.8,682.1,,130.2,,,,7.6,137,17.6,257.9,,,,,14857,834,199.1,,7731.2,7731.2,,,0.1,268.2,,,,2506.3,,107184.3,,,66.2,96,,,,125.9,,292.4,3358.9,12467.2,9108.3,234.1,0.1,,20.8,,,912.4,464.5,,2752.3,99.9,357.6,1157.6,,,999.7,167.9,430.9,,338.2,155.7,209960.7
01091,6026.4,285.1,,749.7,856.3,129.7,3.3,6.4,,,,4.1,11.7,1.5,200.8,,,,,1762.3,346.2,6.6,,713,713,,,,14.4,,,,127.8,,5386.6,0.1,75.5,2.9,126.1,,,,7.8,,18.6,348.7,1006.7,657.9,71.1,,,18.3,,,58.6,215.6,,170.8,28.2,36.4,69.7,,,62,7.6,53.1,,170.7,12.4,20563.7
01093,3998,96.8,,353.4,303.4,50.4,,4.3,,,,6.6,12.8,2.2,18.4,,,,,1256.8,16.5,25.1,,949.5,949.5,,,7.7,5.3,,,,49.7,,5485,,,8.4,8.3,,,,5.2,,36.9,256.1,1036.3,780.3,26.6,,,2.6,,,52.1,20.9,,113.6,10.7,7.1,114.8,,,41.3,21.2,8.5,,406.6,8.9,16557.8
01095,15929.9,76.9,,2739.6,7826.2,133.7,,9.6,,,,4.9,0.8,39.8,67.1,,,,,2915.5,1.3,50.5,,1265,1265,,,,2.7,,,,9.7,,13617.6,0,,23.8,81.7,,,,4.7,,66.8,2305.7,8662.5,6356.8,74,0.3,,27.3,,,186.2,124.6,,222.2,164.3,9.2,206.9,,,,,4.3,,157.5,42,64676.6
01097,1045.3,2241.5,,2509.7,821.1,1635,161.3,602,,,,42.7,97.9,2.8,1599.8,,,,,820.5,561.6,71.4,,1440.5,1440.5,,,,701.7,,,,628.4,,20149.1,0.7,26,24.8,447.7,,,,3.2,8,214.9,1727.4,5853.7,4126.4,135.2,,,35,,,169.4,459.4,0.4,70.9,53.9,97,1173.8,,,52.2,14.5,53.9,,453,65.6,51839.8
01099,1563.9,4385.8,,3612,1515.9,1044,93.3,348.5,,,,4.1,73.9,0.7,1172,,,,,1486.2,1202.6,37.4,,3571.1,3571.1,,,,1739.6,,,,1557.9,,33488.2,0,30,12.7,710.6,,,,6.3,1.2,93.2,1000.7,3795.3,2794.6,31.8,,,8.2,,,60.2,648.4,0.4,137.6,12.6,196.1,617.7,,,54.1,3.4,62.4,,522.5,19.2,71287.4
01101,11600.8,350.6,,795.5,573.7,140.2,,0.5,,,,4.2,15.5,2.3,147.6,,,,,2463.5,442.9,9.3,,935.4,935.4,,,,18.5,,,,164.3,,6110.6,0.1,156.6,3.9,160.2,,,,5.1,,24.4,346.1,1106.9,760.8,112.3,,,29,,,49.8,206.9,,111.7,44.7,46.2,51,,,40.6,12,73.2,,354.2,9.5,28416
01103,7627.9,402.3,,1042.6,1561.3,142.4,3.4,26.2,,,,3.6,31.3,5.1,70.9,,,,,3228.6,76.7,57.6,,2196.7,2196.7,,,0.1,24.7,,,,230.5,,17706.2,,,19.1,29.6,,,,26.1,,84.4,813.1,3021.7,2208.7,65.3,0.2,,6,,,175.3,74.4,,569.4,27,32.9,338.3,,,206.8,48.5,39.6,,686,36.1,45143.3
01105,5301.4,219.8,,1186.8,2810.4,201.7,5.7,12.6,,,,4.1,23.8,6.1,443,,,,,2600.6,253.2,25.5,,731.1,731.1,,,,10.4,,,,92.8,,10558.6,0.1,55.2,10.9,119.7,,,,26.9,,64.3,1255.5,3222.8,1967.3,292.2,,,75.8,,,152.3,472.3,,588.4,116.7,27.1,168.2,,,213.7,31.4,95.1,,124.8,30.9,34330.3
01107,3031.5,206.6,,1401,802.8,248.6,16.4,13.3,,,,4.1,13.6,3,165.2,,,,,4901.4,443.6,15.4,,2205.2,2205.2,,,,42.9,,,,135.9,,19676.5,,36.3,8.6,393.3,,,,2.4,,24.5,836.4,1972.9,1136.4,143.5,0.9,,13.4,,,74.6,314.4,,114.1,57.4,35.8,105.6,,,,,54.1,,49,25.8,40931.6
01109,5775.4,489.2,,1859.2,41.7,163.9,46.2,6.2,,,,11.7,19.7,1.2,1008.1,,,,,2183.6,430,14.8,,833.6,833.6,,,,812.1,,,,182,,6408.9,0.1,52.3,7.7,124.2,,30.3,,12.5,0.4,50.4,223,1442.8,1219.8,57.8,,,14.9,,,89.2,481.5,0.5,215,22.9,47.6,369.5,,,635.5,28.1,33.8,,890.5,49.1,27220.5
01111,4477.8,43.5,,294.5,252.2,49.6,,2.1,,,,6.3,2.5,0.2,23.1,,,,,1457.9,93.4,1.1,,426.4,426.4,,,,9,,,,28.6,,4760.8,,70.2,0.6,73.8,,,,0.8,,1.7,190.1,366.3,176.3,10.1,0.1,,4.2,,,12.3,82.9,,35.8,4,7.3,6.2,,,,,6.7,,94.7,3.5,13503
01113,2200.3,570.7,,2080.7,37,125.9,66,8.3,,,,4,20.7,0,1315.7,,,,,1724.9,457.8,6.4,,868.4,868.4,,,,846,,,,189.7,,5807.7,,18.8,8.3,118.2,,12.2,,11.1,0.4,50.5,117.3,1404.7,1287.4,2,,,0.5,,,38.2,482,0.2,191,0.7,46.2,464.8,,,564.8,31.4,17.7,,320.6,30.3,22417.9
01115,6356.3,,,5.7,70.2,0.7,,0.1,,,,7.4,,,4.6,,,,,175.7,,,,7.5,7.5,,,,,,,,,,85,0,,,2.7,,,,0,,0.1,15.8,48.7,32.8,0.1,0.5,,0.4,,,3.2,0.8,,2,0,0.3,2,,,,,,,64.8,2.1,6897
01117,2661,331.8,,1613,350.1,321.2,,2.9,,,,4.7,18.8,2.2,85.1,,,,,6567.7,712.6,11,,3057.9,3057.9,,,,68.9,,,,218.2,,24476.3,,31.2,6.2,554,,,,1,,17.4,451.2,1273.6,822.5,104.4,0.2,,5.8,,,39.6,269.1,,49.7,41.7,54.3,55.8,,,,,57.3,,42.1,8.2,47446.6
01119,6039.7,62.3,,293.4,585,67.8,3.3,6.1,,,,4.1,6.5,1.6,127.8,,,,,1045.8,64.7,6.9,,185.4,185.4,,,,2.6,,,,23.4,,2955.6,0,83.8,3,38.7,,,,5.1,,19.5,297.2,840.5,543.4,75,,,19.5,,,53,98.9,,111.2,30,8.5,69.7,,,40.4,8.1,24.3,,189.5,9.8,14236.5
01121,4663.7,683.1,,3732.5,1576.1,717.8,,13.1,,,,4.5,38.7,6.9,204.5,,,,,14416.1,1467.1,35,,6743,6743,,,,141.8,,,,449.3,,56475,,43.9,19.8,1157.6,,,,4.7,,55.8,1746.8,4294.8,2548,332.2,0.9,,26.3,,,128.8,762.6,,224,132.8,113,171.5,,,,,145.5,,59.2,35.8,110115.2
01123,2081.5,43.5,,359.1,127.2,54.9,16.4,7.7,,,,2.8,4.4,0.2,105.3,,,,,1098.8,93.4,1.4,,405,405,,,,9,,,,28.6,,3846,,31.6,0.6,116.7,,,,0.4,,2.2,105.6,278.1,172.5,10.1,0.8,,2.1,,,28.4,58.1,,17.9,4,9.2,41.4,,,,,6.7,,42.7,15.3,9634.6
01125,2665.7,136.6,,918.9,593.9,177.6,,4.9,,,,5.3,7.7,3.8,55.6,,,,,3606.5,293.4,19.2,,1693.5,1693.5,,,,28.4,,,,89.9,,14458.2,,33,10.9,252.9,,,,1.8,,30.7,775.8,1907.2,1131.4,182.2,0.9,,9.9,,,74.5,226.3,,84.2,72.8,24.4,102.8,,,,,56.3,,44.6,25.8,31501
01127,1822.4,43.5,,273.1,177.1,50.3,,1.5,,,,4.3,2.5,0.6,20.9,,,,,1164.8,93.4,3.1,,463.3,463.3,,,,9,,,,28.6,,4291.8,,27,1.8,90.3,,,,0.5,,5.2,179.5,409.7,230.2,29.5,0.9,,2.9,,,31.1,66.9,,25.1,11.8,9.2,27.8,,,,,11.2,,36.4,16.1,10126.6
01129,589.9,1092.3,,1265.8,869.8,839.1,92.3,344.7,,,,1,48.9,0.2,812,,,,,429.4,267.3,35.2,,655.6,655.6,,,,319.3,,,,286,,8561.9,0.2,24.6,11.9,160,,,,3.6,2.3,80.6,888.3,2966.8,2078.4,11.1,,,2.6,,,26.1,256.9,1.1,79,4,36.1,582.1,,,36.5,1.1,12.5,,428.2,15.6,24875.9
01131,649.1,130.1,,174.1,803.9,39.4,,0.3,,,,4.1,6,0.2,74.6,,,,,478.4,37,0.8,,115.3,115.3,,,,56.1,,,,50.3,,2390.7,0.2,59.2,0.4,34.2,,,,3.3,6,7,95.4,265,169.6,10.1,,,2.6,,,36.8,62.1,,73,4,8.5,23.3,,,46.5,1.1,4.2,,1032.7,4.6,7075.5
01133,2745.9,1,,17,49.6,15.5,,0.6,,,,10.7,0.6,0.1,26.9,,,,,328.5,,1.3,,49.5,49.5,,,7.7,,,,,,,391.6,,,0.4,10.9,,,,0.8,,1.9,22.3,81.2,59,2,0,,0.1,,,16.2,2.8,,18.6,0.7,,6.7,,,6.7,1.1,,,303.4,5.6,4236.4
04001,142.2,1563.1,33.2,,,19.2,1.2,,164.5,,44.5,9.3,153.8,,92.4,1,221.7,371.3,0.3,,,,,1.2,1.2,73.7,507.7,286.8,16.7,,0.8,,,18.8,2398,,31.5,9.5,1113.1,1.3,288.8,,,1391.3,289.6,,3.9,3.9,0.1,146,29.5,834.7,0.8,,0.1,6.8,12.4,3.9,,13.4,3.3,,,,0.7,47.3,,,3.4,10357.9
