AREA_FIPS_CODE,"2,4-D",ACEPHATE,ACETAMIPRID,ACETOCHLOR,ATRAZINE,AZOXYSTROBIN,BENTAZONE,BENZOVINDIFLUPYR,BOSCALID,BROMACIL,BROMOXYNIL,CARBARYL,CHLORANTRANILIPROLE,CHLORIMURON,CHLORPYRIFOS,CLOTHIANIDIN,CYANTRANILIPROLE,CYPRODINIL,DIAZINON,DICAMBA,DICROTOPHOS,DIFLUBENZURON,DIMETHENAMID,DIMETHENAMID & DIMETHENAMID-P,DIMETHENAMID-P,DIMETHOATE,DIMETHOMORPH,DINOTEFURAN,DIURON,ETHOPROPHOS,ETOXAZOLE,FIPRONIL,FLUOMETURON,FLUOPICOLIDE,GLYPHOSATE,HALOSULFURON,HEXAZINONE,IMAZETHAPYR,IMIDACLOPRID,LINURON,MALATHION,METALAXYL,METCONAZOLE,METHOMYL,METHOXYFENOZIDE,METOLACHLOR,METOLACHLOR & METOLACHLOR-S,METOLACHLOR-S,METRIBUZIN,MYCLOBUTANIL,ORYZALIN,PERMETHRIN,PIPERONYL BUTOXIDE,PROPAZINE,PROPICONAZOLE,PYRACLOSTROBIN,PYRIMETHANIL,SIMAZINE,SULFENTRAZONE,SULFOXAFLOR,TEBUCONAZOLE,TEBUPIRIMPHOS,TEBUTHIURON,TERBUFOS,TETRACONAZOLE,THIAMETHOXAM,THIOBENCARB,TRICLOPYR,TRIFLOXYSTROBIN,Grand Total
10001,12874.8,,,8918.9,32489.9,967.9,,16.2,,,,,,58.6,2870.1,,,,,4569.8,,,,,,,,,,,,,,10.3,74330.3,,,117.1,167.6,,,,238.9,,,5323.2,30973,25649.9,1816.9,,,867.1,,,1450,888.2,,5219.9,741.2,,621,,,1895.9,,,,,226.1,213302.8
10003,1424.7,2.4,0.9,3130.3,8243.2,301.5,,20.8,,,,,,11,976.5,,,,,440.4,,,,1674.5,1674.5,,,,,,,,,,26324.5,0.7,,25.9,53,,,,80.3,,0.2,1790.5,8292.8,6502.3,82.9,0.3,,264.8,,,524.8,303.5,,857.1,226,,189.4,,,637.7,,,,28.5,76.1,64162
10005,66354.3,,,30403.2,134910.1,3632.5,,31.4,,,,,,116.9,5557.5,,,,,6194.9,,,,,,,,,,,,,,10.3,184893.2,,,134.7,192.8,,,,462.5,,,10307.6,93907.9,83600.3,7700.9,,,997.9,,,1732.5,1317.3,,10107.6,853,,714.7,,,3671.2,,,,,437.9,648243.1
12001,12562.9,,,,557.2,342.9,25.4,8.5,114.3,258,,94.7,15.1,,1396.7,,98.7,4.2,1206.5,152.9,,92.5,,,,,,1.5,952.7,,,0.2,,,2931.9,42.4,2333.6,,183.3,,102.3,,0.2,39.7,180,,147.1,147.1,4.6,,63.6,,,,,55,2.6,4.4,,2.7,663.9,,,78.6,,43.9,,230.5,1.3,25143.6
12003,1576.3,,,26.6,146.7,119,,17,0.1,,,,25.6,,6.5,,,0,0.5,23.4,,0.9,,,,0.1,,,3.1,,,,,0,534.6,0,,,85,,,,0,11.4,72.6,,160.4,160.4,33.7,,,2,,,4.8,0.1,90.8,,,0.5,3.8,,,41.8,1,,,195.8,0.5,3345
12005,523.8,,8.9,,68.4,232.6,,10.5,,,,2.9,,,20.1,,20.3,,,8.3,,10.5,,,,,,,7.9,,,,,3.4,54.6,,6.4,,354.1,,8.9,,,,26.8,,1787.5,1787.5,33.7,,,,,,2.6,,379.7,,,1.7,8.6,,,,2.4,3,,125.2,0.1,5500.4
12007,4152.7,,,,84.5,92.6,,17,,247.3,,43.7,20.5,,1075.1,,81.7,0.3,,47.4,,75.8,,,,,,0.1,929.8,,,21.4,,,2323.7,,723.3,,141,,43.8,,0.1,12,189.5,,304.6,304.6,131.7,,62.5,,,,,111.6,0.2,,,2.5,,,,11.7,,37.2,,71.5,,11361.4
12009,4436.4,,,,79.9,56.5,,18.1,,52.5,,57.7,37.7,,242.6,,77,180.7,90.3,496.1,,23.7,,,,,,64.6,179.8,,,21.4,,,1922,3.2,1756.8,,26.8,,300.1,,,61.5,63.4,,780,780,378.4,,10.7,,,,,282.6,111.1,4.4,,0.7,40.7,,,11.4,,29.2,,4008.8,1.3,16688.1
12011,161.7,,,,55.2,,,0,,,,,18.4,,138.9,,0.1,0.4,,18.5,,,,,,,,0.1,,,,,,,155.7,,65.4,,,,52.2,,1.6,255.2,0,,0.8,0.8,0.3,,,,,,,4.5,0.2,,,,,,,,,0,,149.3,,1079.3
12013,718.4,214.6,1.8,2688.2,421.4,145.6,113.8,38.1,,,,4.1,73.4,,525.1,,4.1,,,1535.6,2401.6,43.8,,1552.7,1552.7,0.3,,,1105.6,,,,593.3,3.4,8456.7,,14.4,,371.9,,12.7,,1.4,1.8,31.2,85.4,521.5,436.3,0.1,,,,,,4.9,175,1.6,,,2.5,811.9,,,145.7,33,65.3,,280.3,8.4,25199.6
12015,1316.9,,,,112.4,134.2,,26.4,,279.8,,94.7,27.9,,1190.4,,231.2,13.1,415.9,119.4,,125.1,,,,,,4.7,1034.6,,,21.4,,,6856,14.6,422.8,,122.1,,106.6,,,4.5,232.9,,461.4,461.4,240,,63.6,,,,,344.5,8,4.4,,2.9,187.1,,,16.1,,54.9,,964.7,1.3,15717.9
12017,4751.4,,,,135.1,74.5,,12.8,,253.6,,93.9,96.6,,1220.1,,114.8,127.2,,54.7,,84,,,,,,45.4,936.1,,,21.4,,,2472.4,,835.2,,148.5,,312.9,,1.6,298.4,190,,545.3,545.3,236.5,,62.5,,,,,227.8,78.2,4.4,,2.7,,,,11.4,,53.7,,82.5,1.3,14132.2
12019,1945.1,,,,135.1,0.9,,12.8,,,,,96.6,,140.7,,18.2,127.2,,24.4,,0.8,,,,,,45.4,,,,,,,752.8,,371.8,,,,224.8,,1.6,298.4,14.4,,256.2,256.2,105,,,2,,,,103.3,78.2,,,,,,,11.4,,10.9,,36.7,,5070.9
12021,2541.2,,,,74.7,146,,43.2,,279.8,,94.7,81.2,,1352.9,,255.2,180.7,417.2,259.2,,125.1,,,,,,64.6,1034.6,,,21.4,,,7136.4,14.7,918,,122.1,,386.5,,1.6,316.6,251.9,,780,780,378.4,,63.6,,,,,479.3,111.1,4.4,,2.9,187.7,,,2.8,,69.3,,2094.7,1.3,21075
12023,8262.6,10,0.2,630.9,1126.6,136.1,220.9,50.7,1.6,,,1.4,30.7,,172.8,,3,0.6,6.3,97.7,9.5,48.9,,,,1.2,,,18.3,,,,,0.4,1512.9,0.2,,,99.4,,1.3,,0.4,11.3,7,,264.7,264.7,0,,2,2,,,12.7,96.4,0.1,,0.9,1.6,693.9,,,111.2,3.3,1.3,,1058,1.6,14977.3
12027,19724.1,,,,55.2,549,,43.2,,3230.5,,551.8,81.2,,13619.7,,2563.3,180.7,495.2,1962.7,,1440.7,,,,,,64.6,12137.4,,,,,,68611.6,17.4,6949.8,,1356.2,,815,,1.6,316.6,2194.9,,343.4,343.4,149.2,,750.7,,,,,2885.3,111.1,2.3,,32.3,222.8,,,,,586.7,,15858.9,0.7,158249.2
12029,3216.3,1.5,7.1,132,454.9,172.3,50,36.9,0.6,,,0.1,39.7,,33.5,,16.4,0.2,2.3,31.6,,18.8,,,,0.5,,,,,,,,0.2,901.4,0.1,,,19.5,,0.1,,0.2,23.7,93.4,,55.5,55.5,0,,0.1,,,,8.6,21.8,0.1,,,,155.2,,,109.8,,2.4,,415.1,,6077.4
12031,2033.6,0.6,8.9,49.2,231.3,137.8,18.6,14.8,0.4,,,0.1,19.5,,41,,20.4,0.2,1.8,19.4,,14.4,,,,0.2,,,13.7,,,,,0,324.6,0.1,,,98.4,,0.1,,0.1,23.7,28.8,,162.1,162.1,33.7,,0.1,,,,12.6,8.2,90.8,,,2,68.6,,,90.3,4.2,3.1,,254.1,2.1,3995.7
12033,793.6,376.7,0.8,3714.4,375.4,281.9,252.2,80.7,2.7,,,11.3,198.6,,962.9,,1.8,1.6,,1954.8,3106.1,94.7,,1987.4,1987.4,0.3,,,1431.5,,,,759.5,0.1,11743.4,,10.1,,564.4,,34.7,,1.4,69.4,63.1,150.9,880.4,729.4,0.1,,,2.4,,,33,294.1,1.6,,,6.8,1807.2,,,370.9,74.8,84.8,,197.1,18.6,35515
12035,2241.6,,,,79.9,74,36.3,11.3,,7.8,,1.4,4.9,,110.2,,2.6,,,27.2,,12.7,,,,,,,29.3,,,21.4,,,332.3,,415.6,,25.8,,1.3,,,,6.2,,356,356,131.5,,2,,,,,111.5,,,,0.1,173.4,,,11.4,,1.2,,41.1,,4626
12037,381.8,,,,217.4,,,,,,,,,,,,,,,26.5,,,,,,,,,,,,,,,26.3,,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.8,,1070.2
12039,393.7,10.7,4.3,52.4,543.6,92.9,11.1,8.7,15.2,,,4.1,16.8,,54.8,,9.7,8.8,,22.5,3.3,10.5,,,,0.4,,,11.4,,,,,3.4,535.6,,17.4,,20.7,,12.7,,1.9,12.6,18.2,21,111.8,90.8,0.3,,,2.4,,,8.5,17.3,3.6,,,2.5,91.9,,,228.8,6.4,3.1,,338.4,0.9,2825.1
12041,3939.8,,,,1390.3,475.3,361.5,142.3,160.6,0.3,,0.1,162.9,,702.7,,18.3,127.2,1694.9,47.7,,103.1,,,,,,45.4,1.2,,,0,,,3920.8,59.6,727.2,,213.2,,224.9,,1.6,298.4,50.5,,1006.1,1006.1,105.2,,0.1,2,,,,315.9,78.2,,,0,2488.2,,,191.2,,10.9,,71.8,,20145.5
12043,10695.1,,,,167.6,40.2,,,,268.7,,43.7,18.3,,1259.1,,210.6,,,1197.6,,119.8,,,,,,,1010.3,,,,,,6684.3,,4240.7,,112.6,,92.7,,1.6,255.1,177.3,,,,,,62.5,,,,,231.8,,,,2.7,,,,16.1,,47.3,,9676.8,,36632.5
12045,798.8,32,8.9,77.4,217.4,414.2,33.4,21,15.2,,,4.1,145.7,,106.9,,20.3,8.8,,26.5,10,22.7,,,,,,,11.4,,,,,3.4,661.4,,20.4,,380.4,,12.7,,,174.4,152.3,14.1,1853.1,1839,33.7,,,,,,59.4,22.6,379.7,,,2.5,247.1,,,581.4,12.1,3,,397.8,2.5,8827.7
12047,4294.6,11.9,8.5,1214.6,787.3,367.5,389.9,115.6,0.2,,,1.4,73.4,,281.8,,21.9,0.1,0.9,99.6,,98.7,,,,1.1,,,1.6,,,,,3.4,2536.6,0,,,155.4,,1.3,,0.4,23.7,103.8,,575.8,575.8,,,2,14,,,13.3,168.3,,,,0.2,1213,,,145.4,0.5,4,,532.5,0.2,13840.2
12049,20595.8,,,,55.2,451.2,,22.2,,2581.5,,469.4,60.1,,10925.2,,2059.3,180.7,492.1,2120.1,,1151.4,,,,,,64.6,9689,,,,,,55048.5,17.3,7507.1,,1086.5,,737.8,,1.6,316.6,1738.3,,343.4,343.4,149.2,,599,,,,,2339.4,111.1,4.4,,25.9,221.4,,,,,474.5,,17130.5,1.3,139115
12051,16245.7,,,,55.2,787.7,36.3,43.2,,4530.6,,786.7,81.2,,19099.4,,3587.1,180.7,649.4,1446.9,,2029.3,,,,,,64.6,17017.7,,,,,,95071.3,22.8,5123.3,,1924.5,,1035.3,,1.6,316.6,3057.7,,408.8,408.8,149.2,,1052.4,,,,,4009.6,111.1,4.4,,45.4,446.4,,,,,817.8,,11690.9,1.3,192340.9
12053,5063.1,,,,55.2,43.4,,0.1,0.2,44.1,,56.9,70.2,,346.7,,27.5,0.6,1.6,62.1,,19.8,,,,,,0.2,148.5,,,21.4,,,891.1,0.1,947.4,,29.1,,105.9,,1.6,255.3,37.5,,290.2,290.2,132,,9.6,,,,,110.6,0.3,4.4,,0.6,0.7,,,,,11.3,,93.6,1.3,9174.4
12055,18072.3,,,,167.6,474.1,,25.2,,2814.5,,507.3,43.7,,11920.4,,2216.2,0.8,90.3,1806.8,,1255.4,,,,,,0.3,10565.3,,,17.5,,,60140,3.2,6397.9,,1184.1,,528.5,,1.6,255.4,1903.9,,358.3,358.3,188,,653.2,,,,,2469.6,0.5,4.4,,28.2,40.7,,,16.1,,500.2,,14599.4,1.3,139610.5
12057,12685.9,,,,191.3,251.8,1,71.8,113.9,290.8,,100.5,128.2,,1276.5,,173.4,451,1201.7,153.5,,95.7,,,,,,161.2,1076.1,,,21.4,,,3566.9,42.2,2342.3,,170.3,,713.9,,0.2,181.2,291.9,,1181.3,1181.3,503.9,,71.9,,,,,480.2,277.1,4.4,,3,545.3,,,26.5,,87,,231.4,1.3,30349.2
12059,1214.9,228,7.1,2031.5,1274.9,284.3,185.1,67.2,2.5,,,4.1,134.3,,604.7,,16.3,1.5,,777.9,1191.2,100.1,,744.8,744.8,0.7,,,536.2,,,,284.6,0.2,6994.4,,38.8,,287.6,,12.7,,3.8,43.3,85.1,122.8,1019.3,896.5,0.1,,,39.1,,,47.8,188.2,1.6,,,8.5,1361,,,514.1,51.4,60.9,,755.2,13.6,22982.7
12061,9172.6,,,,293.2,268.9,,43.2,,2012.6,,2957.2,62.9,,9673.4,,2135,180.7,,815.8,,913.1,,,,,,64.6,6637.7,,,,,,57040,,2888.6,,1104.5,,3018.1,,,61.5,1826.8,,343.4,343.4,149.2,,389.8,,,,,2273.4,111.1,236.8,,26.2,,,,42,,612,,6591.6,71.1,112360.4
12063,3989.3,1436.6,13.1,14181.4,3359.5,1599.6,978,325.5,62.5,,,10.4,996.9,,3448.5,,29.9,36.3,,7280,11501,397.6,,7350.2,7350.2,2.6,,,5208.1,,,,2808.8,81.8,46675.3,,76.4,,2058.1,,31.9,,13.5,577.2,424.5,648.2,3781.4,3133.2,0.2,,,38.9,,,209.8,1160.5,2.1,,,6.2,6934.3,,,3250,262,338,,1488,71.5,143629
12065,945.9,84.2,8.9,726.5,1278,396.4,65.3,31.5,2.1,,,40.8,44.1,,483.8,,20.3,1.2,,357,505.2,38.6,,318.5,318.5,0.9,,,336.4,,,,121.7,0,3643.6,,35.4,,193.7,,125.3,,4.8,9.9,180,73.8,372,298.2,0.1,,,6.9,,,49.7,87.3,1,,,24.4,591.6,,,502.3,51.3,21.2,,689.6,5.6,13093.5
12067,7428,50.3,,1764.4,827.7,457.7,492.7,138.5,22.2,,,93.9,78.2,,426.8,,81.7,8.8,90.3,241,130.5,191.1,,,,0.4,,,108.7,,,,,0.6,5398.7,3.2,,,376.9,,88.1,,0.2,,124.5,,840.6,840.6,,,62.5,13.1,,,7.8,235.5,,,2.1,1,1573.9,,,27.5,2,37.2,,885.4,1,23155.3
12069,15549.4,,,,135.1,93.9,,17,15.2,478.5,,133.7,87.2,,2160,,171,0.1,160.5,186.8,,153.7,,,,,,0,1781.9,,,0,,,4560.3,5.6,2850.8,,277.5,,177.3,,1.6,255.1,350.3,,15.3,15.3,0.3,,119.4,2,,,,59.4,0.1,4.4,,4.9,72.2,,,11.4,,76.6,,281.6,1.3,30266.7
12071,3632.7,,,,1.1,94.2,,43.2,,304.5,,98.3,63.3,,1296.3,,274.4,180.7,90.3,381.7,,136.1,,,,,,64.6,1127.9,,,21.4,,,7563,3.2,1351.6,,132.4,,339.2,,0,66.8,268,,780,780,378.4,,69.4,,,,,496.2,111.1,4.4,,3.2,40.7,,,,,73.6,,3084.3,1.3,23357.5
12073,577,32,0.2,104,1619.5,122.7,33.4,11.3,15.2,,,4.1,145.7,,124.2,,0.4,8.8,,23.2,10,13.8,,,,1.4,,,11.4,,,,,0.1,1588.6,,17.9,,34,,12.7,,7.2,174.4,11.1,75.6,323.9,248.3,0.1,,,2.4,,,62.1,59.3,1,,,5.7,248.4,,,1283.8,12.1,1.8,,348.2,2.5,7379.5
12075,7737.9,,,,1495.3,684.4,648.8,215.1,173.7,7.8,,1.4,121.7,,1036.2,,20.8,127.2,1833.5,93.8,,185.9,,,,,,45.4,29.3,,,,,,4365,64.5,1430.8,,386.8,,179.2,,0.1,67,37.4,,1447.5,1447.5,105,,2,,,,,481.7,78.2,,,0.1,3922.1,,,213.4,,12.1,,141.4,,28840
12077,544.3,,,,241.4,303.2,,0.1,15.2,,,,128.3,,,,,8.8,,7.7,,,,,,0.2,,,,,,,,3.4,472.1,,5.9,,348,,,,0.9,174.4,117.8,8.1,1791.6,1783.4,33.7,,,,,,56,4.9,379.7,,,,,,,674.4,,,,115.1,,7218.6
12079,9700.4,19,8.9,1520.2,2148.6,516.9,543,151.9,22.2,,,,90.3,,406.9,,20.3,8.8,90.3,122.3,9.5,124.3,,,,3.4,,,18.8,,,,,0,3876.7,3.2,,,301.6,,,,1.2,23.7,110.1,,816.2,816.2,33.7,,,4.9,,,18,235.4,90.8,,,1.7,1727.7,,,292.9,3.5,3,,1219.2,1.7,25107.4
12081,7146.3,,,,192.3,126.6,,584.3,,271.1,,45.1,1186.7,,1130.6,,1010.1,5574.9,364.2,787,,120.9,,,,,,1992.1,1018.9,,,21.4,,,10512.7,12.8,2786.8,,113.7,,7631.5,,,1897.4,849.9,,11028.4,11028.4,4832.6,,63,,,,,4661.3,3425.9,0.1,,2.7,163.9,,,27.5,,525.4,,6359.1,0,87495.6
12083,24196.3,3,,25.1,133.3,765.1,257.9,97.3,156.7,88.1,,24.2,60.1,,789.8,,31.6,1.4,1653.8,775.7,9.5,101,,,,,,0.5,335.6,,,0.1,,,2681,58.1,4583.3,,205.9,,30.2,,0.2,28.2,92.9,,406.3,406.3,1.9,,22,,,,,163.7,0.9,0.8,,0.9,1975.1,,,18.2,,14.2,,452.8,0.2,40649.2
12085,5809.4,,,,55.2,192.7,,0.3,,963.8,,206.1,19,,4181,,765.9,3.2,90.3,571.2,,430.1,,,,,,1.1,3606.5,,,21.4,,,20581,3.2,2022.5,,408.7,,249.2,,1.6,256.2,644.6,,442.6,442.6,231.8,,222.7,,,,,920.4,1.9,4.4,,9.8,40.7,,,,,174.5,,4615.3,1.3,48192.2
12086,1054.4,,,,953.6,76.3,,124.9,,260.4,,42.6,541.4,,3480.5,,337.6,932.6,1.4,92.1,,116.1,,,,,,333.2,979.2,,,21.4,,,9266.6,0,326.1,,109.1,,2200.5,,27.3,4714.2,326,,2208.4,2208.4,999.3,,60.6,,,,,1109,573.1,0,,2.6,0.6,,,0.4,,125.8,,744.1,0,34349.8
12089,1956.5,,0.1,,187.7,42.5,,0.1,22.2,,,0.1,3.1,,18.8,,0.3,8.8,90.3,19.4,,0.2,,,,0.1,,,9.1,,,,,0.1,91.5,3.2,,,5.9,,0.1,,0,1.7,2.2,,1.2,1.2,0.2,,0.1,,,,3.6,0.1,0.5,,,1.3,47.5,,,10.3,2.8,0.1,,254.2,1.4,2788.5
12091,413,100.2,0.2,1038.7,340.3,162.1,67,21.6,0.2,,,4.1,47.8,,263.8,,0.5,0.1,,531.5,826.2,28,,528.6,528.6,0.2,,,383.9,,,,202,0.1,3692.9,,11.6,,154.3,,12.7,,1.2,11.7,137.6,46.8,290.4,243.7,0.1,,,5.2,,,10.2,82.1,1,,,2.5,488.2,,,151.9,20.8,25.7,,226.1,5,11110.4
12093,16178.8,,,,374.6,78.8,,,,282.9,,95.2,,,1203.4,,231.7,,,1816.8,,126.4,,,,,,,1046.3,,,21.4,,,7859.6,,6433.2,,123.4,,89.3,,,,194.9,,436.6,436.6,229.2,,64.3,,,,,337,,4.4,,3,,,,53.6,,54.3,,14680,1.3,52457
12095,10161.9,,,,135.1,68,,17,0.1,205.2,,36.5,87.2,,994.6,,67.9,0.1,0.8,123.4,,63.7,,,,,,0,771.6,,,21.4,,,2621.1,0,1882.4,,117,,86.1,,1.6,255.1,161.8,,304,304,131.6,,51.9,2,,,,111.9,0.1,0,,2,0.4,,,11.4,,30.9,,186,0,19015.8
12097,59962,,,,55.2,104,,0.3,15.2,309,,103.7,70.7,,1451,,115.2,2.2,160.5,745.4,,100.9,,,,,,0.8,1144.4,,,21.4,,,3460.4,5.6,11373.9,,180,,152,,1.6,255.9,212.5,,293.3,293.3,133.3,,76.5,,,,,135.3,1.4,4.4,,3.2,72.2,,,,,51.3,,1123.7,1.3,82193
12099,1202.3,,,,8274.5,101.1,,134.9,,268.7,,43.7,2847.1,,21628.9,,226.8,113.4,90.3,108.3,,119.8,,,,,,40.5,1010.3,,,21.4,,,28425.6,3.2,383.3,,112.6,,7818.3,,233.9,37652.6,380.2,,652,652,322.8,,62.5,,,,,1025.2,69.7,,,2.7,40.7,,,20.5,,57,,874.8,,115021.6
12101,20197,,,,55.2,109.8,36.3,24.2,15.2,151.6,,75.9,101.6,,859.9,,81.1,127.2,160.5,249.7,,63.8,,,,,,45.4,552.7,,,21.4,,,2127.3,5.6,3810.4,,111.7,,296,,1.6,298.4,123.8,,583,583,236.5,,36.7,2,,,,240.2,78.2,4.4,,1.7,245.6,,,,,38.4,,376.4,1.3,32130.7
12103,2506,,,,,39,2.2,13.5,,251.8,,44.9,26.8,,1052.9,,101.5,127.2,,27.2,,77.8,,,,,,45.4,946.5,,,,,,1830,,415.6,,144.9,,215.2,,,43.3,180.7,,244.7,244.7,105,,63.6,,,,,122.7,78.2,0,,2.5,10.4,,,,,48.8,,41.1,0,9054.1
12105,44763.3,,,,112.4,686.2,,29.8,20.7,4432.2,,1216.3,43.6,,18689.3,,1595.7,127.2,218.4,487.2,,1413.7,,,,,,45.4,16511.7,,,0.1,,,31469.1,7.7,7433.8,,2561,,1313.4,,,43.3,3037.6,,262.9,262.9,105.4,,1106.2,,,,,603.2,78.2,39,,45.3,98.3,,,16.1,,719,,734.4,11.7,140341.7
12107,5070.6,,,,194,59.7,0.1,0.2,0.4,17,,52.1,2.5,,139.9,,18.5,0.8,4,62.6,,12.3,,,,,,0.3,46.6,,,21.4,,,509.4,0.1,955.6,,13.7,,51.6,,0,8.2,19.8,,326,326,132.2,,2.7,2,,,,104.5,0.5,4.4,,0.3,2.3,,,27.5,,7.3,,94.4,1.3,8292.8
12109,1667.7,,,,712.1,472.6,36.3,41.1,15.2,,,,118.6,,193,,18.2,127.2,160.5,14.5,,10.3,,,,,,45.4,,,,246,,,1833.4,5.6,220.8,,21.4,,224.8,,1.6,298.4,41.7,,3731.3,3731.3,1613.4,,,,,,,1151,78.2,,,,245.6,,,94.1,,10.9,,21.8,,17204
12111,11588.8,,,,,232.9,,25.5,,1840.8,,3790.4,26.1,,9377.6,,2149.3,4.4,,1090.3,,841.6,,,,,,1.6,5687.6,,,,,,57994.9,,3860.8,,1118.2,,3559,,,1.5,1837.6,,8.3,8.3,3.6,,324.2,,,,,2130.8,2.7,314.3,,26.5,,,,,,646,,8810.1,94.4,117398.1
12113,2041.4,713.2,7.2,6391.8,757.7,731.8,513.6,171,0.7,,,3.9,296.8,,1710.5,,16.5,0.4,,3201.4,5116.5,203.2,,3254.4,3254.4,0.6,,,2304.2,,,,1243.6,0.1,20566.5,,16.9,,1312,,12.1,,3.1,2.7,255.6,296.1,3479.1,3182.9,33.7,,,10.6,,,69.1,553.4,379.7,,,2.4,3684.7,,,310,136.3,145.5,,328.7,37.5,66753.5
12115,4241.1,,,,79.9,40.4,,43.2,,274.7,,93.9,62.9,,1169.3,,251.2,180.7,,458.8,,122.8,,,,,,64.6,1015.6,,,,,,7084.5,,1624.8,,120,,334.1,,,61.5,248.5,,343.4,343.4,149.2,,62.4,,,,,381.4,111.1,4.4,,2.9,,,,11.4,,68.4,,3707.6,1.3,22759.4
12117,3966.6,,,,55.2,43.3,,17,0.2,43.9,,56.9,87.3,,346,,27.3,0.3,1.6,48.4,,19.7,,,,,,0.1,147.8,,,21.4,,,1324.7,0.1,737.8,,29,,105.4,,1.6,255.2,63.5,,289.6,289.6,131.7,,9.5,,,,,110.4,0.2,4.4,,0.6,0.7,,,,,11.3,,72.9,1.3,8322.5
12119,12967.8,,,,1.7,93.2,36.3,24.2,15.2,245.8,,92.6,33.7,,1130.6,,112.2,127.2,160.5,158.1,,91.9,,,,,,45.4,906.7,,,0.1,,,2130.9,5.6,2413.3,,165.4,,261.5,,0,51.2,186,,295.5,295.5,105.7,,60.5,,,,,155.5,78.2,4.4,,2.6,245.6,,,,,52.5,,238.4,1.3,22992.8
12121,9201.4,19.9,1,1826.2,2239.5,600,621.6,143.9,151,,,0,92.3,,472.6,,2.3,60.3,615.9,146.4,,135.2,,,,3.7,,,11.4,,,,,2,3993.7,21.6,,,329.7,,0,,1.3,23.7,18.6,,1004.7,1004.7,33.7,,0,14,,,21.7,269,90.8,,0.9,1.7,2212.2,,,309.4,3.5,0.3,,1148.8,1.7,26852.3
12123,3401.3,,,,278.8,44.8,,0,,,,1.4,0.2,,0.2,,2.6,,,32.9,,2.4,,,,0,,,0.1,,,,,3.4,116.6,,,,87.7,,1.3,,0,0.2,0,,141.6,141.6,33.7,,2,,,,0.1,0.7,90.8,,,0,0.1,,,2.2,0,1.2,,431.8,0,4819.7
12125,4590.3,,,,81.9,64.4,,,15.2,,,,2.5,,17.1,,,,160.5,57,,8.6,,,,,,,,,,21.4,,,717.9,5.6,869.1,,,,1.9,,0.1,9.2,,,303.7,303.7,131.5,,,20.5,,,,89.6,,,,,72.2,,,11.4,,,,85.9,,7641.2
12127,7688.1,,,,81.6,41.5,,0.2,15.2,57,,19.5,2.6,,270.2,,21.5,1.4,160.5,95.3,,18.7,,,,,,0.5,211,,,0.1,,,620.4,5.6,1454.9,,33.2,,21.8,,0,8.4,39.5,,18.8,18.8,1.9,,14.1,,,,,9.2,0.9,0.9,,0.6,72.2,,,11.4,,9.6,,143.7,0.3,11171.1
12129,103,,0.2,,60.4,68.3,,0.3,1.4,,,,126.7,,,,0.5,0.8,,7.1,,0.3,,,,0,,,,,,,,0.1,11.4,,5.5,,0.5,,,,0,174.4,1.3,0.1,3.1,3,0,,,,,,55.6,0.1,0.5,,,,,,,582.5,,0.1,,106.4,,1313.6
12131,869.1,121.4,0,1253.3,631.7,89.9,80.9,25.7,0.5,,,4.1,52.2,,313.7,,0.1,0.3,,675.8,1009.4,32.8,,646.1,646.1,0.3,,,466.7,,,,246.9,0.1,4127,,34.4,,185,,12.7,,1.4,6.3,23.1,56.7,339.6,283,0,,,5.1,,,6.3,99.7,0.5,,,2.5,583.3,,,159.3,24.4,30.5,,669.8,6,13823.7
12133,446,115.3,,876.7,638,165.3,98.4,31.3,,,,1,180.4,,283.2,,,,,319,501.5,45.1,,309.5,309.5,0.5,,,221,,,,118.3,3.4,3156.8,,12.8,,133.1,,3.2,,2.7,174.4,30.2,69.6,426.1,356.7,0.1,,,14.7,,,59.9,98.4,1,,,0.6,704.7,,,842.6,26.4,23.2,,249.5,7.2,11057.3
13001,4154.6,1032,0.2,4090.1,192.1,793,534.8,156.6,3.3,,,340.3,68.1,18,806.3,334.4,0.4,1.9,,1461.1,1730.7,117.7,,,,2.4,,,2457.9,,,,,5.3,18903.4,,,,1522.4,,1288.7,,0.8,,113.3,,6207.1,6207.1,2.2,,,23.9,,,103.6,303.5,,,19.4,31.7,1364.2,,,122.7,46.6,1.5,,230,121.4,54914.7
13003,1667.7,735,,9182.6,1773.8,513.2,620.4,155.1,3.3,,,179.1,89.8,2.4,775,,,3.5,,4911.6,1791.5,61.8,,,,2.1,,2.1,2242.1,,,,1226.2,6.9,18252.8,0.3,,25.4,339.4,,12.7,,0.7,7.2,63.2,252.5,5667.8,5415.3,11.2,0.6,,21.3,,,39.6,186.2,,218.3,28.9,182.8,1199.8,,,371.9,100.1,75,,318.1,34.5,58770.8
13005,2390.6,492.8,0.1,1681.1,152.5,265.6,214.4,63.1,,,,39.7,24,4,406,163.2,0.2,,,828.5,844.9,44,,,,1.6,,,1145.8,,,,,0,8566.9,,,,663.4,,169.5,,0.6,,18.7,,2876.2,2876.2,2.2,,,2.8,,,9.8,122,,,,4.2,501.3,,,82.8,6.1,0.2,,240,16,24921
